institution_id,language_code,institution_international_name
2802694673,ja,キリスト教大学協議会
4210131661,en,Max Planck Institute for Biophysical Chemistry
888069255,de,West Visayas State University
8616870,fi,Southwestern University
2801068065,hy,Բազելի երաժշտական ակադեմիա
66946132,sco,Varsity o Maryland
61937129,zh,傑克遜州立大學
3130814859,zh-hant,南京體育學院
2799503646,zh-hant,澳大利亞癌症研究基金會
2802497677,de,Lancaster General Hospital
2802774756,en,British Transport Police
147869694,da,Continental AG
4210159501,en,Publicis Groupe (Switzerland)
183496438,arz,اكاديمية القوات الجوية البوتوجاليه
2802999219,sl,Avstrijske zvezne železnice
200183955,it,Università Tecnologica della Pereira
2802347380,fr,Swedish Foundation for Strategic Research
1292359360,cs,Severoatlantická aliance
3412056,uz,Sanyo
2800075581,de,San Francisco Conservatory of Music
18860807,fa,دانشگاه ویتنبرگ آمریکا
4210140402,en,Rothband (United Kingdom)
4210101985,en,Aircast Foundation
1327237609,zh-my,中华人民共和国教育部
293362453,zh-hans,科英布拉理工学院
2802014537,en,Law and Society Association
164389053,ml,ഫോർഡാം സർവകലാശാല
2801845190,uz,Albertslund (munitsipalitet)
39854257,he,מיצובישי אלקטריק
223822909,it,Università Ruperto Carola di Heidelberg
4387153252,en,Baltic Defence College
60470151,igl,"Modibbo Adama University, Yola"
2969240195,en,Norwegian Directorate of Public Construction and Property
1297213882,cs,Presses Universitaires de France
180669731,gl,Universidade Católica de Santos
130929987,de,Universität Mons
4390039326,en,Duke Cancer Institute
37535177,nl,Lord Corporation
1287339526,fa,بانک ذخایر هند
144588462,vec,Faurecia
3172041101,he,מנזר בטאליה
2799276115,en-gb,Makino Botanical Garden
99064381,fi,Armenian National Academy of Sciences
910623958,es,Bombardier
29770179,it,Università di Tecnologia e di Economia di Budapest
161103922,crh,Marburg universiteti
2802981744,fr,Soil Association
67641582,ur,یونین کاؤنٹی کالج
4210102117,en,Synthego (United States)
4210143317,en,Peptaderm (Poland)
106118109,cy,Prifysgol Eötvös Loránd
207277756,zh,金城大學
4210150854,en,Institut des Sciences Humaines et Sociales
4210160429,en,Centre for Conservation and Research
82951845,vi,Trường Đại học RMIT
99714305,ca,Universitat Silliman
33096239,ko,국립 동화 대학
17404232,en,Bangladesh Council of Scientific and Industrial Research
192929712,ko,주바 대학교
238061169,ru,Британское межпланетное общество
47327664,cy,Universidade Federal do Maranhão
57341705,en,Chiesi Farmaceutici S.p.A.
22265921,zh,國立中央大學
1287339526,ar,بنك الاحتياطي الهندي
1317227900,ur,یونیورسٹی سسٹم آف میری لینڈ
199080787,da,International Christian University
1280576195,zh-hans,野生动植物保护国际
95650031,es,Academia estonia de las Artes
4210149184,en,Centre for Women's Development Studies
4387154912,en,United Technologies (United States)
4210100980,en,Vienna Center for Quantum Science and Technology
2802246343,tr,Regional Municipality of Waterloo
91369620,fi,Ugandan virustutkimuslaitos
176902721,zh,迦太基學院
154776012,ka,ჰანტინგდონის კოლეჯი
4210134913,en,Institute for Soil Sciences
4210124180,en,Adaptive Physical Education
4210145096,en,Astute Medical (United States)
3124150290,sh,Universidad San Sebastián
137381566,fr,Charles River
7882870,ca,Universitat de Glasgow
1301952750,de,Leibniz-Institut für Wirtschaftsforschung Halle
4210161894,en,Corewell Health William Beaumont University Hospital
2802427971,zh-hant,基督教會大學學院
4210164968,en,Institut für Internationale Kommunikation
49451415,pt,University Centre in Svalbard
2801316944,vi,Cancer Research UK
4210115604,en,Global Neuroscience Initiative Foundation
4210116903,en,Zemcheba (Czechia)
107639228,be,Універсітэт Нотр-Дам
929934785,zh-hans,欧洲汽车制造商协会
2799537240,fr,United Hospital
151567339,vo,Davis
129774422,uz,Vena universiteti
129573748,sk,Eurocontrol
177969490,be,Паўднёва-Дацкі ўніверсітэт
4210099280,en,Kaute Foundation
4210115309,en,Nhà hàng bệnh viện Mỹ Đức
3129749518,da,Letlands Sportspædagogiske Akademi
2800849109,arz,مستشفى ليفربول
4210117495,en,Dr. Reddy's Laboratories (India)
149640151,zh-hk,彼得森國際經濟研究所
4210150955,en,Suzhou Institute of Building Science Group (China)
152878082,zh,克林荷蘭國際關係研究所
2802918869,cy,Staatsbibliothek zu Berlin
81844223,zh,仙童半導體
186143895,ar,جامعة ليهاي
119942284,fr,université d'État du Missouri
174101054,ja,昌原大学校
4210089119,en,Cole Engineering Services (United States)
4210097251,en,Humedics (Germany)
4210105435,en,Pro Bono Counseling Project
112862951,nl,University of Messina
2890536659,ru,Шведский центр архитектуры и дизайна
2908693402,en,Universidad Gerardo Barrios
75198481,fr,université de Wakayama
268923629,ru,Школа Лувра
2738703131,fa,کمیسیون انرژی‌های جایگزین و انرژی اتمی فرانسه
1297026177,eu,Amerikar Soziologia Elkartea
1333512998,ka,აშშ-ის სტატისტიკური აღწერის ბიურო
4210091959,en,Richard Carter and Associates (United Kingdom)
182023848,ta,பெட்ரோனாஸ்
2801160284,it,Università HafenCity
2801347133,ca,South Street Seaport
3133452077,sl,Univerza imama Sadika
1302207122,sah,Carl Zeiss AG
102461120,de,Marquette University
1310212576,ja,欧州食品安全機関
158949172,en-gb,Curtin University of Technology - Sarawak Campus Malaysia
191208505,zh-cn,厦门大学
1294350288,zh-sg,斯堪尼亚汽车
1329727292,af,Bundestag
4210142754,en,C & P Technologies (United States)
4210129131,en,Institute of Contemporary Psychoanalysis
2252078561,sma,Facebook
4210096004,en,Coaxial Power Systems (United Kingdom)
200694920,sju,Johnson
891521709,pt,Mercedes-Benz Group
2802777525,nl,Whampoa Militaire Academie
149851306,pt,Academia Nacional de Ciências da Ucrânia
4210093571,en,Hospital of St John & St Elizabeth
1343712763,sr,Организација америчких држава
1335695989,arz,مستشفى UAB
33375025,en-ca,Airbus
2252078561,sv,Facebook
183067930,ja,上海交通大学
4210132649,en,Elks Rehabilitation Hospital
29739308,en,Guangxi Normal University
2799421553,ja,クアラルンプール病院
1338503839,pt,Corning Inc.
123431417,tt,Скриппс университеты
4210160682,en,St. Christopher's Hospital for Children
2801441622,zh-tw,中國國家鐵路集團有限公司
280199911,he,בוויג
2801062801,ar,جمعية الدوائية البريطانية
100538780,zh-cn,维思大学
207624831,sk,Slovenská akadémia vied
26128692,en,Jane Goodall Institute
2800991225,en,Royal Ottawa Mental Health Centre
186415101,zh-cn,奥克拉荷玛浸会大学
4210121545,en,Schüßler-Plan (Germany)
100191712,ru,Университет Пеппердайна
2802898700,oc,Comtat d'Allegheny
4210116594,en,Komet Group (Austria)
2799319725,ur,تنظیم برائے ممانعت کیمیائی ہتھیار
4210127031,en,Uninova
137559332,bi,Oganaesesen blong Givhan long Ikonomi mo Sosaeti blong ol Kantri blong Esia mo Pasifik
1305444813,mul,Capital One
4210132272,en,CTS Forex (Canada)
1323185340,el,Βρετανικό Συμβούλιο
4210106284,en,Cabot Microelectronics (United States)
4210091770,en,Vennsa Technologies (Canada)
1325219128,tt,И. Н. Ульянов исемендәге Сембер дәүләт педагогия университеты
118493624,be,Херсонскі нацыянальны тэхнічны ўніверсітэт
4388891890,en,Krembil Brain Institute
2800664390,zh-hant,瑞典皇家工程科學院
3131433586,fr,Hochschule für Musik Freiburg
4210160679,en,Mills (Norway)
35510649,de,Universität Arak
932202744,pl,Ferrocarriles de la Generalidad de Cataluña
1310145890,be-tarask,Міжнародны валютны фонд
1325784139,ur,یاہو!
4210111967,en,Design Net Engineering (United States)
142444530,es,Universidad de Trieste
1290270558,cs,Goodyear Tire and Rubber Company
117807411,fr,National Society of Professional Engineers
193207422,nb,Deutsche Gesellschaft für Internationale Zusammenarbeit
79817857,sl,Univerza v Guelphu
54900124,zh,苏伊士环境集团
2800906181,cy,Adran St Petersburg o Sefydliad  Mathemateg Steklov o Academi Gwyddorau Rwsia
1290523313,hu,Magyar Agrár- és Élettudományi Egyetem
2801562428,fi,Aermacchi
116953780,zh-tw,同濟大學
4210088209,en,Schön Klinik Roseneck
2801780550,zh-hant,加利福尼亞太平洋醫療中心
161127581,yo,Universidade Federal Fluminense
4210092249,en,Cermaq (Canada)
4210120379,en,Marine Research Centre
2799538093,ja,ビッグ宝くじ基金
2803094843,en,Central Board of Secondary Education
4210122657,en,LiqTech (Denmark)
137853757,de,Howard University
151823869,sl,Nacionalna akademija znanosti Belorusije
2801473024,fa,بنیاد فرهنگی فنلاند
218822139,be,Ютаўскі тэхналагічны ўніверсітэт
134161618,zh-hk,國立臺灣師範大學
41343362,sw,Chuo Kikuu cha Bamako
4210139205,en,Kahnawake Education Center
177336056,azb,اوسرام
21491767,ku,Zanîngeha Aix-Marseille
92507152,ca,John Jay College of Criminal Justice
2802755631,th,มอร์แกน สแตนลีย์
1296747019,th,ยูพีเอส
4210123235,en,Centro de Estudos e Sistemas Avançados do Recife
166459259,ja,シーラーズ大学
192513696,lt,Nacionalinis pagrindinis Šv. Morkaus universitetas
2802740662,en,Engineers Canada
4210126156,en,Wuhan Asia Heart Hospital
54088770,de,Canadian Mennonite University
4210097009,en,PicoCal (United States)
4210143739,en,Refaja Ziekenhuis
1298353152,ro,SRI International
4210137546,en,Gdansk University of Physical Education and Sport
547714025,zh,現代人文學院
2801963157,pt,"Ministério da Nutrição, Agricultura e Defesa do Consumidor da Alemanha"
1320481043,kv,Европаса Союз
4210146904,en,Renewable Energy Corporation of India
87707601,zh-hant,德國科學基金會
2802601309,ja,シドニー病院
4210118516,en,Conceptual Mindworks (United States)
4210140491,en,Bigfoot Biomedical (United States)
2801875870,de,Coriell Institute for Medical Research
4210159558,en,Joint Institute for Computational Sciences
2799851941,ur,رائل ہسپتال برائے خواتین
206945453,nb,Universität Paderborn
63135867,th,มหาวิทยาลัยซินซินแนติ
137526243,ru,KfW
3131550300,en,Toulouse Capitole University
4210122725,en,Fondazione di Sardegna
11957088,es,Michigan Technological University
4210124922,en,Philips (Israel)
139325414,he,האוניברסיטה של מרכז אוקלהומה
64723972,cy,Prifysgol Meiho
102134673,et,Linköpingi Ülikool
204337017,tt,Орһус университеты
116555385,ja,新経済学校
1327095140,id,Office for National Statistics
4210105280,en,Institute of Mathematics
95634034,tl,Pamantasang Gazi
4210154330,en,Liming Vocational University
2801159998,en,Regional Municipality of Durham
164218144,ar,الجمعية العلمية الملكية
75535952,arz,الجامعة الامريكيه فى الكويت
52989892,vi,Ngân hàng Thanh toán Quốc tế
3123529209,os,Самарæйы паддзахадон техникон университет
1284277383,de-ch,Kia Motors
2426469,hy,Կուբանի պետական ագրարային համալսարան
4210141544,en,Sport Support Center
120832542,eo,Universitato Károly Eszterházy
193621155,de,Universitas Terbuka
8541234,zh,巴林大学学院
204337017,sq,Universiteti Aarhus
189442560,ja,慶尚国立大学校
96679780,en,Chuo University
95946053,es,Kobe Acero
4210142507,en,Eastern Oklahoma VA Health Care System
8204097,ml,ലുഡ്വിഗ്-മാക്സിമിലിയൻ യൂണിവേഴ്സിറ്റി ഓഫ് മ്യൂണിച്ച്
69737025,sv,Universidad de Chile
2800233644,en,Hagerstown Community College
190461672,uk,Australia and New Zealand Banking Group
89264055,fa,هوریبا میرا
4210128036,en,Universitatea Andrei Şaguna
181028852,nb,Universidad Pontificia Bolivariana
4210088929,en,Arrow Lakes Hospital
28527212,ru,Вашингтон
2802028098,pt,Parque Nacional Suíço
2751430930,eu,Royal Society of Chemistry
1293231726,en,Joslin Diabetes Center
2803021075,bg,Нюйоркска обществена библиотека
78037679,zh-hant,特羅姆瑟大學
177233841,tl,"Pambansang Unibersidad ng Vietnam, Hanoi"
162524378,fr,Science and Technology Facilities Council
4387154217,en,Trajectoires. De la sédentarisation à l’État
912024754,zh,Sage集團
4210112639,en,Ministry of Communication and Information Technology
124335351,id,People's Bank of China
191972202,ga,Ollscoil Amity
204657281,it,Gemalto
2799899675,ko,중앙음악학원
1284510009,fr,Académie norvégienne des sciences et des lettres
71792333,es,Universidad de Detroit Misericordia
4210088347,en,Rolatube Technology (United Kingdom)
1291012402,sw,"Wizara ya Mazingira, Misitu na Mabadiliko ya Tabianchi"
898769471,ar,بنك كندا
71333263,tr,Nahçıvan Devlet Üniversitesi
4210154979,en,Dawkins Dermatology
48076826,gl,Universidade de Chiang Mai
59897056,en,"California State University, Long Beach"
180923762,mk,Келнски универзитет
96636082,uz,Meijo universiteti
103187081,eu,Smithsonian Institution
142600864,fr,College of San Mateo
16269868,ast,Universidá de Santa Clara
4210150252,en,Park-Klinik Birkenwerder
4210105841,en,Presbyterian Health Foundation
4210109771,en,Adamed (Poland)
11986463,vec,Università IUAV Venesia
4210102048,en,Silence Therapeutics (Germany)
3130270872,nn,Konservatoriet i Moskva
2801803737,zh-tw,南部非洲發展共同體
385545280,en-gb,International Union of Pure and Applied Chemistry
875646752,uk,Дамаський університет
4210093811,en,Cambridge Science Centre
1339876250,el,Εθνικό Ινστιτούτο Στατιστικής και Οικονομικών Μελετών
4388446365,en,National Initiative for Education Research
3130478569,nqo,ߞߊ߲ߞߊ߲߫ ߖߊ߯ߓߘߊ߫ ߗ߭ߎ߳ߟߌߦߎ߳ߛ ߢߙߋߙߋ߫
3130805194,nb,Universidad Nacional del Centro de Buenos Aires
2799339408,da,Maple Leaf Foods
2801201359,nl,Northeastern Vermont Regional Hospital
4210112087,en,Centre for Alternative Technology
2802626578,en-gb,Oxford University Press
52510681,ko,대진대학교
875825670,de,Istituto Nazionale di Astrofisica
1330693074,eo,Wal-Mart
4210129341,en,Gunma Prefectural Cardiovascular Center
2799478738,es,Medical Library Association
21732274,sv,Tulsa Community College
1331871522,pt,Agência de Redução de Ameaças de Defesa dos Estados Unidos
174183983,pt,Universidade Marie Curie Sklodowska em Lublin
57085157,ne,सरदार पटेल विश्वविद्यालय
32393484,nb,Petrobras
1290221998,mk,Детроитски институт на уметностите
2801373344,zh-cn,伦敦商业金融学院
67789559,pl,Liberty University
169109204,fr,Université technique de Kielce
134694890,es,Universidad Estatal de Moscú de Ingeniería Ferroviaria
2800067091,el,Βρετανική Εταιρεία για την Ιστορία της Επιστήμης
53560885,cs,Areva
170911486,en,Royal College of Anaesthetists
4210147348,en,Northwestern Medicine
2799408127,be,Еўрапейская канфедэрацыя прафсаюзаў
1288059949,ja,国際金融公社
2802056670,it,seasteading
4210110235,en,Equis (Slovakia)
4400064415,en,HABITER Aménagement et géographie politique
39804081,fr,université Pierre-et-Marie-Curie
173146385,nb,Franklin
2800056074,zh-cn,史密森尼生物保护研究所
4210154045,en,C4Pain (Denmark)
8977528,hi,डॉक्टर हरीसिंह गौर विश्वविद्यालय (डॉ.ह.गौ.वि )
125884339,zh,帕特里克·亨利学院
2801103678,nb,Slovenias statistikkbyrå
1287366011,en,Dubai Health Authority
1293612202,mg,Toyota
2802584246,en,Melbourne School of Theology
190778170,uk,Ofcom
4210104352,en,Tallahassee Cancer Institute
4210154327,en,Fraunhofer Research Institution for Additive Manufacturing Technologies IAPT
4210167240,en,Pfeiffer University at Charlotte
899802,fr,Central Marine Fisheries Research Institute
216021267,hi,अखिल भारतीय आयुर्विज्ञान संस्थान जोधपुर
8765205,zh,哈尔科夫大学
4210134563,en,Ascent Solar (United States)
63434480,es,El Instituto de Relaciones Internacionales de Praga
4210144214,en,Jiangsu University of Technology
1303691731,es,Organización Europea de Biología Molecular
104588304,ar,جامعة شتشيتسين
4210097977,en,Processkontroll (Sweden)
95198407,es,Helpage
1289499695,gn,kuña
4210118897,en,Hospital Santiago Oriente - Dr. Luis Tisne Brousse
4210086793,en,JGC Catalysts and Chemicals (Japan)
139322472,en,University of Science Malaysia
4210109137,en,"Tianjin Geothermal Exploration, Development and Design Institute (China)"
24101674,fi,ConocoPhillips
155125353,it,Università Campus Bio-Medico
2801379794,zh-hant,聖地亞哥美麗華學院
170979836,hi,यादवपुर विश्वविद्यालय
193629610,fa,دانشگاه تالین
4210088671,en,Atlanta’s John Marshall Law School
2803022237,hu,Massachusettsi Nagy Teljesítményű Zöld Számítástechnikai Központ
138925566,be,Жаночы ўніверсітэт Іхва
4210143733,en,Expansão Científica (Brazil)
1285985921,nl,Internationale Arbeidsorganisatie
61928449,en,North Asia University
3130994956,it,Università Souphanouvong
1291012402,ja,環境・森林・気候変動省
39560731,es,Universidad de St. Matthew
4210106388,en,Diakonessenhuis hospital
898250095,en,Industrial and Commercial Bank of China
41166544,mul,T-Mobile US
28927889,de,IQVIA
2800530175,zh-cn,意大利宇航局
4210117545,en,SBOH
125656591,fr,université Effat
4210102760,en,Dhow Countries Music Academy
187986737,zh-hk,法蘭西公學院
4210090420,en,Pacific Standard
74201987,kg,Lewis
157614274,gpe,University of Cape Town
157227730,zh,東倫敦大學
4210166235,en,Soligenix (United States)
4210100323,en,Yelets State University named after Ivan Bunin
2800257863,zh-hans,华卡塔尼医院
18014758,pl,Uniwersytet Simona Frasera
188314818,fr,San Diego Mesa College
4210114388,en,Manchester Community College - New Hampshire
90264356,en,Stallergenes Greer
130480701,ru,Северо-Восточный Университет Экономики и Финансов
1333535994,en,UNC Health Care
4210114598,en,Adi Valor
51780484,zh-hans,梅尔辛大学
143302722,id,Universitas Kentucky
3149789849,en-gb,Department for Work and Pensions
4210130438,en,Laboratoire Génome et Développement des Plantes
76198965,fa,دانشگاه ینا
97565354,os,Лозаннæйы университет
4210157475,en,Danish Institute of Fire and Security Technology
2801845190,nn,Albertslund kommune
4210114254,en,Bionorica (Austria)
16443873,gpe,Federal University of Technology Owerri
16471300,cy,Prifysgol Manipur
78281724,uk,Колледж у Санта-Ані
134493880,fr,Instituto Biológico
1329727292,an,Bundestag
3132855970,vec,Università de Antique
177733328,ko,껀터 대학교
932536944,zh,東京光學機械
40413290,el,Πανεπιστήμιο του Γκντανσκ
180437899,tt,Бремен университеты
4210100595,en,Ateliers Nic. Georges (Luxembourg)
3020641661,nl,Sunoco
1302207122,tr,Carl Zeiss
138925566,he,אוניברסיטת אווה לנשים
4210124931,en,Fuzhou Pulmonary Hospital of Fujian
207789805,zh-hant,拉合爾管理科學大學
2279609970,nb,Universitetet Lille
200166512,ja,ゴードン・アンド・ベティ・ムーア財団
2450724,en,Institute of Technologists
179903307,eo,Sud-Afrika Rezerba Banko
2802425105,fr,South Mountain Community College
2801448374,vi,ABET
27804330,he,אוניברסיטת בראון
4210129433,en,Collaborative Care Systems Finland
136199984,lb,Harvard Universitéit
4210163767,en,Sahyadri Hospital
125687163,azb,نیویورک سیتی کالجی
124644866,en,Northwest Minzu University
1329267311,zh-hant,國家公園管理局
3019813218,vec,Abbott Laboratories
20455151,el,Air Liquide
4210104027,en,CureSearch for Children's Cancer
154757721,fr,université du Pirée
2801870732,sv,Tjeckiens regering
4210154039,en,Ferrosan Medical Devices (Denmark)
74796645,fi,Birlan teknologia- ja tiedekorkeakoulu
269199756,be,Омскі дзяржаўны ўніверсітэт імя Ф. М. Дастаеўскага
2802187221,zh-hans,加拿大研究型图书馆协会
9508535,zh,阿肯色理工大學
4210107861,en,Evestra (Germany)
45084792,arz,جامعة فلورنسا
67581229,bg,Истанбулски университет
43267033,en,Quinnipiac University
81020160,ar,جامعة ولاية لويزيانا مدرسة الطب في شريفبورت
5996616,es,Universidad La Salle en Manila
2802187282,udm,Европа парламент
4394709242,en,Bhailal Amin General Hospital
4210149574,en,St. Joseph-Krankenhaus
2799598503,pt,Zoológico de Cincinnati
121797337,sh,Univerzitet u Leidenu
2802601399,en-ca,Civil Guard
3156495834,ja,サンタバーバラ美術館
882645478,zh-cn,利莫瑞克理工学院
53279716,arz,جامعة الاحفاد للبنات
65447124,ja,サン・ボニファス大学
216106892,nl,DigiPen Institute of Technology
189448455,ms,GE Healthcare
2802591998,en,Maryland Higher Education Commission
2801803737,ak,Southern African Development Community
193775966,eo,Universitato Yonsei
1288761627,be-tarask,Эмбраэр
27674431,pa,ਇੰਡੀਅਨ ਇੰਸਟੀਚਿਊਟ ਆਫ਼ ਟੈਕਨਾਲੋਜੀ ਗਾਂਧੀਨਗਰ
1723204,fr,Expro
2800570549,en,Balfour Hospital
2801527043,mk,ФИФА
873043661,es,Voith
4210125546,en,St. Joseph’s University Medical Center
1319467473,uz,Britaniya Airways kompaniyasi
1332474105,ary,ميرسيديس بينز
79980882,en,Frontier Nursing University
96521982,en,Fuller Theological Seminary
889315371,sgs,žemies ūkis
4210146082,en,Sify Technologies (India)
4210136491,en,Precifica Preço Inteligente (Brazil)
2799941125,tr,Royal Dublin Society
2799919184,fr,West Kentucky Community and Technical College
26166359,es,El Colegio de Veracruz
4210096414,en,Academician Yuriy Bugay International Scientific and Technical University
4210122575,en,New Horizons Community Service Board
122754148,zh,赛仕软件
2990426031,ja,女性のための世界銀行
150870154,zh-hant,艾哈邁德巴德印度管理學院
2801452802,zh-tw,Cloud Security Alliance
91950636,uk,Unisys
4387155782,en,Suomen Luonnonsuojelun Säätiö
2800096870,en-gb,State Academy of Fine Arts Stuttgart
882086362,te,విప్రో
2801092438,fr,Nautical Institute
1293226324,tr,UNESCO
4210166565,en,Société d'Etudes Töpffériennes
4210129099,en,e2e Materials (United States)
3132695963,cy,Prifysgol MVN
2801101439,fr,Pine Manor College
2801014300,arz,جامعة ساحل خليج فلوريدا
22675022,zh-mo,威廉姆斯学院
2799442855,zh-cn,纽约大学出版社
2800192669,nb,Akershus universitetssykehus
4210098569,en,Grupo Español de Trasplante Hematopoyético y Terapia Celular
113091926,io,Centrala Banko di Chipro
1286891280,bg,Музей на изкуството „Метрополитън”
223464139,uk,Університет Ліннея
4210163895,en,Phenotype Screening Corporation (United States)
2799782315,zh-hant,開羅國家博物館
2699952,es,Pontificia Universidad Católica de Río de Janeiro
136605902,tr,Kraliyet Müzik Koleji
2799276830,en,Vanguard College
2801822491,ro,Istituto Centrale per il Catalogo Unico
2802499468,zh-cn,阿尔斯特社区学院
1320481043,te,ఐరోపా సమాఖ్య
2800361424,pl,Tadżycki Państwowy Uniwersytet Medyczny im. Awicenny
4210161697,en,VGB PowerTech
194629146,es,Escuela del Instituto de Arte de Chicago
4401200250,en,Data Literacy Research Institute
4210147376,en,Universidad Interamericana de Panamá
3130377600,yo,Bicol University
125830269,bn,সার্ভিসেস ইনস্টিটিউট অফ মেডিক্যাল সায়েন্সেস
64767286,cs,Klalit
50557253,hi,"भारतीय विज्ञान शिक्षा एवं अनुसंधान संस्थान, तिरुवनंतपुरम"
2803045619,ru,Портовое управление Нью-Йорка и Нью-Джерси
4210134981,en,Université du Sahel
2799497974,nl,North Tyneside General Hospital
1329727292,hu,Bundestag
4210103919,en,EasyCGI (United States)
4210158849,en,Plastic Electronics (Netherlands)
139924743,pl,Bentley University
4210128251,en,Zywie (United States)
22465464,sv,Münsters universitet
28615091,zh-hk,京畿大學
324058549,fa,پتورو
861268105,he,סידלי אוסטין
1321296531,el,Εθνικό Ινστιτούτο Προτύπων και Τεχνολογίας
2801291592,pnb,کراچی سکول آف بزنس اینڈ لیڈرشپ
3193518618,nl,Henry Moore Foundation
114090438,ml,ഫ്രാങ്ക്ഫെർട്ട് സർവ്വകലാശാല
91764395,ga,Ollscoil Hokkai-Gakuen
4210125953,en,Vishera Nature Reserve
142879360,de,Universidad del Norte
4210139172,en,Meditation De-Addiction Health AIDS Nutrition Trust
61937129,en,Jackson State University
86725329,cs,HGST
2801292914,en,Cloud County Community College
2799411422,ja,離散数学および理論計算機科学センター
168660222,en,General Motors Europe
12524447,ru,Университет Сетон-Холл
2800820611,en,Korea Foundation
2802519309,ar,الجمعية الفلكية في أستراليا
1289006721,es,Asociación de Lenguas Modernas de América
4210139156,en,Brasseler (Germany)
4210134621,en,Advion (United Kingdom)
1313967475,my,အမေရိကန် ဝိဇ္ဇာ သိပ္ပံ အကယ်ဒမီ
66217341,sl,Long Beach City College
57210546,nb,Det europeiske smittevernbyrået
4210107793,en,Wolf Hollow Wildlife Rehabilitation Center
4210129974,en,Stichting Technasium
199080787,ko,국제 기독교 대학
118020396,nb,Swarthmore College
112090838,ca,Acadèmia de Ciència de Moldàvia
4210111857,en,Shaw Trust
195575238,sr,Колеџ Мидлбери
1316064682,lv,LinkedIn
77895542,en,Bennington College
4210097741,en,Institut Régional d'Administration de Metz
16413167,ga,Ollscoil Surabaya
4210118562,en,Metrohm Dropsens (Spain)
102475099,pl,École supérieure d'électricité
4210163588,en,Biosignatures (United Kingdom)
45962154,en,Ontario Medical Association
2802076133,ru,Университет Кобленца-Ландау
2802076133,de,Universität Koblenz-Landau
242057862,nl,Central Mindanao University
75411424,ar,كلية اللاهوت اللوثرية في شيكاغو
1286908927,zh-hant,蒂普浸信會紀念醫院
4210097159,en,Assistance Publique – Hôpitaux de Paris
318632792,de-at,Mozarteum
1301669915,it,Accademia croata delle Scienze e delle Arti
194343955,pl,Pertamina
4210137388,en,Europlasma (Belgium)
4210108211,en,Wienerberger (Norway)
148776243,bn,তামিলনাড়ু সরকার
2800982320,en,University CEU Cardenal Herrera
123387679,sms,Uppsala universiteʹtt
1330876588,nl,Australian Antarctic Division
1293226324,se,UNESCO
4210157355,en,Cedar Rapids Museum of Art
147869694,eu,Continental AG
1341284090,zh-hant,瑞典皇家科學院
2802208705,fi,Danderydin sairaala
2802598772,en,Mahesh Bhattacharya Homoeopathic Medical College and Hospital
4210158181,en,Nemours Children's Clinic
229056271,de,Sripatum-Universität
179904914,zh-hant,第一三共
4210134717,en,World Health Organization - Malawi
1299503650,la,Dotatio Nationalis Artium
2800534741,sk,Generálne riaditeľstvo pre energetiku
2802187282,bxr,Европын Парламент
4210166373,en,Snug Harbor Cultural Center & Botanical Garden
1298119813,ar,متحف تاريخ الحاسوب
226432,de,Universität Malaysia Kelantan
2801457875,ms,Hospital Raja Isteri Pengiran Anak Saleha
196198406,ja,ハスキー・エナジー
107145371,so,Barnamijka Horumarka Qaramada Midoobay
22299242,en-gb,Kyoto University
308837,en-ca,University of Science and Technology of Suzhou
187986737,zh,法兰西公学院
187986737,eu,Collège de France
4210092190,en,Rems-Murr-Klinikum
204585392,en,Uşak University
2802619812,sv,Australian Broadcasting Corporation
4210090800,en,Sensors (United States)
119031078,he,אוניברסיטת ננזאן
115182109,uk,Газпром
1319473763,sv,Volkswagen AG
2802994541,fi,Southwest Airlines
4210086549,en,Koutný (Czechia)
2801351115,ca,Govern de Nova Gal·les del Sud
84494935,ar,كلية يوبا
159369432,ur,ہینری فورڈ کالج
63920570,fr,université technologique du Tennessee
2800310172,fr,Tudor Place
137614889,sv,École nationale supérieure de chimie de Lille
2802079931,en,Nord University
2801803737,zh-hans,南部非洲发展共同体
4210105526,en,Institute for Single Crystals
71267560,zh,那不勒斯费德里科二世大学
4210141830,en,Maryland Coalition of Families
5936373,de,Universität Montenegro
139264467,zh-hant,首爾大學
159488224,he,אוניברסיטת נארה
26415053,be,Л’Акуілскі ўніверсітэт
2800305746,es,Cabell Huntington Hospital
4210118127,en,Laboratoire de chimie des processus biologiques
2801439107,el,Κέντρο Προγραμματισμού και Οικονομικών Ερευνών
4210125460,en,Fons Vitae
4210139703,en,Applied Resources (United States)
181565077,zh-hans,乔治亚州大学艺术与科学学院
4210144327,en,EarthCape (Finland)
1295339012,zh-hans,波音民用飞机集团
2801732363,fr,American Psychoanalytic Association
1282105669,ko,아곤 국립 연구소
883101600,el,Διεθνές Γραφείο Μέτρων και Σταθμών
51195161,de-ch,Emlyon Business School
20230540,cs,Miskolcká univerzita
4400573302,en,Agogo Presbyterian Women's College of Education
91481961,fr,Mills College
188815454,cy,Prifysgol Oita
74201987,vo,Lewis
4210110007,en,Center for the National Interest
115863807,nb,Baker College
170726198,fr,université de Novi Sad
2800055995,ru,Американское общество аддиктивной медицины
4061448,ko,소노라 대학교
132735039,arz,جامعة دبرتسن
4391767659,en,State Key Laboratory of Electronic Thin Films and Integrated Devices
130009713,en,Suez University
39147953,uz,Kadiz universiteti (UCA)
4210148900,en,Holta Invest (Norway)
135140700,sr-el,Univerzitet u Bonu
2802531770,zh-hk,日本國政府
