work_id,author_first,author_et_al,institution_first,institution_et_al,title,source,pub_year,volume,issue,pages,doi,pmid,work_type,n_cits,n_self_cits
4362608158,Abdessamad Elmourid,Samia Boussaa; Moulay Abdelmounaim El Hidan; Btissam Bouimeja; Oulaid Touloun,Université Sultan Moulay Slimane,Instituts Supérieurs des Professions Infirmières et Techniques de Santé; Université Ibn Zohr,"Clinical, epidemiological and faunistic characterization of scorpionism in Azilal, Central High Atlas (Morocco)",Toxicon,2023,228,,107108,10.1016/j.toxicon.2023.107108,37028562.0,article,2,1
4395601565,,,,,Occurrence Download,Global Biodiversity Information Facility,2024,,,,10.15468/dl.5wbpah,,dataset,0,0
1556910011,Erwin Chemerinsky,,,,Justice Delayed Is Justice Denied,NEXUS The Canadian Student Journal of Anthropology,1997,2,,24-42,,,article,2,0
4238287281,,,,,Table of Contents,University of Illinois Press eBooks,2019,,,vii-viii,10.5406/j.ctvpj7j1r.2,,book-chapter,0,0
1490457422,Vytautas Ambrazas,,,,Guido Michelini. La linguistica testuale l'indoeuropeo: il passivo,Baltistica,2011,19,2,,10.15388/baltistica.19.2.1611,,article,0,0
2034492379,Roy L. Chapin,Robert J. Woodhall,,,Analysis of an Operating Telemetering System at Elk Basin Field,Journal of Petroleum Technology,1970,22,04,397-402,10.2118/2443-pa,,article,2,0
3157727859,Yves Alarie,,,,"ASSISSTANCE TO THE MINISTRY OF HEALTH, BAHAMAS GOVERNMENT, FOR OCCUPA TIONAL HEALTH PROGRAM. 15-28 JULY 1979. *BAHAMAS-2000*",,1979,,,,,,article,0,0
2638923950,Tokuo Fukuda,Yoshifumi Sunahara; Yoshihiko Fukumoto,,,An Identification Method of Fuzzy Parameters for a Class of Fuzzy Stochastic Systems,IFAC Proceedings Volumes,1990,23,8,111-116,10.1016/s1474-6670(17)51993-x,,article,1,1
469822153,Leslie Homzie,,,,Libraries: Communication Portal: Open Access Resources,,2010,,,,,,libguides,0,0
1964725150,Giancarlo Cappellini,R. Del Sole,University of Rome Tor Vergata,,Estimate of image-potential perturbation on the normal inverse and direct photoemission yields,Solid State Communications,1991,79,2,185-189,10.1016/0038-1098(91)90086-b,,article,11,0
2051913559,Roger Hervé,,,,Alexander von Humboldt de Hanno Beck,Annales de Géographie,1964,73,399,568-569,10.3406/geo.1964.16718,,article,0,0
3153485877,Michael A. Peters,Liz Jackson; Ruyu Hung; Carl Mika; Rachel Buchanan; Marek Tesař; ...; Taylor Webb,Beijing Normal University,Education University of Hong Kong; National Chiayi University; University of Bath; University of Waikato; University of Newcastle Australia; ...; University of British Columbia,The case for academic plagiarism education: A PESA Executive collective writing project,Educational Philosophy and Theory,2021,54,9,1307-1323,10.1080/00131857.2021.1897574,,article,9,2
2947324936,María Isabel Calle Cabanillas,Arturo Rivas Salas; Laura Valeria Rueda Gómez; Pierre Anttoine Ansorena González; Judit Pérez Sáez; Ana Isabel Navazo Eguía,Hospital Universitario de Burgos,,QUISTE DENTÍGERO GIGANTE COMO CAUSA DE OBSTRUCCIÓN NASAL,Revista ORL,2019,10,5,,10.14201/orl.20618,,article,0,0
4239250460,,,,,,The Brown University Psychopharmacology Update,2013,24,10,,10.1002/pu.v24:10,,paratext,0,0
2606939727,Misbah Naz,Ghulam Sughar; Ishtkhar Ahmed; Neghat Seema; Ghulam Shah Nizamani; Saboohi; Muhammad Rashid Nizamani,Sindh Agriculture University,,"Somatic embryogenesis and callus formation in sugarcane (Saccharum SPP L.) using different concentration of 2, 4-D and RAPD analysis of plants regenerates",Indian Journal of Agricultural Research,2017,,OF,,10.18805/ijare.v0iof.7637,,article,3,0
2392266968,Yong Li,,,,Protective effects of Boschniakia rossica ethanol extract on D-galactoasmine induced acute liver lesion in rats,Journal of Medical Sciecnce Yanbian University,2001,,,,,,article,1,0
2272681841,박현진,,,,[무대 Review] 베르디 오페라,전기저널,2010,,,86-87,,,article,0,0
4396591739,Antonio Di Meglio,Emilie Thomas; Youenn Drouet; Jean‐Baptiste Micol; Davide Soldato; Maria Alice Franzoi; ...; Inês Vaz-Luís,Institut Gustave Roussy,Centre Léon Bérard; UniCancer Group; Commissariat à l'Énergie Atomique et aux Énergies Alternatives; Centre National de Recherche en Génomique Humaine; Institut Curie; ...; Institut national de recherche en informatique et en automatique,Abstract PO4-14-05: Germline and acquired genetic variants and long-term cancer-related fatigue among survivors of early-stage breast cancer (BC),Cancer Research,2024,84,9_Supplement,PO4-05,10.1158/1538-7445.sabcs23-po4-14-05,,article,0,0
2950000252,Brittney L. Marshall,Yang Liu; Michelle J. Farrington; Jiude Mao; William G. Helferich; A. Katrin Schenk; ...; Cheryl S. Rosenfeld,University of Missouri,University of Illinois Urbana-Champaign; Randolph College; University of Missouri Health System; Center for Autism and Related Disorders,Early genistein exposure of California mice and effects on the gut microbiota–brain axis,Journal of Endocrinology,2019,242,2,139-157,10.1530/joe-19-0214,31189133.0,article,23,12
3007642835,Antonija Marić,,,,Jedinične operacije u proizvodnji maslinovog ulja,,2019,,,,,,dissertation,0,0
4361004988,Cong Zheng,Teng Ma; Ye Li; Mingxiao Yuan; Yu Ling; Haohan Du; ...; Qiang Zhang,Harbin Engineering University,,A Storage-Saving Quadtree-Based Multibeam Bathymetry Map Representation Method,Journal of Marine Science and Engineering,2023,11,4,709,10.3390/jmse11040709,,article,5,1
3178318816,Guang Huang,,City University of Macau,Southern Marine Science and Engineering Guangdong Laboratory (Guangzhou),"The crystal structure of 2-amino-3-carboxypyridin-1-ium iodide hemihydrate, C6H8IN2O2.5",Zeitschrift für Kristallographie - New Crystal Structures,2021,236,5,1021-1022,10.1515/ncrs-2021-0204,,article,1,0
2608299232,B.M. de Jong,F Margreet,,,Duurzame zorg veroorzaken,,2015,,,,,,article,0,0
1430999110,Nevzat Dinçer,Hayri Demir,,,The determination of knowledge levels related to doping in elite athletes.,Turkish Journal of Sport and Exercise,2013,15,2,56-69,10.15314/tjse.23606,,article,0,0
2076434669,Ezio Tirelli,Christian Heidbreder; Philip Terry,University of Liège,,CONDITIONED APOMORPHINE-INDUCED CLIMBING,Behavioural Pharmacology,1999,10,SUPPLEMENT 1,S94,10.1097/00008877-199908001-00238,,article,0,0
86983423,Nancy Steele Brokaw,,,,Abe's Return Engagement,Illinois Wesleyan University Magazine,2009,18,1,2,,,article,0,0
4236102930,Michael Eigen,Aner Govrin,,,Supervision,Routledge eBooks,2018,,,97-127,10.4324/9780429473272-3,,book-chapter,0,0
95543116,A. Fernández Téllez,,,,Emisoras de radio a la carta con Last.fm,Todo linux: la revista mensual para entusiastas de GNU/LINUX,2006,,73,32-36,,,article,0,0
4391781097,Jesse van de Sande,A. Fraser-McKelvie; David B. Fisher; M. Martig; Michael R. Hayden,ASTRO-3D,ARC Centre of Excellence for All-sky Astrophysics; University of Sydney; University of Western Australia; International Centre for Radio Astronomy Research; Swinburne University of Technology; Liverpool John Moores University,GECKOS: Turning galaxy evolution on its side with deep observations of edge-on galaxies,Proceedings of the International Astronomical Union,2022,18,S377,27-33,10.1017/s1743921323001138,,article,1,0
3026598974,하효철,,,,느타리 버섯균의 정치배양으로부터 생산되는 중요한 망간퍼옥시데이즈(MnP3)의 N-말단 아미노산 배열 분석,한국버섯학회지,2019,17,4,185-190,,,article,0,0
2061736232,Ferid Murad,,University of Virginia,,"Beta-blockade of epinephrine-induced cyclic AMP formation in heart, liver, fat and trachea",Biochimica et Biophysica Acta (BBA) - General Subjects,1973,304,1,181-187,10.1016/0304-4165(73)90126-8,4144719.0,article,33,2
4241164582,Daniel N. Robinson,,,,Witchcraft,Routledge eBooks,2018,,,19-28,10.4324/9781351138482-3,,book-chapter,0,0
3144639618,木嶋 久美子,西田 千尋; 堺 眞砂美; 川上 満泰; 天田 啓,,,大見謝川（沖縄県西表島）の珪藻植生,Diatom,2017,33,,12-13,10.11464/diatom.33.12,,article,0,0
146169738,Imad R. Makhoul,Osnat Zmora; Ada Tamir; Eli Shahar; Polo Sujov,Technion – Israel Institute of Technology,,Congenital subependymal pseudocysts: own data and meta-analysis of the literature.,PubMed,2001,3,3,178-83,,11303374.0,article,48,0
2199119362,이종호,김태수; 최병대; 김경업; 이강호,,,벼메뚜기 건제품중의 지질열화에 함유색소성분이 미치는 영향,한국식품영양과학회지,1987,16,4,300-305,,,article,0,0
2486372862,P. T. Gallagher,,,,With Formation of 1—2 and 3—4 Bonds,Fused Five-Membered Hetarenes with One Heteroatom,2001,,,1,10.1055/sos-sd-010-00877,,book-chapter,0,0
4387883025,,,,,Research on the evolutionary characteristics of evaluation policies of Chinese science and technology talents,Data Science and Informetrics,2023,3,3,,10.59494/dsi.2023.3.8,,article,0,0
3000371405,石原ほまろ,加賀信寛; 松原孝恵,,,ジョブデザイン・サポートプログラムにおけるストレス対処講習について-集団認知行動療法の考え方を援用したプログラムの取り組みを中心に- | 文献情報 | J-GLOBAL 科学技術総合リンクセンター,,2011,,,135-138,,,article,0,0
4287067470,Anastasia Malysheva,Alexei Tikhonov; Ivan P. Yamshchikov,,,DYPLODOC: Dynamic Plots for Document Classification,arXiv (Cornell University),2021,,,,10.48550/arxiv.2107.12226,,preprint,1,0
4389785051,Stefan Rummens,,KU Leuven,,Populism,Springer eBooks,2023,,,2743-2751,10.1007/978-94-007-6519-1_1016,,book-chapter,0,0
2263710521,E. Kogan,V. V. Lisitchenko,,,INTERACTION OF ELECTRON BEAM WITH NONUNIFORM PLASMA.,,1970,,,,,,article,0,0
1985505818,H. L. F. Currey,,Royal London Hospital,,Adjuvant arthritis in the rat. Effect of intraperitoneal injections of either whole dead mycobacteria or tuberculin.,Annals of the Rheumatic Diseases,1970,29,3,314-320,10.1136/ard.29.3.314,4988297.0,article,19,1
1152113993,Yoshihiko Usui,Hisaya Akiba; Masaru Takeuchi; Yoko Okunuki; Takeshi Kezuka; Takaaki Hattori; ...; Masahiko Usui,Juntendo University,Tokyo Medical University,The Role of OX40/OX40L Pathway in Murine Experimental Autoimmune Uveoretinitis (EAU),Investigative Ophthalmology & Visual Science,2005,46,13,995,,,article,2,0
2437966013,Bury Tf,Barman Aa,Flushing Hospital Medical Center,,Strut fracture after Greenfield filter placement.,PubMed,1991,32,3,384-6,,2055941.0,article,13,0
946745605,Кубарев Вячеслав Сергеевич,,,,Неклассический подход к проблеме смысла жизни: жизненная философия. Часть 3,Omsk Scientific Bulletin,2009,,,,,,article,0,0
2586633756,Antonio Virgilio Faria de Oliveira-E-Costa,,,,Universality and Cultural Relativity in the African Charter of Human and People's Rights: Tension between Individual and Group Rights,,2005,,,,,,article,0,0
3137981520,Ivar Jacobson,Ian Spence; Brian Kerr,,,Use-Case 2.0,Queue,2016,14,1,94-123,10.1145/2898442.2912151,,article,12,1
2289278291,John R. Benemann,Joseph C. Weissman,,,"Food, fuel, and feed production with microalgae",,1993,,,,,,article,1,1
132508168,Anita Behle,,,,Unterstützung für die Nutzer des KIS,Deutscher Universitätsverlag eBooks,2000,,,181-227,10.1007/978-3-322-95343-8_7,,book-chapter,1,1
431734296,Hideo Itokawa,,,,"A new method of measuring a small displacement by acoustic impedance change,with applications to profile recorder and the measurements of vibrating speaker-paper-cone.",,1952,2,9,255-275,,,article,1,0
2916964498,Nicolas Bréchot,Corinne Martin-Chouly; Harmonie Perrichet; James T. Ross; Chloé Rousseau; Pratik Sinha; ...; Philippe Séguin,"Foie, Métabolisme, Cancer","Institut de Recherche en Santé, Environnement et Travail; Hôpital Pontchaillou; University of California, San Francisco; CIC Rennes",Low interleukin-10 release after ex vivo stimulation of whole blood is associated with persistent organ dysfunction in sepsis: A prospective observational study,Anaesthesia Critical Care & Pain Medicine,2019,38,5,485-491,10.1016/j.accpm.2019.01.009,30797048.0,article,5,0
2382931320,A Removing,,,,Clinical Observation on Exopathy Fever of Children Treated with Tongreqing,,1996,,,,,,article,0,0
2189171983,Katherine C. Ewel,H. Terrell Davis; Joel E. Smith,University of Florida,,Recovery of Florida Cypress Swamps from Clearcutting,Southern Journal of Applied Forestry,1989,13,3,123-126,10.1093/sjaf/13.3.123,,article,14,3
1600033687,Robert M. Mooradian,,,,Essays on taxation and corporate financial policy,UMI eBooks,1989,,,,,,book,0,0
2069808042,V. M. Kuzavkov,A. Ya. Rozinov,State Marine Technical University of St. Petersburg,,Effectiveness of gas-analysis inspection with the use of volatile organic test media,Russian Journal of Nondestructive Testing,2007,43,1,69-73,10.1134/s106183090701010x,,article,0,0
2769039890,Gina Magnolia Riaño Barón,,,,El tratamiento de las incapacidades laborales en Iberoamérica,,2017,,,359-372,,,article,0,0
2024543979,Choul-Hee Hwang,Seung Heo; Chang‐Hoon Kim,,,Horizontal Distribution of Dinoflagellate Resting Cysts in Sediments from the Southeastern Yellow Sea,Korean Journal of Fisheries and Aquatic Sciences,2009,42,1,68-72,10.5657/kfas.2009.42.1.068,,article,3,1
3033130753,Ward S. Howard,Matt Tilley; Hank Corbett; Allison Youngblood; R. O. Parke Loyd; Jeffrey K. Ratzloff; ...; J. Haislip,,,Evryscope flares as probes of the space weather environments of Proxima b and the nearest rocky exoplanets,AAS,2019,233,,,,,article,0,0
2554934898,Peter McKenzie,Elisabeth Davies; Sherilyn Williams,,,Information creation and the ideological code of “keeping track”,Information Research,2014,19,2,,,,article,2,0
2470465532,Hiroaki Okamoto,,Jichi Medical University,,[Classification of hepatitis C virus genotypes and its application to molecular epidemiology].,PubMed,1995,53 Suppl,Pt 1,71-9,,7563861.0,article,1,0
4381885152,Mark Edwards,,,,Preface,Oxford University Press eBooks,2023,,,vii-x,10.1093/oso/9780192895165.002.0006,,book-chapter,0,0
3138562972,Qiaoxia Zhang,,Hebei University,,醫學倫理思想在《聖濟經》中的體現,International Journal of Chinese & Comparative Philosophy of Medicine,2014,12,1,55-66,10.24112/ijccpm.121556,,article,0,0
4241861918,,,,,B. Zur Geschichte der internationalen Rezeption deutschsprachiger Publikationen: eine Zitatenanalyse,De Gruyter eBooks,1998,,,31-89,10.1515/9783110802689.31,,book-chapter,0,0
2948927679,Pilar Nieva de la Paz,,,,Investigación y género,Metas de Enfermería,2019,22,,,10.35667/metasenf.2019.22.1003081403,,article,0,0
3119550185,魁生 由美子,,,,ダウンタウン・ストーリーズ ――スパークのあるところ――,ソシオロジ,2017,61,3,75-81,10.14959/soshioroji.61.3_75,,article,0,0
4210903976,Maria Louise Rolim Souza,Yasmin Neves Mendonça; Amanda Silva dos Santos Aliança,,,USO DA TOXINA BOTULÍNICA NO TRATAMENTO DA PARALISIA FACIAL,Editora e-Publicar eBooks,2022,,,89-99,10.47402/ed.ep.c202211248191,,book-chapter,0,0
166243172,M. De Luigi,,,,Nuove tutele per la maternita,Informatore agrario,2003,59,26,62,,,article,0,0
2536163307,Jessica F. Shumway,L. Pace; Heather Rebecca Christensen,,,Meaningful Mathematics: Tapping into Preschoolers Natural Strategies for Solving Problems,,2016,,,,,,article,0,0
4285136060,Anke Borsdorff,Martin Kastner; Christian Deyda,,,Waffengesetz – WaffG,KSV Verwaltungspraxis eBooks,2022,,,2366-2408,10.5771/9783748934899-2366,,book-chapter,0,0
2258625828,Celso Montoya González,Ariadna Hernández Luna; José Antonio Villalobos Silva; Claudia Olvera Guzmán; Janet Aguirre Sánchez; Juvenal Franco Granillo,,,Efecto antiinflamatorio del selenio en pacientes sépticos,Revista de la Asociación Mexicana de Medicina Crítica y Terapia Intensiva,2009,23,4,199-205,,,article,7,0
2157915065,Sumar Hendayana,Harun Imansyah; Agus Supriatna; Nahadi Nahadi,,,Progress and Challenges Continuing Teacher Professional Development Through Lesson Study in Indonesia,,2013,5,3,51-60,,,article,2,0
645451377,Catherine Paris,,,,Relations prédicat-actant(s) dans des langues de types divers,SELAF eBooks,1979,,,,,,book,0,0
646615388,Fritz Stern,F. Wilhelm Christians,,,Paths to Russia: From War to Peace,Foreign Affairs,1991,70,2,188,10.2307/20044760,,article,0,0
315220206,Jean-Pierre ERNENWEIN,,Institut National de Physique Nucléaire et de Physique des Particules,,Indirect Dark Matter search with the ANTARES neutrino Telescope,,2009,,,,10.22323/1.064.0036,,article,2,0
1517901139,H G Brod,H.-U. Preusse,,,The Influence of Deicing Salts on Soil and Turf Cover,"American Society of Agronomy, Crop Science Society of America, Soil Science Society of America eBooks",2015,,,461-468,10.2135/1974.proc3rdintlturfgrass.c55,,book-chapter,3,0
4401205246,Kush R. Lohani,Andrea M. Nibbe; Robert A. Vierkant; Laura M. Pacheco-Spann; Lisa R. Seymour; Celine M. Vachon; ...; Deirdre A. Hill,,,Data from Understanding Benign Breast Disease and Subsequent Breast Cancer in Hispanic White Females: A Step Closer to Evidence-Based Management,,2024,,,,10.1158/1055-9965.c.7380202,,preprint,0,0
2739379203,Vicente Navarro,Ignacio Pérez Pérez,,,Modelo numérico del comportamiento hidrodinámico de un firme,,1998,,,171-177,,,article,0,0
4302473899,Asım ÇİVİTÇİ,,,,The Effects of Rational Emotive Education on the Levels of Irrational Beliefs  Trait Anxiety  and Logical Decision Making of Junior High School Students,DergiPark (Istanbul University),2005,,,,,,article,0,0
2086521363,Hidenori Ogata,,,,An Introduction to Health Management,Iryo To Shakai,2004,14,3,97-110,10.4091/iken.14.3_97,,article,1,0
4230916132,,,,,Traducci�n por fans para fans : organizaci�n y pr�cticas en una comunidad hispana de scanlation,BiD textos universitaris de biblioteconomia i documentaci�,2016,,"2016,37",,10.1344/bid2016.37.10,,article,1,0
2997706409,А Хиць,,,,ISCHEMIA: оприлюднено результати дослідження,Український медичний часопис,2019,,,,,,article,0,0
2596037010,William L. Holt,,,,LibGuides: Circulation Services: Your Library Account,,2011,,,,,,libguides,0,0
1480346821,Hiroshi Kadokura,Jean‐Pierre Jacquot,Harvard University,,The expanding world of oxidative protein folding,Nature Cell Biology,2001,3,11,E247-E249,10.1038/ncb1101-e274b,11715032.0,letter,13,0
4233763925,,,,,Titelei,Historische Zeitschrift,1998,266,1,I,10.1524/hzhz.1998.266.jg.masthead,,article,0,0
2513797008,Beret Norman,,,,Wort-Anker Werfen: Ilse Aichinger und England,Journal of Austrian studies,2013,46,2,3,,,article,0,0
4391799904,Andreea DARIE,,George Enescu University of Arts of Iași,,Festival d’Avignon – The Challenges of a Doctoral Documentation,,2023,,,,10.35218/icds-2023-0017,,article,0,0
2756018653,Zulaeha Zulaeha,Anjar Priyono,,,"PENGARUH INTEGRASI INTERNAL, INTEGRASI EKSTERNAL, DAN EFEK KOMPLEMENTER INTEGRASI DALAM RANTAI PASOKAN TERHADAP INOVASI PRODUK",DOAJ (DOAJ: Directory of Open Access Journals),2017,,,,,,article,2,0
3121883275,Скрябина Тамара Николаевна,Черкашина Анна Георгиевна,,,РОСТ И РАЗВИТИЕ МОЛОДНЯКА ЛИСИЦ В УСЛОВИЯХ ЦЕНТРАЛЬНОЙ ЯКУТИИ ПРИ ИСПОЛЬЗОВАНИИ ЛИМОННИКА КИТАЙСКОГО,Политематический сетевой электронный научный журнал Кубанского государственного аграрного университета,2020,,163,,,,article,0,0
2797590082,Matthias Rüth,,,,Physical Principles and Environmental Economic Analysis,Edward Elgar Publishing eBooks,1999,,,,10.4337/9781843768586.00075,,book-chapter,5,0
2996315142,Jonas Krampe,,,,Time series modeling on dynamic networks,Electronic Journal of Statistics,2019,13,2,,10.1214/19-ejs1642,,article,3,0
4211031541,A. A. Ansari,,Botanical Survey of India,,Spiraea Zabeliana Schnieder (Rosaceae) - A New Record for Sikkim,Indian Journal of Forestry,2012,35,3,391-392,10.54207/bsmps1000-2012-iseo50,,article,0,0
2050813240,Christian Grillet,P. Domachuk; V.G. Ta’eed; Eric C. Mägi; J. A. Bolger; Benjamin J. Eggleton; ...; Justin J. Cooper‐White,University of Sydney,Commonwealth Scientific and Industrial Research Organisation; University of Queensland,Compact tunable microfluidic interferometer,Optics Express,2004,12,22,5440,10.1364/opex.12.005440,19484104.0,article,64,10
1992974598,O. B. Young,T.-S. Yoon,Southern Illinois University Carbondale,,Rare High-Energy Photon Jet in Cosmic Rays,Physical Review,1957,108,3,908-909,10.1103/physrev.108.908,,article,2,0
1579132909,Shahbaz Khan,Tariq Rana; Hamza Farooq Gabriel; Muhammad Kaleem Ullah,Commonwealth Scientific and Industrial Research Organisation,Charles Sturt University; National University of Sciences and Technology,"Hydrogeologic assessment of escalating groundwater exploitation in the Indus Basin, Pakistan",Hydrogeology Journal,2008,16,8,1635-1654,10.1007/s10040-008-0336-8,,article,71,0
2588881477,Zoltan Pall,,,,Kuwaiti Salafism after the Arab Uprisings: The Reconfiguration of the Power Balance,,2015,,,,10.23976/ins.2015124,,article,0,0
3086724560,Johann Sebastian Bach,Martina Janková; Magdalena Kožená; Bernarda Fink; Robin Blaze; Christoph Genz; ...; John Eliot Gardiner,,,"Cantatas BWV 34, 59, 74, 172",,2000,,,,,,book,0,0
59690451,Mónica Ortiz Cobo,,,,La mediación intercultural en contextos escolares : reflexiones acerca de una etnografía escolar,Revista de educación/Revista de educación,2006,,339,563-594,,,article,5,1
4236120068,,,,,Pre-analytical quality work in medical labs,Clinical Chemistry and Laboratory Medicine (CCLM),2017,55,s2,,10.1515/cclm-2017-7012,,article,0,0
1595773983,Benjamin J. Puttnam,Dániel Mazroa; Satoshi Shinada; Naoya Wada,,,Towards regeneration of BPSK signals in periodically-poled-lithium-niobate waveguides (光エレクトロニクス),"電子情報通信学会技術研究報告. LQE, レーザ・量子エレクトロニクス",2011,110,395,123-127,,,article,0,0
4366850998,Huayi Zhou,Fei Jiang; Jiaxin Si; Yue Ding; Hongtao Lu,,,BPJDet: Extended Object Representation for Generic Body-Part Joint Detection,arXiv (Cornell University),2023,,,,10.48550/arxiv.2304.10765,,preprint,0,0
4233326859,G. Davidson,G. Davidson,,,Characteristic vibrations of compounds of main-group element,The Royal Society of Chemistry eBooks,1991,,,249-282,10.1039/9781847555083-00249,,book-chapter,0,0
2791285108,Bo Yang,Weizhun Yang; Sherif Ramadan; Xuefei Huang,Michigan State University,Benha University,Cover Feature: Pre‐Activation‐Based Stereoselective Glycosylations (Eur. J. Org. Chem. 9/2018),European Journal of Organic Chemistry,2018,2018,9,1073,10.1002/ejoc.201800274,,article,0,0
3049149991,А. А. Кураев,M. P. Solovei; G. Ia. Slepian,,,Characteristics of an efficiency-optimized Q-type TWT with an irregular slow-wave structure,Radiotekhnika i Elektronika,1986,31,,118-125,,,article,0,0
874897109,Barbara Beeyuan Ho,,,,A comparison of the embryo sac development between puncture vine (Tribulus terrestris) and Arizona poppy (Kallstroemia grandiflora),,1966,,,,,,article,0,0
2990882443,André Luís Silva dos Santos,Venerando Eustáquio Amaro; Marcelo Soares Teles Santos,Universidade Federal do Rio Grande do Norte,Instituto Federal do Maranhão; Altera (United States); Universidade Federal do Recôncavo da Bahia,EVALUATION OF DATA ACQUISITION METHODOLOGY REPRESENTING MORPHOLOGICAL FEATURES OF SANDY BEACH THRO,Mercator,2015,14,02,137-155,10.4215/rm2015.1402.0009,,article,1,1
4388863223,Mallikarjuna Veerabhadrappa Bidari,P. Nagaraj; Gururaj Lalagi; K. Rajesh,Visvesvaraya Technological University,,Effect of triangular perforated flat cone-shaped inserts on performance of double-tube heat exchanger,Physics of Fluids,2023,35,11,,10.1063/5.0169821,,article,4,0
10614357,Ho Kwon Ping,,,,Banking on Neo-Confician Capitalism,,2008,,,,,,article,0,0
2050320311,Hina Shariff,Roseanna Greenlaw; Lucy Meader; Nicola Gardner; Hideo Yagita; Marco Coccia; ...; Stipo Jurčević,Guy's Hospital,King's College London,Role of the Fc Region in CD70-Specific Antibody Effects on Cardiac Transplant Survival,Transplantation,2011,92,11,1194-1201,10.1097/tp.0b013e3182347ecd,22089665.0,article,3,1
4387893913,Yan Li,Yang Wang; Zi‐Shuo Liu; Na Ma; Wen‐Duo Zhang; Jun‐Hong Ren,Chinese Academy of Medical Sciences & Peking Union Medical College,Peking Union Medical College Hospital,Clinical Practice Report of Contrast‐Enhanced Ultrasound in Renal Artery Disease,Journal of Ultrasound in Medicine,2023,43,1,117-125,10.1002/jum.16345,37873731.0,article,0,0
2737651987,Jens Alber,,,,Employment patterns in the enlarged EU,,2007,,,,10.4324/9780203936306.ch5,,article,4,0
3146053892,Julio César Alfaro-Herrera,José Antonio López-Vázquez; Julio César ALFARO-HERRERA; Octavio Sánchez-Delgado,Autoliv (Sweden),Technological University of Mexico,Utilización de Classroom en la Universidad Tecnológica de Tehuacán (UTTeh),Revista de Tecnologías de la Información y Comunicaciones,2019,,,19-29,10.35429/jitc.2019.7.3.19.29,,article,1,0
1638331246,Mark P. Krebs,H. G. Khorana,Massachusetts Institute of Technology,,Mechanism of light-dependent proton translocation by bacteriorhodopsin,Journal of Bacteriology,1993,175,6,1555-1560,10.1128/jb.175.6.1555-1560.1993,8383660.0,review,147,3
4391311238,MEHRNOUSH AMINISARTESHNIZI,,University of Limpopo,,Phylogenetic position of Xiphinema oxycaudatum (Nematoda: Longidoridae) associated with maize using 28S rDNA from South Africa,Research on Crops,2023,VOLUME 24,ISSUE 3 (SEP),,10.31830/2348-7542.2023.roc-959,,article,0,0
2942886485,Vishal Gandhi,,,,"Automated Billing: Increase Time with Patients, Practice Profitability",,2014,,,,,,article,0,0
4255169734,Kevin Schilbrack,,,,Myth and metaphysics,Routledge eBooks,2003,,,97-112,10.4324/9780203398449-8,,book-chapter,0,0
4255563255,,,,,Session WP1a: Miscellaneous,,2010,,,,10.1109/acssc.2010.5757931,,article,0,0
3045716531,Emanuele Vita,Alessio Stefani; Ettore D’Argento; Giampaolo Tortora; Emilio Bria,Agostino Gemelli University Polyclinic,Università Cattolica del Sacro Cuore,Has crizotinib significantly impacted non-small-cell lung cancer therapy?,Expert Opinion on Pharmacotherapy,2020,21,16,1927-1930,10.1080/14656566.2020.1796971,32717154.0,editorial,0,0
4312757726,Luis Doreste-Cirino,,,,Introducción al Arquitecto canario Suárez Valido,Deleted Journal,1970,16,,61-64,10.15581/020.16.34969,,article,1,0
4242837051,,,,,VIII The Fishing and Stonecutting of Minatogawa-Nagamo,University of California Press eBooks,1955,,,160-178,10.1525/9780520346383-011,,book-chapter,0,0
2748553804,Tang Tao,,,,乳腺癌の肝転移の関連因子に関する研究の進展【JST・京大機械翻訳】,Linchuang yu Shiyanbinglixue Zazhi,2008,24,1,98,,,article,0,0
2201724386,Ángel Sánchez Hernández,,,,La guarda de hecho en nuestro Código Civil,Revista jurídica del notariado/Revista jurídica del notariado,2015,,94,11-60,,,article,0,0
2274649810,Ε. Frederick Wheelock,,,,Analysis of Host Mechanisms Involved in Suppression of Established Friend Virus Leukemia1,Proceedings of the International Symposium on Comparative Leukemia Research,2015,,,508-510,10.1159/000399205,1067088.0,article,0,0
2751353206,Mirta Benšić,Nataša Šarlija,,,Influence of entrepreneur's educational background and experience on number of employees,,2001,1,1,,,,article,0,0
1980919981,William R. Kitz,Robert Nash,University of Wisconsin–Oshkosh,,Testing the effectiveness of the project success summer program for adult dyslexics,Annals of Dyslexia,1992,42,1,1-24,10.1007/bf02654936,24233866.0,article,12,1
178537348,Katrin Becker,,University of Calgary,,Video Game Pedagogy,Springer eBooks,2008,,,73-125,10.1007/978-0-387-09775-6_5,,book-chapter,13,3
4395289317,,,,,GBIF Occurrence Download,Global Biodiversity Information Facility,2016,,,,10.15468/dl.3mk5tu,,dataset,0,0
2537708212,Caroline Ferreira Saldanha,,,,Equilíbrio Químico do íon bicarbonato: Efeito da concentração: parte 1: experimento prático,,2011,,,,,,article,0,0
1973840773,O. Roger Hollan,,,,Clinical Investigation of Gastrointestinal Function.,Archives of Internal Medicine,1970,126,2,345,10.1001/archinte.1970.00310080151049,,article,3,0
562669903,毅 秋吉,満宏 川口; 秀男 辻; 晃 石川; 蓑 久下,,,140. 消化器癌患者における細胞性免疫 : とくに MIF 活性を中心として( 第6回日本消化器外科学会大会(その2)),日本消化器外科学会雑誌,1976,9,6,909,,,article,0,0
