source_id,society_seq,society,homepage_url
4210188091,1,Deutsche Ornithologen Gesellschaft e.V.,http://www.do-g.de/
4210188225,1,Association for Behavior Analysis International,https://www.abainternational.org/welcome.aspx
4210188252,1,"Department of Meteorology (MISU), Stockholm University",http://www.misu.su.se/
4210188296,1,ÖGS Österreichische Gesellschaft für Soziologie,https://oegs.ac.at/
4210188769,1,Association for Coaching,https://www.associationforcoaching.com/default.aspx
4210188777,1,Association Française du marketing,http://www.afm-marketing.org/
4210189328,1,Italian Association of Medical Oncology (AIOM),http://congresso.aiom.it/
4210189519,1,Society for International Development,http://www.sidint.net/
4210191406,2,"Institute of Zoology, Slovak Academy of Sciences",
4210191715,1,Associazione Italiana di Ricerca Operativa,http://www.airo.org/index.php/it/
4210191796,1,National Council for Geographic Education,http://www.ncge.org/
4210192194,1,Institution of Mechanical Engineers,http://www.imeche.org/home
4210192732,1,Sociedad Española de Neurocirugía,https://senec.es/
4210192958,1,Optical Society of India,https://www.osiindia.org/
4210193044,1,American Philosophical Practitioners Association,https://www.appa.edu/
4210193439,1,International Statistical Institute,http://www.isi-web.org/
4210193474,1,Society for the Anthropology of North America,http://sananet.org/
4210193479,1,Society for Consumer Psychology,https://myscp.org/
4210193653,1,Canadian Association of Slavists,https://www.ualberta.ca/~csp/cas/association.html
4210194482,1,Society for Menstrual Cycle Research,http://menstruationresearch.org/
4210194613,1,International Association of Sexual Plant Reproduction Research,http://www.iasprr.org/
4210195129,1,International Cardio-Oncology Society (ICOS).,http://icosna.org/
4210195979,1,British Neuroscience Association,https://www.bna.org.uk/
4210196576,2,Society of Australasian Social Psychologists,http://www.sasp.org.au/
4210196929,2,http://www.cpradr.org/,FALSE
4210196943,1,American Anthropological Association,http://www.americananthro.org/
4210197946,1,Southwest Jiaotong University of China,https://english.swjtu.edu.cn/
4210198095,1,European Association for Evolutionary Political Economy (EAEPE),https://eaepe.org/
4210198261,1,owned by the Next Einstein Forum (NEF) and operated by the NEF Community of Scientists,
4210198372,1,"Chinese Institute of Engineers, Taipei, Taiwan, Republic of China",http://www.cie.org.tw/
4210198837,1,Institute of Public Enterprise,http://www.ipeindia.org/
4210199159,1,ISCMR,https://www.iscmr.org/
4210199435,1,Australian Ceramic Society,https://www.austceram.com/about-acs/
4210200887,1,The Kempe Center,http://www.ucdenver.edu/academics/colleges/medicalschool/departments/pediatrics/subs/can/Pages/ChildAbuseNeglect.aspx
4210200914,1,China Computer Federation (CCF),http://www.ccf.org.cn/
4210201422,1,C.G. Jung Institute of San Francisco,http://www.sfjung.org/
4210201742,1,Planning Institute of Australia.,http://www.planning.org.au/
4210201749,2,International Federation of Head and Neck Oncologic Societies,http://www.ifhnos.org/
4210202403,1,Zhejiang University Press,http://www.zjujournals.com/
4210202439,3,Danish Society of Medical Radiology,http://web.drs.dk/
4210203454,1,World Obesity Federation (WO),https://www.worldobesity.org/
4210203510,1,International Membrane Computing Society,http://imcs.org.cn/
4210203548,1,Portuguese Society of Cardiology,https://spc.pt
4210203649,1,International Association for Dental Research,http://www.iadr.org/
4210203938,1,Udayan Care,https://www.udayancare.org/
4210204015,1,International Association of Geodesy (IAG),https://www.iag-aig.org/
4210204641,1,"American Association of Veterinary Parasitologists (AAVP), the European Veterinary Parasitology College (EVPC) and the World Association for the Advancement of Veterinary Parasitology (WAAVP)","http://www.aavp.org/, http://www.eurovetpar.org/, http://www.waavp.org/"
4210204890,1,Australian Library and Information Association,http://www.alia.org.au/
4210204934,1,Jiangsu Cancer Hospital,https://www.jszlyy.com.cn/En/index.html
4210204950,1,Canadian Cardiovascular Society (CCS),http://www.ccs.ca/
4210204984,2,American Society of Craniofacial Surgeons,https://ascfs.org/?
4210205011,1,American Society of Missiology,http://www.asmweb.org/content/home
4210205204,1,Western States Communication Association (WSCA),http://www.westcomm.org/
4210205323,1,National Academy of Innovation Strategy,https://cos.cnais.org.cn/
4210205887,1,International Society for the Study of Trauma & Dissociation,https://www.isst-d.org/
4210206495,1,EUROPEAN ASSOCIATION FOR POPULATION STUDIES,https://www.eaps.nl/
4210206712,1,CABI,https://www.cabi.org
4210206892,2,http://www.accp.com/about/index.aspx,FALSE
4210207419,1,Spatial Econometrics Association (SEA),https://www.spatialeconometricsassociation.org/
4210208054,1,Fields Institute for Research in Mathematical Sciences.,http://www.fields.utoronto.ca/
4210208107,1,Indian Statistical Institute,https://www.isical.ac.in/
4210208447,3,The Japanese Society for Cardiovascular Surgery,https://plaza.umin.ac.jp/~jscvs/
4210208661,1,International Society for Research in Child and Adolescent Psychopathology (ISRCAP),http://isrcap.org/index.html
4210210637,1,Japan Society for Oriental Medicine,http://www.jsom.or.jp/english/index.html
4210210973,1,"American Psychological Association, Society of Counseling Psychology (Division 17)",http://www.div17.org/
4210211016,1,British Dental Association,http://www.bda.org/
4210211227,1,Spanish Society of Neurosurgery,https://senec.es/
4210211355,1,(Deutsche Gesellschaft für Neurologie e.V.).,https://www.dgn.org/
4210211548,1,Japanese Society for Cutaneous Immunology and Allergy,https://www.jscia.org/english.html
4210211783,1,National Organization of Forensic Social Work (NOFSW),http://www.nofsw.org/
4210212097,1,"Institute of Marine Engineering, Science & Technology (IMarEST)",http://www.imarest.org/
4210212347,1,Geological Society of Sweden,http://geologiskaforeningen.se/gff_eng.html
4210212896,1,European Institute for Communication and Culture (Euricom),http://euricom.si/
4210212960,1,Society for Affective Science,https://society-for-affective-science.org/
4210213187,1,Institute of Food Technologists,http://www.ift.org/
4210213566,1,Chinese Medical Association,https://en.cma.org.cn/
4210214005,1,Center for Latin American Monetary Studies,https://www.cemla.org/
4210214524,1,iMNEs,http://www.imnes.org/
4210214848,1,National Law University Delhi,http://nludelhi.ac.in/
4210214888,1,European Academy of Paediatric Dentistry (EAPD),http://www.eapd.gr/
4210215251,1,TASH,http://tash.org/
4210215356,1,EUROSPINE,https://www.eurospine.org/
4210215428,1,Società Italiana Marketing,http://www.simktg.it/sp/en/home.3sp
4210215646,1,International Society of Clinical Spectroscopy,https://clirspec.org/
4210215917,1,Institute of Mathematics for Industry.,http://www.imi.kyushu-u.ac.jp/eng/
4210216082,1,Qatar University,http://www.qu.edu.qa/
4210216450,2,National Law University Delhi,http://nludelhi.ac.in/
4210216587,1,Spanish Society of Primary Care Physicians,http://ghdx.healthdata.org/
4210216654,1,IOM3 and AusIMM,http://www.tandfonline.com/action/journalInformation?show=societyInformation&journalCode=YAES
4210216925,1,International Consortium for Social Development Asia-Pacific Branch (ICSDAP),http://www.socialdevelopment.net/#
4210216991,1,ASM International,https://www.asminternational.org/
4210217079,1,Albert Ellis Institute,https://www.albertellis.org
4210217120,1,National Register of Health Service Psychologists,http://www.nationalregister.org/
4210217152,1,Beijing Hospital,http://www.bjhmoh.cn/english/
4210217249,1,Center for Health Design,https://www.healthdesign.org/
4210217454,1,Policy Studies Organization,http://www.ipsonet.org/
4210218361,1,Swiss Federation of Clinical Neuro-Societies,http://www.sfcns.ch/
4210218682,2,Zhejiang University Press,http://www.zjujournals.com
4210218853,1,Hellenic Endocrine Society,https://www.endo.gr/
4210218938,1,Spanish Society of Nephrology,https://www.senefro.org/
4210218940,2,Communication University of China,http://by.cuc.edu.cn/
4210219627,1,Japanese Association for Acute Medicine,https://www.jaam.jp/english/english-top.html
4210219784,1,Computational Astrophysics and Cosmology,https://comp-astrophys-cosmol.springeropen.com/
4210220353,1,Council for British Research in the Levant,http://cbrl.org.uk/
4210220616,2,American Anthropological Association,http://www.americananthro.org/
4210220816,1,"Institute of Cotton Research, CAAS",http://cri.caas.cn/
4210221126,1,Forum D' Analystes,https://sites.google.com/site/journalofanalysis/Forum-DAnalystes
4210221497,2,Beijing Urban Construction Design & Development Group Co. Ltd.,http://www.bjucd.com/plus/list.php?tid=2033
4210222078,1,British Association for Holocaust Studies,https://britishassociationforholocauststudies.wordpress.com/
4210222107,1,Royal United Services Institute for Defence and Security Studies,http://www.rusi.org/
4210222324,1,The Kerala State Higher Education Council,http://www.kshec.kerala.gov.in/
4210222384,1,"International Association for the History of Transport, Traffic and Mobility",http://t2m.org/
4210222968,3,Österreichische Kardiologische Gesellschaft (ÖKG),http://www.atcardio.at/de/
4210223134,1,American Society of Agronomy,https://www.agronomy.org/
4210223273,1,"Bharati Vidyapeeth's Institute of Computer Applications and Management, Delhi, India",http://bvicam.in/
4210223581,4,International Society of Intraoperative Neurophysiology,http://www.neurophysiology.org/
4210224816,1,Palaeontological Association,http://www.palass.org/
4210224864,1,East China Normal University,https://www.ecnu.edu.cn/
4210224924,1,Association of Anaesthetists,http://www.aagbi.org/
4210225672,1,Institute of Industrial and Systems Engineers,https://www.iise.org/Home/
4210226506,1,The Institution of Engineers (India),https://www.ieindia.org/webui/iei-home.aspx
4210227051,1,The European Association for the Advancement of the Social Sciences (EA),
4210227935,1,Independent Scientific Committee on Drugs,http://www.drugscience.org.uk/
4210228212,1,Institute for Media and Communications Management,http://www.mcm.unisg.ch/
4210228244,1,Institute for the Study of Coherence and Emergence,http://www.isce.edu/index-2.html
4210228733,1,The Graphene Council,http://www.thegraphenecouncil.org/
4210228861,1,American Pharmacists Association,http://www.pharmacist.com/
4210228986,1,Deutsche Akademie für Akupunktur | DAA e.V.,https://www.akupunktur.de/
4210229088,2,Institut des sciences mathematiques,http://ism.uqam.ca/
4210229212,1,Canadian Sociological Association/La Société canadienne de sociologie,http://www.csa-scs.ca/
4210229478,1,National Head Start Association,http://www.nhsa.org/
4210230864,1,Akadémiai Kiadó,https://akjournals.com/view/journals/1006/1006-overview.xml?rskey=0F4kVX&result=56
4210230888,1,Sociedad Española de Neurología (Spanish Neurology Society),
4210231404,1,Higher Education Press,http://www.hep.com.cn/
4210231741,1,Italian Society of Physiotherapy,http://www.sif-fisioterapia.it/?lang=en
4210233340,1,Indian Academy of Sciences,https://www.ias.ac.in/
4210233818,1,Council for the Development of Social Science Research in Africa,http://www.codesria.org/
4210234653,1,European Committee for Treatment and Research in Multiple Sclerosis,http://www.ectrims.eu/
4210234911,1,One Health Platform,https://onehealthplatform.com/home
4210234991,1,Center for the Study and Application of Chinese Characters,https://wenzi.ecnu.edu.cn/
4210235029,1,Canadian Art Therapy Association,http://canadianarttherapy.org/
4210235318,1,National Association for Bilingual Education,http://www.nabe.org/
4210235839,1,Aristotle University of Thessaloniki,https://www.auth.gr/en/uni
4210236857,2,Crop Science Society of America,https://www.crops.org/
4210236978,1,Chatham House,http://www.chathamhouse.org/
4210237422,1,Australasian Sonographers Association,https://www.sonographers.org/
4210237554,1,International Brain Research Organization,Neuroscience
4210238309,1,Italian Society of Zoologists (Unione Zoologica Italiana),http://www.uzionlus.it/
4210239277,1,Central South University,http://www.csu.edu.cn/
4210239474,1,American Sociological Association,http://www.asanet.org/
4210239487,1,Società Italiana di Economia / Italian Economic Association,http://www.siecon.org/online/en/
4210239543,1,Costume Society of America,http://costumesocietyamerica.com/
4210240398,3,Deutsche Gesellschaft für Innere Medizin e.V. (DGIM),https://www.dgim.de/
4210240675,2,US Chinese Anti-Cancer Association,http://www.uscaca.org/
4210240777,1,Coevolution Society,http://dambe.bio.uottawa.ca/CoEvol/
234478,1,Society of Vertebrate Paleontology,http://www.vertpaleo.org/
336866,1,Institute of Food Technologists,http://www.ift.org/
375448,1,Association for Learning Technology,https://journal.alt.ac.uk/
531269,2,National Emergency Nurses Affiliation Inc. (Canada) (NENA),https://nena.ca/
678965,1,International Society for Pharmacoeconomics and Outcomes Research,https://www.ispor.org/home
1076045,1,Standing Conference on Organizational Symbolism,http://www.scos.org/
1131227,1,British Ecological Society,
1824407,1,The National Autistic Society,http://www.nas.org.uk/
1879512,1,European Teratology Society,http://www.etsoc.com/
2170549,1,Policy Studies Organization,http://www.ipsonet.org/
2357814,1,Harbin Engineering University,http://www.hrbeu.edu.cn/
2456228,1,International Association for Cereal Science and Technology,https://www.icc.or.at/
2680034,3,Deutsche Gesellschaft für Innere Medizin e.V. (DGIM),https://www.dgim.de/
3225087,1,International Society for Intelligence Research,http://www.isironline.org/
4147745,1,British Ornithologists' Union,http://www.bou.org.uk/
4398839,2,The Korean Institute of Electrical Engineers,http://eng.kiee.or.kr/
5511528,1,Akadémiai Kiadó Hungary,https://akjournals.com/view/journals/10476/10476-overview.xml?rskey=Kbf865&result=25
6284950,2,MacDonald Obstetric Medicine Society,http://www.obstetricmedic.org.uk/index.html
6785741,1,International Federation for the Promotion of Mechanism and Machine Science,http://iftomm.net/
7005137,1,Oral History Association,https://www.oralhistory.org/
7036371,1,Société d'Imagerie de la Femme,http://www.imageriedelafemme.org/
7204592,1,International Society of Feline Medicine,https://icatcare.org/veterinary/isfm/
8244251,1,The American Society for Composites,http://www.asc-composites.org/
8427965,1,European Alliance of Medical and Biological Engineering and Science (EAMBES),https://eambes.org/
8600569,2,Turkish Society of Apheresis,http://www.aferez.org/
9019866,1,International Management Development Association,http://www.imda.cc/
9051360,1,EDP Sciences,https://www.edpsciences.org/en/
9094144,1,International Society of Neuropathology,http://www.intsocneuropathol.com/
9336330,1,Anatomische Gesellschaft,https://anatomische-gesellschaft.de/
10689036,1,Academy of Criminal Justice Sciences (ACJS),http://www.acjs.org/
10731693,1,The Institute of Electrical Engineers in Japan,
11233208,1,Korean Academy of Social Welfare,http://www.kasw.org/
11350316,1,ZBW Leibniz-Informationszentrum Wirtschaft/ Leibniz Information Centre for Economics,http://www.zbw.eu/de/
11852655,3,the World Association for the Advancement of Veterinary Parasitology (WAAVP),http://www.waavp.org/
11896317,1,British Society for Immunology,http://www.immunology.org/
12054454,1,The Royal Photographic Society,http://www.rps.org/
12489275,1,Shiraz University,http://ijsts.shirazu.ac.ir/
12652911,1,Association for Community Organization and Social Administration (ACOSA),http://www.acosa.org/
12992298,1,International Society of Indoor Air Quality and Climate,http://www.isiaq.org/
13083541,1,North American Society of Pediatric and Adolescent Gynecology,http://www.naspag.org/
13663286,1,American Association of Nurse Practitioners,
13823553,1,European Association of Personality Psychology,https://eapp.org/
13842274,2,https://www.bps.ac.uk/,FALSE
13948593,1,Ngā Pae o te Māramatanga,http://www.maramatanga.ac.nz/
14291815,2,Westburn Publishers Ltd,https://www.westburn-publishers.com/
14376486,2,https://bdiap.org/,FALSE
14775208,1,North West Counties Physical Education Association,http://www.chester.ac.uk/sport/
16239639,1,Institution of Mechanical Engineers,http://www.imeche.org/home
16435181,1,Chemistry Europe,https://chemistry-europe.onlinelibrary.wiley.com/
16830515,1,New Zealand Association for Research in Education,http://www.nzare.org.nz/
17753527,1,Japanese Association of Forensic Toxicology,https://forensic.toxicology.jp/
17925005,1,"American College of Oral and Maxillofacial Surgery, American Academy of Oral and Maxillofacial Radiology, American Academy of Oral Medicine, and the American Academy of Oral and Maxillofacial Pathology","http://www.acoms.org/, http://www.aaomr.org/, http://www.aaom.com/, http://www.aaomp.org/"
17983605,1,European Structural Integrity Society,http://www.esisweb.org/
18039248,2,https://www.aaphd.org/,FALSE
18188872,1,"German Chemical Society (Gesellschaft Deutscher Chemiker, GDCh)",https://www.gdch.de/
18481763,1,Asociación Argentina de Microbiología (AAM),
19154483,1,Animal Science and Production Association,http://www.aspa2.unitus.it/index.php/en.html
19358283,1,Advertising Association,http://www.adassoc.org.uk/
19710621,1,European Society of Contact Dermatitis,https://www.escd.org/
20177303,1,Peace Science Society,http://sites.psu.edu/pssi/
21165490,2,The Danish Ophthalmological Society,http://www.dansk-oftalmologisk-selskab.dk/
21826315,1,The Chinese Society of Theoretical and Applied Mechanics,http://en.cstam.org.cn/
21836356,1,International Society for Intellectual History,http://isih.history.ox.ac.uk/
21901927,1,Foreign Policy Research Institute,http://www.fpri.org/
22283869,1,Cognitive Science Society,http://cognitivesciencesociety.org/
22797964,3,http://www.sufuorg.com/,FALSE
22816821,1,Indian Academy of Neurosciences,http://neuroscienceacademy.org.in/
23010633,1,Japan Center for Economic Research,
23349031,1,Society for Free Radical Research Asia,http://sfrrj.umin.jp/asia/
23625584,1,American Academy of Veterinary Pharmacology and Therapeutics,http://www.aavpt.org/
23655555,1,China Iron and Steel Research Institute Group(CISRI),http://www.chinamet.cn/
23975315,1,Society for Birth Defects Research and Prevention,https://www.birthdefectsresearch.org/
24859740,1,The Society for Research in Child Development,http://www.srcd.org/
24861470,1,"Italian Society of Allergology, Asthma and Clinical Immunology",http://www.siaaic.org/
25002630,1,Comparative Education Society in Europe (CESE),http://www.cese-europe.org/
25093289,1,Oikos Editorial Office,http://www.oikosoffice.org/
25462882,1,"IAHR, INBO and IAHS.",http://www.iahr.org/
25965273,1,International Society for Biosemiotic Studies (ISBS),http://www.biosemiotics.org/
26173706,3,Arbeitsgemeinschaft niedergelassener diabetologisch tätiger Ärzte (AND) e.V.,https://www.deutsche-diabetes-gesellschaft.de/ueber-uns/arbeitsgemeinschaften/ag-niedergelassener-diabetologisch-taetiger-aerzte-and-e-v.html
27192023,1,International Society of Invertebrate Reproduction & Development,http://www.isird.org/
27349033,1,"Theological Studies, Inc",http://www.ts.mu.edu/
27717133,1,International Institute for Strategic Studies,https://www.iiss.org/
27810548,1,The Royal Entomological Society,http://www.royensoc.co.uk/
27825752,2,Association for Positive Behavior Support,http://www.apbs.org/
27861859,1,Association of Chartered Physiotherapists in Sports and Exercise Medicine,http://www.acpsm.org/
27883222,1,Royal Society for Public Health,https://www.rsph.org.uk/membership.html
28527816,1,American Society for Gastrointestinal Endoscopy,https://www.asge.org/
28603624,2,Scientific Association of Swiss Radiation Oncology (SASRO),https://www.sasro.ch/
28739527,1,German Society for Mammalian Biology,http://www.mammalianbiology.org/
28882882,1,European Group for Organizational Studies,http://www.egosnet.org/
29434542,1,Association with Ochsner Clinic Foundation,
29946585,2,The Royal Netherlands Society of Plant Pathology (KNPV),https://www.knpv.org/en
29972171,1,American Association of Physicists in Medicine,https://w3.aapm.org/org/
30045969,2,International Union against Sexually Transmitted Infections,http://www.iusti.org/
30435792,1,The Group Analytic Society International,http://groupanalyticsociety.co.uk/
30860797,1,International Liquid Crystal Society,http://www.lcinet.kent.edu/ILCS/main/
30889938,1,German Society for Forensic Medicine,https://www.dgrm.de/
30982003,1,The Royal Entomological Society,
31122987,1,The Genetics Society of Korea,http://www.kgenetics.or.kr/index.asp
31225034,1,The Association for Cultural Economics International (ACEI),http://www.culturaleconomics.org/
32114090,1,International Association for Mathematics and Computers in Simulation,http://www.research.rutgers.edu/~imacs/
32238705,1,International Clinical Phonetics & Linguistics Association (ICPLA).,http://www.icpla.org/SITE2007/index.php?ICPLA-HOME
32271328,1,International Association of Applied Psychology,http://www.iaapsy.org/
32573412,1,Society for Modeling and Simulation International (SCS),http://www.scs.org/
32664174,1,International Planning History Society (IPHS),http://www.planninghistory.org/
33142482,1,Royal Society Te Aparangi,https://royalsociety.org.nz/
33368595,2,Beliefs functions and Applications Society (BFAS).,http://www.bfasociety.org/
33606366,2,Zhejiang University Press,http://www.zjujournals.com
33876618,1,Beijing Normal University,http://psych.bnu.edu.cn/tabid/297/Default.aspx
34211650,2,Società Italiana di Fisica,https://www.sif.it/
35160907,1,FRAME - Fund for the Replacement of Animals in Medical Experiments,http://www.frame.org.uk/
35246616,1,Asian Finance Association,http://www.asian-fa.org/
35512523,1,The Society for Archaeological Sciences,http://www.socarchsci.org/
35573031,1,International Society of Behavioral Medicine (ISBM),http://www.isbm.info/
36154601,2,"Institute of Mountain Hazards and Environment, Chinese Academy of Sciences",http://english.imde.cas.cn/
36385850,1,Association for Teacher Education in Europe (ATEE),https://atee.education/
36550824,1,Catholic Medical Association,http://www.cathmed.org/
36570147,1,Consejo Superior de Investigaciones Científicas (Spanish Council for Scientific Research),http://www.iata.csic.es/
36718530,1,American Sociological Association,http://www.asanet.org/
36808561,2,European Association of Geoscientists and Engineers,http://www.eage.org/
37477851,1,American Council of Learned Societies,http://www.acls.org/
37614297,1,Hammill Institute on Disabilities,http://www.hammill-institute.org/
37667796,3,Hemostasis & Thrombosis Research Society,https://www.htrs.org/
37739784,1,Society for Personality and Social Psychology,http://www.spsp.org/
37879103,1,Society for Renaissance Studies,https://www.rensoc.org.uk/
37889505,1,Japanese Breast Cancer Society,http://jbcs.gr.jp/member/en/
37976914,1,American Water Resources Association,https://www.awra.org/
38337076,4,International Society of Intraoperative Neurophysiology.,http://www.neurophysiology.org/
38942883,1,David Davies Memorial Institute,http://www.aber.ac.uk/interpol/en/research/DDMI/DavidDavies.htm
39019318,1,The British Cartographic Society (BCS),http://www.cartography.org.uk/
39132018,1,Association of Child Psychotherapists,https://childpsychotherapy.org.uk/
39641122,1,American Counseling Association,http://www.counseling.org/
39794811,1,Society for Applied Microbiology,http://www.sfam.org.uk/
39924113,1,American Academy of Pediatrics,http://www.aap.org/
39924113,5,Pacific Association of Pediatric Surgeons,http://www.pacificassociationofpediatricsurgeons.org/
40489520,1,Royal Australasian College of Surgeons,http://surgeons.org/
40735159,1,Canadian Meteorological and Oceanographic Society,http://www.cmos.ca/
41010807,3,http://www.bera.ac.uk/,FALSE
41534456,1,Konsthistoriska Sällskapet/The Society of Art Historians,http://www.konsthistoriska.org/
41600865,1,American Orthopaedic Foot & Ankle Society,http://www.aofas.org/
41617351,1,Australian and New Zealand Society for Immunology,https://www.immunology.org.au/
42028863,1,Australian Social Policy Association,http://www.aspa.org.au/
42105605,1,VBIO Verbandsnachrichten,http://www.vbio.de/
42640028,1,International Society of the Learning Sciences,https://www.isls.org/
42986021,1,National Communication Association,http://www.natcom.org/
43349511,1,German Academic Society for Production Engineering (WGP),https://wgp.de/en/
43703656,1,Princeton Theological Seminary,https://www.ptsem.edu/
43764696,1,European Association for Research on Learning and Instruction (EARLI),http://www.earli.org/
44033376,3,Asian and Oceanic Society for Paediatric Radiology (AOSPR),http://www.aospr.org/
44038507,1,American Counseling Association,http://www.counseling.org/
44404461,2,http://alphakappadelta.org/,FALSE
44784542,1,The Korean Society for Plant Biotechnology,http://www.kspbt.or.kr/
45042403,1,Polish Academy of Sciences,https://pan.pl/
45789726,1,The Society of Population Ecology,https://www.population-ecology.jp/english/
45795350,2,SciEngine,http://engine.scichina.com/
45897893,1,International Society for Research on Aggression,http://www.israsociety.com/
46247591,1,American Academy of Physical Medicine and Rehabilitation (AAPM&R),
46670945,1,World Apheresis Association,http://www.worldapheresis.org/
46982553,1,The Royal Swedish Academy of Sciences,https://www.kva.se/en/startsida
47098207,1,International Society for Research on Emotion,http://isre.org/index.php
47192491,2,The European Association of Endoscopic Surgery,https://eaes.eu/
47246245,1,University of North Florida,http://www.unf.edu/
47380182,1,International Federation of Automatic Control,http://www.ifac-control.org/
47939261,2,Italian Society of Obesity (SIO),https://www.sio-obesita.org/
48050435,1,International Society for Structural and Multidisciplinary Optimization (ISSMO),https://www.issmo.net/
48277251,1,Crop Science Society of America,https://www.crops.org/
48447438,1,International Association of Empirical Aesthetics,http://www.science-of-aesthetics.org/
48625712,1,International Federation of Psychoanalytical Societies (IFPS),http://ifps.info/index_eng.php
48661868,2,Chinese Academy of Social Sciences,http://casseng.cssn.cn/
49025288,2,Romanian Society for Surgery of the Hand,http://rssh.ro/
49321836,1,Academy of Human Resource Development,http://www.ahrd.org/
49327401,1,North American Association of Sports Economists,http://www.byuresearch.org/naasportseconomists/
49345018,1,The Geographical Society of China(GSC),http://www.gsc.org.cn/channel.aspx?id=75
49440999,1,Cochrane Eyes and Vision,https://eyes.cochrane.org/
49645005,1,Royal Society of Medicine,http://www.rsm.ac.uk/
50265103,1,Geological Society of Japan,
50351660,1,ELIAMEP - The Hellenic Foundation for European and Foreign Policy,http://www.eliamep.gr/
50876694,1,The Fondation Maison des Sciences de l'Homme,http://www.fmsh.fr/
50925299,1,Italian Society for Ultrasound in Medicine and Biology,http://www.siumb.it/
51102485,1,International Society for the Study of Behavioural Development,http://www.issbd.org/
51141438,1,International Association of Applied Psychology,http://www.iaapsy.org/divisions/division13
51303964,1,Deutsche Gesellschaft für Kardiologie - Herz- und Kreislaufforschung e.V.,https://dgk.org/
51346222,1,British Fertility Society,http://www.britishfertilitysociety.org.uk/
51360982,1,"IFAC, the International Federation of Automatic Control",http://www.ifac-control.org/
51610931,1,Special Care Dentistry Association,http://www.scdaonline.org/
51642650,1,World Communication Association,http://wcaweb.org/
51654951,3,"ISAKOS - International Society of Arthroscopy, Knee Surgery and Orthopedic Sports Medicine",https://www.isakos.com/
52157898,1,National Society for Education in Art & Design,http://www.nsead.org/
52251279,1,European Association of Potato Research,http://www.eapr.net/
52333995,1,International Network for Economic Method (INEM),http://www.econmethodology.org/
52939411,1,Institute of Physics and Engineering in Medicine (IPEM),http://www.ipem.ac.uk/
53121397,1,NASPA - Student Affairs Administrators in Higher Education,http://www.naspa.org/
53605123,1,African Specialty Group of the American Association of Geographers,http://www.public.iastate.edu/~asg/homepage.htm
54115554,1,American Society for Virology (ASV),https://www.asv.org/
54913114,1,Policy Studies Organization,http://www.ipsonet.org/
56736983,2,European AIDS Clinical Society,http://www.eacsociety.org/
57173539,1,Teaching Statistics Trust (TST),http://teachingstatisticstrust.org.uk/
57293400,1,Society of South African Geographers,http://www.ssag.co.za/
58457832,1,World Gold Council,https://www.gold.org/
58727509,1,American Academy of Dermatology,http://www.aad.org/
58990993,1,Botanical Society of China,http://www.botany.org.cn/
59071098,1,International Network of Genocide Scholars,http://www.inogs.com/
59404955,1,Laboratory Animals Ltd Affiliated Societies,http://www.lal.org.uk/
59562046,1,Institute for Outdoor Learning,http://www.outdoor-learning.org/
60322365,1,Association for Applied Psychophysiology and Biofeedback,http://www.aapb.org/
60621485,1,American Sociological Association,http://www.asanet.org/
61859066,1,European Federation of Periodontology,https://www.efp.org/
62036463,1,Norwegian Centre for Child Research,http://www.ntnu.no/noseb/english
62072220,1,American Academy of Forensic Sciences,http://www.aafs.org/
62507270,2,Deutsche Gesellschaft für Neurologie (DGN),https://www.dgn.org/
63600306,2,Telemedicine and eHealth Forum of the Royal Society of Medicine,http://www.rsm.ac.uk/academ/fmttelem.php
63831852,1,Policy Studies Organization,http://www.ipsonet.org/
64145856,1,Neuroscience Peer Review Consortium,http://nprc.incf.org/
64825020,1,Japanese Society for Artificial Organs,http://www.jsao.org/english/
64923488,1,Graduate Theological Union,https://www.gtu.edu/
65236890,1,The Combustion Institute,https://www.combustioninstitute.org/pages/page35.php
65770309,2,European Society for Pediatric Neurosurgery,https://www.espneurosurgery.org/
66095140,1,Brazilian Society of Pediatrics,http://www.sbp.com.br/
66322279,1,Association of Pediatric Hematology/Oncology Nurses (APHON),http://www.aphon.org/
66330005,1,International AIDS Society,https://www.iasociety.org/
67154361,1,National Communication Association,http://www.natcom.org/
67739838,1,American Association of Geographers,http://www.aag.org/
67807940,1,Society for Applied Mathematics and Mechanics,http://www.gamm-ev.de/
68052740,1,British Society for Eighteenth-Century Studies,https://www.bsecs.org.uk/
68157034,1,Society for Reproductive Investigation,https://www.sri-online.org/
69024147,1,Institute of Policy Studies of Sri Lanka,http://www.ips.lk/
69331574,2,Hong Kong Society for Emergency Medicine and Surgery,http://www.hksems.org.hk/
69755223,1,Chemometrics Society,
70014682,1,Brazilian Society of Microbiology,https://sbmicrobiologia.org.br/
70092882,1,Society for Vascular Nursing,http://www.svnnet.org/
70371499,1,American College Health Association,http://www.acha.org/
70381317,1,Design Management Institute,http://www.dmi.org/
70522100,1,Royal Meteorological Society,https://www.rmets.org/
70681891,1,ASM International,https://www.asminternational.org/
70884739,1,The Korean Society of Pharmaceutical Sciences and Technology,http://www.kspst.or.kr/
70934194,1,The Korean Society of Oceanography (KSO),http://www.ksocean.or.kr/
71057445,1,Society for Medical Anthropology,http://www.medanthro.net/
71218591,1,Dutch Political Science Association,http://politicologie.nl/
72071028,1,Danish Society for Theoretical Statistics,http://www.dsts.dk/
72232612,1,American Association of Family & Consumer Sciences (AAFCS),http://www.aafcs.org/
