work_id,title
4232473987,Photographs in railway work
2587186437,From ὰ la carte to Convergence : Symptoms of Interdisciplinarity in Reception Theory
3009522599,"Modellbildung und Simulation, WS 2015/2016, gehalten am 11.01.2016"
1577373827,Análisis del comportamiento de incendios forestales en la cuenca del río Paute mediante sensores remotos
3137601746,Extension of postseismic geodetic observations constrains on coseismic slip distribution through viscoelastic relaxation
2524579739,Yol Dolgularının Geogrid Kullanılarak İyileştirilmesi
4389708833,Percentile Risk-Constrained Budget Pacing for Guaranteed Display Advertising in Online Optimization
846924621,It's for the Birds
820135458,Rynek przetargów na dostawy energii elektrycznej
2079842062,Topological characterization of microstructures from 3D digitized voxel data
831159314,Lidar Hard Target Calibration: Preliminary Study of Reference Materials for 2(sub mu)m Lidars
4243489299,In Extremis
2328367032,Eliminating Hazards from a Medium Term Conflict Detection Tool
2083279015,De behandeling van een vrouw met obsessies (harming thoughts)
2160153318,When old and new media collide: The case of WikiLeaks
2913017974,Differentiated service delivery: a qualitative study of people living with HIV and accessing care in a tertiary facility in Ghana
2060411750,Anesthetic Management of Intramedullary Nailing in Osteogenesis Imperfecta
3133627469,Various Classification of Gastric Adenocarcinoma
2247598500,"Les écoles sociales belges et la lecture de ""Rerum novarum"""
4391528324,Comprehensive Technical Review of Recent Bio-Inspired Population-Based Optimization (BPO) Algorithms for Mobile Robot Path Planning
4246745044,SQUINTING EYES (STRABISMUS) - DISORDERS OF OCULAR MOTILITY
2030525550,The Inhibitory Effect of a Novel Polypeptide Fraction fromArca subcrenataon Cancer-Related Inflammation in Human Cervical Cancer HeLa Cells
1026466233,Actualidad en neuropsicología de la esclerosis múltiple
4247720519,Literaturnachweise
2983904057,Nuclear's Next 40 Years
354375619,物理蒸着法による高温超伝導薄膜の形成 (酸化物高温超伝導体--現状と展望 )
3170156317,Lags in phenological acclimation of mountain grasslands after recent warming
2129601872,A novel structural model for regulation of clathrin function
2041276602,"Formation, erosion and exposure of Early Amazonian dikes, dike swarms and possible subglacial eruptions in the Elysium Rise/Utopia Basin Region, Mars"
3135652343,Sistem Kontrol Penggerak Atap Otomatis Pada Budidaya Tanaman Tomat Berbasis Artificial Neural Network
4385387358,Agronomic performance and the effect of genotype-by-environment interaction for Brassica carinata in the southeastern US
2748133226,2075) Solution of Braced Frames
3005085823,The effect of adding trunk restraint to task-oriented training in improving function in stroke patients: A systematic review and meta-analysis
1509597033,Potential för förändring? Resultat från ett forskningsprojekt om matematiktävlingen KappAbel
2137301103,On the Preparation of Carbamoylsilanes.
4251168693,Ultrasons
2167393979,Should undocumented aliens be entitled to health care?
2325784833,Computer Simulation of the Nonlinear Optical Properties of Langmuir–Blodgett Films of a Squaraine Derivative
1160065817,Circadian Variations of Prostaglandin E2 and F2alpha Levels in the Golden Hamster Retina
2041335068,Australian company information: a guide to sources
4392749466,A Framework for Game Theoretic Model for Cyber Treats Prevention
2236192735,Structural Property and Meta-heuristic for the Flow Shop Scheduling Problem
2110344498,Numerical analysis of two dimensional pin fins with non-constant base heat flux
4214515569,Classifieds
2728288109,PbI2 platelets for inverted planar organolead Halide Perovskite solar cells via ultrasonic spray deposition
2883271266,An exploratory study of how casino dealer communication styles lead to player satisfaction
4385460760,Data from Oxidative Phosphorylation Fueled by Fatty Acid Oxidation Sensitizes Leukemic Stem Cells to Cold
659283420,Selected papers on holographic interferometry : principles and techniques
4249319586,'Connoisseurs Will Laugh'
4289534086,A Novel Energy Efficient and Process Immune Schmitt Trigger Circuit Design Using FinFET Technology
2348148860,Fermentation Technology Research of Fomitopsis pinicola and Litre Tank Fermentation
3009992275,Tiered analysis of whole-exome sequencing for epilepsy diagnosis
2312225498,Die Bestimmung von Uran und Plutonium im Rahmen der Ausscheidungsanalyse
2470987654,Prognostic Value of Severe Lymphopenia During Pelvic Concurrent Chemoradiotherapy in Cervical Cancer.
2190021386,Des pieds et des mains (En écoutant Anne s’exercer)
2595938499,Brief Introduction to Cognitive Behavioral Therapy for the Advanced Practitioner in Oncology
4289885717,Hemifacial Microsomia with bilateral ear involvement
2810329528,Exceptional ethylene glycol electrooxidation enabled by high-quality PdAgCu hollow nanospheres
2049596177,"Structure and magnetic properties of L1 CoPt(Ag/MgO,MgO) thin films"
2750546050,Ruxolitinib for treatment of refractory hemophagocytic lymphohistiocytosis
417800057,一原子ペリ橋かけナフタレン-ナフト〔1.8-bc〕チエテの合成の反応(トピックス)
2187728032,OPTIMIZATION OF CYLINDRICAL GRINDING PROCESS PARAMETERS FOR AISI 1040 STEEL USING TAGUCHI METHOD
4300159807,"""Satterles Hall - Potsdam, N.Y."""
3174597012,Progres dans l'Etude du Rayonnement Cosmique: Le Mesoton.
2386704319,Frequency Response of Honeycomb Sandwich Panels
4396803275,Correspondence. A Commentary in An Easy-Chair: Discussions on Literature - Candour in Fiction - The Morals of English Society ...
4233837733,Effect of Brief Biofeedback via a Smartphone App on Stress Recovery: Randomized Experimental Study (Preprint)
1986924455,X-ray pair distribution function analysis of nanostructured materials using a Mythen detector
2607095639,Medidas de condutividade na caracterização de complexos inorgânicos: um levantamento bibliográfico.
4254336363,Reintegration
3199228891,Acoustic conversion of quantum states in semiconductors
2144309561,Self-Preserving Properties of Steady Round Nonbuoyant Turbulent Jets in Uniform Crossflows
1968458707,Fast and accurate power estimation method based on a PMU counter
3150411489,DECENTRALIZATION OF AGRICULTURAL SECTOR IN INCREASING LOCAL REVENUES IN THE PROVINCE OF ACEH
2411582944,[Plasma proteome analysis of chronic hepatitis B patients with different stages of liver fibrosis].
4223939742,ENCSR327LPC
2085584878,Characteristics of the electrical oscillations evoked by 4-aminopyridine on dorsal root fibers and their relation to fictive locomotor patterns in the rat spinal cord in vitro
2961870226,Génotypage RHD fœtal non invasif : validation stabilité pré-analytique > 48 h
2763207457,Stopping Powers of Biological Systems for Protons
4327756414,MATERIALISM NEW AND OLD
3092769218,El pico y la curva
3181856529,Squeezing anyons for braiding on small lattices
3184902378,Enhancing Embryo Survivality by CRISPR/Cas9 MediatedEditing of PTGFS Gene
2267649127,การวิจัยปฏิบัติการแบบมีส่วนร่วม ของชุมชนเพื่อหาแนวทางอนุรักษ์ฟื้นฟู ภูมิปัญญาผ้าทอลาวครั่ง
1485879486,HUMAN RESOURCE PRACTICES IN THE EURO-MEDITERRANEAN REGION: TYPOLOGY
53113531,Session II: Grading Systems for Facial Nerve Function
2321227442,"Low molecular weight dicarboxylic acids, related compounds and total organic carbon in the snow samples from Tokyo, Tajima and Sapporo, Japan."
2977044398,"Guidelines for Cardiovascular Magnetic Resonance Imaging from the Korean Society of Cardiovascular Imaging—Part 2: Interpretation of Cine, Flow, and Angiography Data"
4293860068,Physiological and perceptual consequences of trust in collaborative robots: An empirical investigation of human and robot factors
81962173,Groundwater and surface-water utilisation using a bank infiltration technique in Malaysia
2496773222,The migrations of language: introduction
4247233259,Q and the “Big Bang” Theory of Christian Origins
4244290139,ALT
2471528749,慈悲のかたち : 仏教ボランティアを通して(その27)あなたのことは忘れません : 「生きた証し」を記録する僧侶・高橋英悟さん
2058849924,"Physical Science Readings on the Environment (Edited by Wilson, Jerry D.; Baker, Stephen D.)"
1990573240,Building evaluation capacity for HIV prevention programs
1545820250,Expression of GLUT-2 antisense RNA in beta cells of transgenic mice leads to diabetes.
4254912466,Editorial Board
3093783960,The family hypercholesterolemia
3123662030,"The Detroit Bankruptcy, Pre-Eligibility"
2136947674,A new HMM training and testing scheme
35687034,Participatory Process to Enhance Health Assets for Promoting Sexuality among Youth in Upper Southern Provinces
2751517622,"El difícil oficio de la sensatez. Espacio, retórica y carnavalización en ""el alienista"" de Machado de Assis"
4231159248,"§ 122 Mitwirkung der Abwicklungsbehörde bei Erlaubnis-, Zulassungs- oder Genehmigungsverfahren einer ausländischen Behörde"
2710786422,Anmerkungen zum Individualitätsbegriff
1995548154,Corticosteroid resistance in chronic asthma.
4239876088,"ELECTROPHYSIOLOGICAL INVESTIGATIONS ON THE MODE OF ACTION OF NEFOPAM, A NOVEL ANALGESIC AGENT"
4298155143,Two-stage Geometric Information Guided Image Reconstruction
2950416725,"Molecular Parameters Responsible for the Melting Point of 1,2,3‐Diazaborine Compounds."
963624821,"MBS和PVC／MBS的形态,结构与性能"
3177322092,A comparison of hypersonic vehicle flight and prediction results
4253890090,Low-voltage low-power design
2279341678,Evaluation evrionnementale d'itinéraires technique vinicoles représentant une diversité régionale para analyse de cycle de vie
1990330656,Oscillatory flow through constricted or dilated channels and axisymmetric pipes
4247677929,Vogelhalter aufgepasst!
2006817333,The Effect of Person–Job Fit on the Retention of Top College Graduates in Federal Agencies
3155702908,An Approach to Personalize VMware vSphere Hypervisor (ESXi) Using HPE Image Streamer
1998349950,Overexpression of human papillomavirus (HPV) type 16 oncoproteins promotes angiogenesis via enhancing HIF-1α and VEGF expression in non-small cell lung cancer cells
1966773866,Critical study on cortisol production rate
2152228836,A Practical Method for the Synthesis of N‐Acetyl‐D‐lactosamine Derivatives by the Tandem Use of Galactose Oxidase and β‐Galactosidase
375141624,β-遮断剤Acebutololの期外収縮に対する抗不整脈効果--Propranololを対照薬とした二重盲検比較試験
4234857505,"Cummins et. al. v. Beavers. November 23, 1904. [48 S. E. 891.] Vendor and Purchaser. Option. Validity. Extension. Specific Performance. Purchaser with Knowledge"
325570272,The Impact of Prenatal Psychology on Society and Culture
2494039649,THE IMPORTANCE OF DISEASES IN RELATION TO THE GRAIN LEGUME RESEARCH PROGRAM IN THE EASTERN CARIBBEAN
4397965656,CCDC 1882433: Experimental Crystal Structure Determination
3038485942,本格化するITFバーコードと段ボールの課題 菓子業界における物流商品コード(ITF)への取り組み
2092611097,Representations of orthogonal polynomials
1965148715,Darstellung von Säurederivaten verschiedener Barbiturate
4387722673,О некоторых задачах обратной инженерии
4243425041,Hysterektomie verursacht offenbar keine Denovo-Harninkontinenz
4289968636,[Cause of failure in the surgery of renovascular hypertension].
3040283853,Nilpotent Lie groups and hyperbolic automorphisms
2354260921,Architectural Design and Development Trend of Biomass Power Plant
4385817549,Sr1-xYxCoO3-δ
4365800811,J
1949684431,Therapie maligner Asziteszellen in vivo mit 211At-markierten Mikrosphären
307003238,《勾践灭吴》的时间、人物及其他
2384047857,Design Data Model Based on Design Process
1801602248,Escala comportamental de suporte social familiar para adolescentes com diabetes (DFBS)
2354519459,Docetaxel in Combination with Xeloda in the Treatment of Elderly Patients with Advanced Gastric Cancer
2133339681,"Spatial scaling of allometry for terrestrial, mammalian carnivores"
2892712753,NEW AND CONVENTIONAL TECHNIQUES IN SEROLOGICAL DIAGNOSIS OF BRUCELLOSIS
2027490966,Stochastic and chaos analyses of postural sway: A comparative approach
2254439418,Ultracold Few-Body Systems
2800852615,Fluxo de caixa descontado: uma proposta de avaliação para uma empresa do ramo cerâmico situada em Santa Catarina
4388694789,Abolishing Anger: A Christian Proposal
2040609075,Microscale modeling of fluid flow‐geomechanics‐seismicity: Relationship between permeability and seismic source response in deformed rock joints
2416586224,[The importance of genetics in neurology and psychiatry].
4319597643,The Role of Housing in Sustainable European Long-Term Care Systems
2083836610,Enhancing Social Competence and the Child–Teacher Relationship using a Child-Centred Play Training Model in Hong Kong Preschools
2039508280,Terapias respiratorias domiciliarias: innovación tecnológica en la enfermedad pulmonar obstructiva crónica grave
1952347110,Bad Breath
2263324311,为冤儿上访，15年昭雪“杀妻”案
2279945301,Direct Spectroscopic Determination of Nitric Oxide in Reciprocating Engine Cylinders
2069970853,Wave run-up on a vertical wall in a bay of a parabolic cross-section
2016688877,Stability constants and binding capacities of fractionated suspended matter for cadmium
2369894366,Césped deportivo - Sports grass
3170993173,O edificio da Universidade
2625759312,Las funciones informativas en géneros de la comunicación especializada
2170911664,Evaluation of Dynamic Stress-Strain Relations of Ti-Alloys and Al-Alloys Based on the Thermally Activated Process Concept
2942869549,"Conocimiento Tradicional y Sus Implicancias para la Caza De Jabalí Y Ñandú en Comunidades Campesinas del Sur de la Provincia de San Luis, Argentina"
4312292755,SURVEIRON: Advanced surveillance system for the protection of urban soft targets and urban critical infrastructures
3198691278,El caso manuela y las 17+ contra El Salvador: Un fraude ante la Corte Interamericana de Derechos Humanos y la comunidad internacional
198285246,Arrachera marinada -ruega por nosotros
4249948756,OnabotulinumtoxinA Treatment for Moderate to Severe Forehead Lines: A Review—Erratum
2028988491,Synthesis and structural analysis of novel supramolecular structures based upon N-(2-pyridyl)-3-pyridinecarboxamide
4393515285,"Dataset from paper ""Canopy palm cover across the Brazilian Amazon forests mapped with airborne LiDAR data and deep learning"""
651064673,Первые киргизско-русские посольские связи : 1784-1827 гг.
4392582846,Blinatumomab
2013999358,A study on the near-infrared luminescent properties of xerogel materials doped with dysprosium complexes
2993998779,A study of learning styles of teachers
4246827639,The Bureau of Entomology and Dr. L. O. Howard
2809590625,Cloth-Measures: Robin Hood's Yards
3047642208,Impact of Investment Structure by Economic Sectors and Other Factors on Economic Growth: Evidence from Vietnam with SGMM Estimation and Bayes Factor Approach
2745780905,Effect of annealing temperature on mechanical properties of a ultra-fine-grained steel heat-treated by quenching and partitioning process
4252085876,Contents
2343200298,Structural health monitoring using changes in dynamic characteristics
4300494677,Propagation of Reactions in Inhomogeneous Media
128978320,Simultaneous Detection and Quantitation of Multiple Antigen Expression in Tissue by Fluorescence Microscopy and Hyper-spectral Imaging (132.4)
2016026501,Mathematical modeling for active and dynamic diagnosis of crop diseases based on Bayesian networks and incremental learning
2467289769,Breaking the silence.
4229671278,Ausblick
4239693150,Anhang
4315647019,Electrochemically induced fracture in LLZO: How the interplay between flaw density and electrostatic potential affects operability
4310574724,Super resolution fluorescence imaging of plant receptors
2587507534,Features of Change of Persons in Obligations Related to Intellectual Property
30440431,Eurofilia y eurofobia unidas ante la autocracia europea
2322565568,Evolutionary multitasking in bi-level optimization
3195369274,Communication: Multi-reference Approach to the Computation of Double-Core-Hole Spectra
1527430169,Badania oddziaływania sterów strumieniowych na nabrzeże w rejonie cumowania statków samodzielnie manewrujących
4200617551,Analysis of the Appearance of Micronuclei in the Erythrocytes and Activity of Bone Marrow Cells Proliferation after the Prolonged Low Dose Fast Neutrons Irradiation of Mice
4214733255,Select titles from Empire State Editions
2774653566,"Research Guides: Think Tank 2017 - Education for Struggle: State Violence, Then and Now - Research Guide: Discussion Questions"
2271550801,PEMODELAN RESIKO PENYAKIT KAKI GAJAH (FILARIASIS) DI PROVINSI PAPUA DENGAN REGRESI ZERO-INFLATED POISSON
3030324437,"Ispol'zovanie metoda AKS dlya kolichestvennoy otsenki ""otveta na lechenie"" onkologicheskikh bol'nykh"
2200130130,Thermal Properties of Magnetic Clusters
2317836257,Der Jahresverlauf der Zyklonalen und Antizyklonalen Aktivität auf der Nordhemisphäre
2131744874,On-the-Fly Ambiguity Resolution for Long Range GPS Kinematic Positioning
4397574674,CCDC 747906: Experimental Crystal Structure Determination
2395338180,Le rôle des marchés dans l’approvisionnement en céréales de Paris au XVIe siècle d’après la mercuriale
167211886,Kinship Foster Care: An Overview of Research Findings and Policy-Related Issues.
3005905243,"MRO market questions : data sharing, the MAX return and a labor shortage pose challenges in 2020"
2143662611,Adjuvant treatment with crude rhubarb for patients with acute organophosphorus pesticide poisoning: A meta-analysis of randomized controlled trials
3133230248,Custom High Quality Bulk Fitness Leggings with Pockets
1485547302,La musealizzazione archeologica in contesti extra-urbani: il caso di Industria
2009328256,Optical correlation diagnostics of turbulence
2247636128,"VII. Pouvoir de l'image, pouvoir de la voix. Mannequin recherche désespérément sa voix: Polly Maggoo et Lou Andreas Sand"
1958981973,The refinement and the structure of the dimer of alpha-chymotrypsin at 1.67-A resolution.
869387059,Chara zeylanica Wildenow（现生轮藻）藏卵器几个特征的统计分析
2027770725,Technetium Reduction and Reoxidation in Aquifer Sediments
3103207853,Can a pseudo-Nambu-Goldstone Higgs lead to symmetry non-restoration?
4210508721,Research on the Risk Assessment Method of Power Operation Based on Fuzzy Output Neutral Network
4280503298,Numerical Studies of Polymer Materials with Potential for Use in Coronary Stent-Grafts
2807157573,SuicÃ­dio e Psicoterapia: uma abordagem gestÃ¡ltica
1967055082,Photochemical Decomposition of N2O by Lyman-α Radiation: Scientific Basis for a Chemical Actinometer
2373609001,Effect of simulated null gravity on the secretion of adrenomedullary hormones and miRNA-375 expression in rats
2109596856,OHP-034 Relationship between antifungal use and candidiasis: Abstract OHP-035 Table 1
1994325962,The world through literature
2283563593,"[노동 : 비경규직 투쟁]비정규직 노동자들, '전국적 반란'의 하반기 꿈 꾼다"
645528997,"抗酸化酵素Paraoxonaseの基質はなにか?(F・医薬品開発,薬理学,臨床)"
2427687973,Rapid identification of prompt lactose-fermenting genera within the family Enterobacteriaceae.
1558482194,IRIS is what we decide to call it
4313218577,715: CLIMATE AND WEATHER AS RISK FACTORS FOR PEDIATRIC ASTHMA EXACERBATIONS: A SCOPING REVIEW
4295540177,Utility of an Automated Artificial Intelligence Echocardiography Software in Risk Stratification of Hospitalized COVID-19 Patients
2232011114,The effect of ambient pressure on the color Doppler ultrasound twinkling artifact (ASA Meeting abstract)
2780783364,СЕМАНТИКО-СТАТИСТИЧЕСКИЙ ПОДХОД К ИССЛЕДОВАНИЮ МИФОЛЕКСЕМ АНГЛИЙСКОГО ЯЗЫКА НА ПРИМЕРЕ НАИМЕНОВАНИЙ МИФИЧЕСКИХ СУЩЕСТВ
4231328664,Constitution of the Modern Language Association of America
3198164368,Data Benchmark pada Google BigQuery dan Elasticsearch
4392947949,A complex case of thermal maturity assessment in a terrigenous sedimentary system: The Northwestern Black Sea basin
4392131294,РЕАЛІЗАЦІЯ ІНСТИТУТУ ТРЕТІХ ОСІБ У ЦИВІЛЬНОМУ СУДОЧИНСТВІ
1995817188,Immunochemical Detection of Oxalic Acid Monoamides That Are Formed during the Oxidative Reaction of l-Ascorbic Acid and Proteins
4296111259,"Student Self-Efficacy, Student Self-Esteem, and the Transformational Leadership Teaching Style"
3161748122,A case of bilateral coronoid process elongation with mild mental retardation
3135581837,Ferroptosis via the N-degron pathway
3158007175,APRENDIENDO EN LA TRAMA DE REDES TERRITORIALES. Una investigación evaluativa
4398246960,El decir de las piedras
4234982410,An Approach to the Evaluation of Scientific and Technological Information
2418168096,Predicted effects of small decreases in energy expenditure on weight gain in adult women.
4251808007,COMPLAINT FROM CHARING-CROSS HOSPITAL.
2587155053,Facilitators' Guide Visual Problem Appraisal Rural Livelihoods in KwaZulu-Natal
3124147053,"Climate Change, Heat Stress, and U.S. Dairy Production"
2388017345,Preparation and application progress of titanium carbide whiskers
2763254556,Desenvolvimento de dois produtos assistivos customizados para fabricação por Manufatura Aditiva
2272564655,"Press, Radio, and the Spanish Civil War"
2551117527,Antecedent hypertension and myocardial injury in patients with reperfused ST-elevation myocardial infarction
2117510103,A20 (TNFAIP3) deficiency in myeloid cells triggers rheumatoid arthritis
2320280192,Varietal Difference in Resistance to Bacterial brown Stripe of Ragi caused by Pseudomonas avenae Manns
2072036865,Ternary solid-liquid equilibria for crystallization of pharmaceutical components
649042363,In vitro uptake and release of TI-201 and Tc-99m MIBI in cultured tumor cells and effect of anticancer drug.
4210706372,Presentations
46803504,Ibadan-Ilorin Relations in the Nineteenth Century: A Study in Imperial Struggles in Yorubaland
4232767572,Drug interaction with quinolone antibiotics in intensive care unit patients
2957903292,Utilizzo attuale delle immunoglobuline
3134850738,"Gambaran Karakteristik Ibu, Pengetahuan, dan Praktik Pemberian Makanan Pendamping Air Susu Ibu pada Bayi di Kota Pontianak"
2386292987,Fuzzy counter propagation networks based data fusion approach for target recognition
2332267262,Sociological Perspective in Home Planning
2394805785,A proposed program for introducing epidemiology and biostatistics early in the medical curriculum.
4310845571,Prevalence and Phenotypic Detection of Carbapenem and Multi Drug Resistant of E. Coli in Urinary Tract Infection Patients in District Swat
183332084,INDEX OF REFRACTION AND LIQUID-VAPOR EQUILIBRIA FOR DEUTERIUM-NITROGEN MIXTURES
4299412010,Problems of communication
1938443425,Reproduction of porcine proliferative enteropathy with pure cultures of ileal symbiont intracellularis
4386393603,Cave and Mythological Mother in Turkish and Korean Culture A Review on The Relationship
2561049427,Личностные ресурсы преодоления синдрома профессионального выгорания педагогов
131116871,La representación conquistada: panorama del cine francomagrebí
2583102539,Ahead of the game: Improving executive functioning in children with cerebral palsy using game-based cognitive training and neurofeedback
583870588,ヘレーン・ハンフ論纂 : 「ブロードウェイの落ちこぼれ」物語
4365211680,Discrete pre-Tannakian categories
4252899908,Analytical Performance Criteria
4230209282,Multidimensional Sexual Perfectionism Questionnaire
4230641985,_15280
2756321277,MIMOレーダのパラメータ推定と多重パルスターゲット検出【Powered by NICT】
405265316,高層建築物の風圧性状に関する研究 (最近の都市開発に伴う水害および風害に関する研究) -- (市街地高層化による強風構造の変化に関する研究)
4394173924,Additional file 3: of Molecular evolution of mammalian genes with epistatic interactions in fertilization
4396560035,News and Announcements
65318979,Amino-acids and proteins in haemoglobin formation. 2. Isoleucine
301043560,長老の智慧 小柴昌俊(その2)基礎科学は先が読めない 考え抜いてヤマ勘を磨く
2175081205,"File Decomposition, Replication and Assignments Problems"
2026958636,The Future Visualized
643527698,Modern satiric stories : the impropriety principle
4392647640,"Reidentification of the holotype specimen of Trilophosaurus buettneri Case, 1928 (Archosauromorpha, Trilophosauridae) from the Upper Triassic of Crosby County, Texas, U.S.A.Citation for this article: Marsh, A. D., Kligman, B. T., Reyes, W. A., & Rountrey, A. N. (2024) Reidentification of the holotype specimen of Trilophosaurus buettneri Case, 1928 (Archosauromorpha, Trilophosauridae) from the Upper Triassic of Crosby County, Texas, U.S.A. Journal of Vertebrate Paleontology…"
2148783377,Applying imagined contact to improve physiological responses in anticipation of intergroup interactions and the perceived quality of these interactions
73133795,Somos científicos : una experiencia científica en un aula de primer ciclo de infantil
3112352812,Surgical Cryoablation of Papillary Muscle PVCs During Mitral Valve Surgery
2263384970,関節が痛む！ 腫れる！ 曲がらない！
2795849770,Development of Mathematical Models for Identification of the Category of the Technical Condition of Building Constructions on the Basis of Fuzzy Logic
4291341394,ENCSR053SFO
58306786,San Francisco Javier y la formación para la misión
2086829497,Duet for many
4280528917,Preheated liquid jet breakup dynamics in a twin-fluid injector
1585789895,World Guide to Special Libraries
2795583233,METHOD OF PROCESSING THE REFLECTED SIGNALS FROM PULSED EDDY CURRENT CONVERTERS
1492220202,SINGLE TREE DELINEATION USING AIRBORNE LIDAR DATA
2535236541,"Examination of a prenatal syphilis screening program, Alberta, Canada: 2010–2011"
3129765231,Enhancing diffusion of consumer innovations on knowledge sharing platforms
2080823599,A strip method for the stress analysis of helicoidal systems
2080894408,"Early Roman Law - D. Flach: Die Gesetze der frühen römischen Republik. Text und Kommentar. (In Zusammenarbeit mit S. von der Lahr.) Pp. xiii+389. Darmstadt: Wissenschaftliche Buchgesellschaft, 1994. Cased."
2374087876,The Value of Ferric Ammonium Citrate as an Oral Negative Contrast Agent for MRCP in Diagnosis of Obstructive Jaundice
2401070491,Performance Evaluation of Containers for HPC
2799615836,비공학계열 대학생을 위한 캡스톤 디자인 수업에 대한 인식 및 요구
4313595890,Voltage unbalance mitigation with space vector-based PN-sequence control scheme of inverter-interfaced DGs considering demand-side management capability
3154207094,RETRACTED: Childhood trauma and internet addiction predict depression on left behind adolescents
2587365450,"An Oration Pronounced at the Consecration of Kennebeck Lodge in Hallowell, July 20, A. L. 5808 / By Brother Jeremiah Perley with a Charge Delivered after the Installation. By R. W. Brother James D. Hopkins, Esq. D.D.G.M"
3023431724,UBV photometry of bright stars in NGC 3201.
215483299,从“六诗”到“六义”
4210820679,Mensch oder Körper?
4391497216,Analisis Penentuan Letak Trafo Distribusi Pada Penyulang Walmas Menggunakan ETAP Power Station 12.6.0
11516679,5-3 落葉果樹の土壌肥料学的研究(第3報) : 柿樹の冬肥施肥燐の行動について(5.植物の無機栄養および養分吸収)
1983236883,Vortex dynamics and vortex melting in YBCO thin films studied by SQUID
2921934962,Type 1 diabetes: Seeing the whole person
2408291809,Chapter 21 Pseudo-Commensurate GdBaCo 2 O 5+δ and Its Phase Transition at Elevated Temperatures
4225494450,SELECTION OF THE OPTIMAL REACTIVE FORCE TO ACHIEVE THE MAXIMUM SPEED OF THE ELECTROMAGNET
4213084799,Defekte Fliesen am Swimmingpool / Allgemeines Lebensrisiko
2047762094,Methode und Anbwendung der Angiokinedensitometrie in der Nierendiagnostik
155261320,Kontakty sportowe PRL-NRD ze szczególnym uwzględnieniem współpracy przygranicznej
2469232801,[ROUND TABLE DISCUSSION ON TREATMENTS OF BREAST CANCERS].
2068659520,Understanding data requirements of retrospective studies
2312700000,A Study on the Christian Counseling for Adolescents in Hikikomori
2950096148,Closed and Exact Functions in the Context of Ginzburg--Landau Models
2734870255,Diseño y construcción de un prototipo de clarificador de manto de lodos
4236707565,Preface
1990904157,The Utility of Serum Hepcidin as a Biomarker for Late-Onset Neonatal Sepsis
853927601,System przestrzennej obserwacji obiektów podwodnych
2077058530,Expression of concern
2060011143,Functional circuits of new neurons in the dentate gyrus
4386589892,Food Security Status and Coping Strategies Among Adolescents During the Covid-19 Pandemic in Mamuju
2223617422,"Expresión de IL-4, IL-5 e IL-13 durante la respuesta inmunitaria in vitro a alérgenos fúngicos en individuos sensibilizados"
4256229891,E1002
4388854415,Entre seguro e poluente
4401797400,Screening Communities
4298074040,Weights and degrees in a random graph model based on 3-interactions
2387951579,"STUDY ON MEASURES OF LAND RECLAMATION FOR SLAG DISCHARGE FIELD IN INDUSTRIAL ANDMINNING AREAS——Based on Halaaobao Iron Alluvial mining in Suniteyou District,Inner Mongolia"
262392372,School Psychology's Dilemma: Reappraising Solutions and Directing Attention to the Future
4400075092,Upcycling: um estudo sobre a intenção do consumidor para a prática e o consumo sustentável no Brasil
4397985136,CCDC 2121083: Experimental Crystal Structure Determination
2979345010,Development of a Biosensor Based on Graphene for Detection of Physiological Signals
592573831,Assessment of steel railway bridges for future traffic demands a case study
4301492465,[Mariia Fedorovna Karpova (on her 80th birthday)].
127039519,Studies on Acceleration of the Low Temperature Zinc Phosphating Processes
951283694,“活”教“活”学——高中生物教学“活力”课堂
4397874096,CCDC 773786: Experimental Crystal Structure Determination
4395893345,Occurrence Download
2326407356,Effect of Exercise on Osteopenia Caused by Restricted Food Intake in Rats
2389111309,Fluid flow and magnetic field in the secondary cooling zone of thin slabs with linear electromagnetic stirring
2330767037,"IN RE: NATIONAL FOOTBALL LEAGUE PLAYERS CONCUSSION INJURY LITIGATION,"
4395029536,TinyStressNet: On-device Stress Assessment with Wearable Sensors on Edge Devices
2260000150,吴大澂在东北边陲（宁古塔）时期及书法碑刻考
356947989,グロービッシュ習得のための7カ条 (1500語だけで話せる! 非ネイティブの英語術)
3012144550,Effects of Different Cold Preservation Solutions on the Functions of Cultured Isolated Human Hepatocytes.
4212952113,"SEG 64-329. Chaironeia. Proxeny decree, early 2nd cent."
2994178845,Using Baum-Welch Algorithm for Sharing Fine- Grained Knowledge in Mutual Environments
2153130645,Microstructured Optical Fiber Sensors
3092602863,Nowoczesne systemy motywacyjne stosowane we współczesnych organizacjach
638248618,Treasure Flower: A Child of Japan
2408146441,Net Neutrality and Audiovisual Services
2255299739,Laser - Induced Breakdown Spectroscopy를 이용한 Invar 합금의 성분분석
2424453662,“一带一路”建设中的＂金融＋＂战略
3126409355,Видоспецифичность трендов элементного состава в годичных кольцах деревьев
3159422796,Liver Manifestation of Atypical Hemolytic Uremic Syndrome Associated with Heterozygous Polymorphism C-332T>C in the Promoter of the Complement Factor H Gene - Case Report
2064950728,Phytoplankton Dynamics and Hypoxia in Lake Erie: A Hypothesis Concerning Benthic-pelagic Coupling in the Central Basin
2748072929,Australian science review defends diversity and overlaps
3036557128,2. How your benefit is reduced
2243399004,Specific Heat of Square Spin Ice in Finite Point Ising-Like Dipoles Model
4230413055,Small bowel imaging
