author_id,institution_seq,year_seq,year
5060553332,1,3,2021
5064189895,1,1,2021
5103046764,10,3,2014
5053007411,1,2,2023
5078502248,1,1,2017
5095662045,2,1,2008
5102774201,4,1,2018
5015309142,1,6,2019
5014448123,3,1,2014
5008031315,1,1,1999
5075757845,6,1,2008
5029493533,4,1,2005
5083945091,3,1,2011
5002108480,1,8,2016
5073480480,1,1,2007
5100698850,1,1,2021
5079465706,4,5,2018
5077602644,3,2,2017
5090770932,1,1,2013
5068254350,1,1,2021
5042110911,2,1,2013
5077347912,1,1,2020
5032546678,3,6,2017
5010942213,1,6,2019
5031783389,1,4,2014
5047506946,1,4,2018
5046382270,3,1,2015
5017711313,1,2,2017
5102896118,1,1,2024
5004735774,4,4,2009
5000385963,1,4,1997
5047743762,6,5,2019
5052914972,2,1,2021
5075494084,1,2,2006
5023140485,1,1,2017
5089997119,1,1,2004
5069812514,1,1,2019
5000407532,2,7,2018
5079231232,1,7,2018
5016287426,10,7,2008
5089007354,1,3,2003
5092230545,2,1,2023
5070107820,1,1,1997
5041711606,1,2,2021
5042818870,9,1,2021
5006365415,1,2,2021
5001649800,2,3,2022
5001255219,3,2,2021
5022015595,1,8,2017
5000451321,5,1,2020
5064240039,2,3,2016
5040711043,4,5,2006
5052025914,6,8,2014
5101774160,4,1,2022
5023588606,3,9,2005
5008713435,8,3,2008
5059981896,2,1,2014
5074456255,1,1,2023
5017582334,3,2,2019
5051759084,1,4,2007
5024484159,1,9,2016
5090049806,1,1,2021
5028963411,1,7,2016
5061158769,1,1,2022
5042110167,3,2,2020
5065041982,9,1,2012
5045187365,1,1,2022
5023173387,1,1,2023
5100420001,8,5,1996
5059601449,1,1,2011
5005436458,1,3,2022
5010212779,2,2,2022
5105768200,5,4,2000
5016184786,1,2,2022
5067842970,1,1,2024
5020678837,6,9,1972
5050533685,1,1,2023
5020396456,9,2,1960
5021584005,1,1,2014
5001273499,1,1,1990
5056896833,1,4,2019
5042663415,1,2,1990
5100429704,4,2,2023
5001992157,3,4,2018
5101589055,10,2,2021
5074780704,1,2,2016
5000037787,1,3,2020
5066573310,3,1,2013
5047354529,7,4,2018
5021504900,1,1,2022
5082204265,1,6,2012
5002997846,8,1,1994
5008095349,3,7,1995
5046015224,1,3,2021
5101759069,5,2,2014
5084065571,1,1,2023
5089918085,2,1,2017
5021455992,8,2,2014
5064563219,1,1,2018
5042638333,2,1,2024
5028251185,2,4,2003
5102949525,2,5,2019
5027993561,1,3,2022
5014634536,2,2,2020
5081633754,5,1,2012
5100390395,2,2,2015
5034259316,6,2,2023
5035140412,1,1,2001
5074590166,6,1,2017
5073206240,1,1,1989
5045553088,1,1,2022
5090641068,3,1,2006
5003362170,2,1,2006
5080965617,3,1,2022
5086759035,1,8,2017
5038717281,3,1,1999
5053077050,2,3,1967
5036273511,1,5,2015
5040193236,1,2,2012
5094303329,1,5,2019
5072195335,1,2,2022
5099907466,6,1,2023
5075237409,2,3,2021
5066786694,4,4,2000
5033975903,3,10,2014
5074009134,3,7,2003
5091535575,1,2,1980
5029770893,1,5,2020
5014403799,1,3,2020
5076190508,1,1,2024
5039273695,3,6,2018
5056318259,1,4,2021
5031599229,4,3,2012
5085091605,3,5,2016
5034273254,1,9,1999
5033402007,6,1,2015
5047066925,3,5,2020
5105344936,1,1,2024
5079575929,1,1,2011
5000420355,1,5,2020
5046914695,10,1,2011
5021570627,1,10,2015
5098418883,1,1,2013
5097966419,1,1,1997
5014347578,2,1,2020
5100842423,3,3,2006
5028365972,1,5,2011
5091404069,1,1,2016
5082757752,2,1,2013
5018186293,6,9,1969
5085272597,3,1,2024
5006505407,7,2,2015
5012588374,2,1,1974
5030470963,5,1,2011
5002927557,1,6,2018
5031385869,5,1,2002
5011267439,2,1,2007
5103183630,1,9,2001
5041027512,1,1,2021
5015309456,5,1,1996
5100751737,3,4,2019
5031009053,4,3,2008
5102819103,1,2,2019
5027546833,1,3,2011
5081029301,5,1,2014
5074496366,1,4,2018
5017977273,1,1,2024
5079335991,1,1,2019
5102840280,2,4,2018
5009178180,1,2,2023
5060817016,1,1,2021
5004674428,1,2,2017
5079807077,1,9,1972
5105935929,2,3,2015
5013556663,2,7,2018
5050318414,1,4,2021
5038973376,7,1,2023
5016164608,2,3,1986
5079048983,2,1,2021
5023747337,1,1,2022
5014273217,2,1,2019
5087418499,2,1,2002
5044517204,3,5,2012
5068433446,6,7,2008
5003297871,3,8,1988
5067594135,1,1,2022
5037149589,1,1,2014
5014757173,1,4,2020
5091352442,6,1,2023
5087748462,2,7,2015
5102327878,4,1,2023
5050446004,2,1,2020
5013293574,2,3,2021
5101211503,4,2,2019
5023783393,9,1,2018
5101942297,7,1,2019
5068559525,1,1,1996
5046430508,1,1,2015
5045788661,3,10,2014
5053660198,1,3,2017
5101864458,6,1,2016
5025948917,5,6,2009
5060689339,3,1,2022
5089902495,4,1,2023
5040361745,1,2,2016
5007189054,5,1,2016
5067915781,1,1,2024
5014499112,1,1,2015
5048156859,1,4,2008
5046094158,6,1,1973
5101645951,8,1,2014
5051433673,1,4,2015
5025272729,4,2,1968
5065850229,3,1,2019
5031523829,2,8,2017
5067032311,1,1,2003
5032728535,2,1,2020
5082125013,5,3,2009
5066085855,1,1,2020
5064179326,2,6,2002
5052168476,1,1,2021
5028329389,1,5,2019
5003771617,3,1,2012
5058081611,1,1,2001
5045881005,3,4,2006
5046151704,2,1,1999
5078377293,7,1,2017
5017383315,2,7,2018
5068010275,4,1,1989
5073955677,4,2,2010
5058464820,2,1,2018
5103569896,1,1,2020
5084837478,2,3,2021
5103647158,3,2,1999
5024853945,3,4,2014
5092969602,1,1,2023
5011661762,2,1,2012
5023136706,5,1,2019
5075897693,6,1,2012
5061550633,7,1,2023
5033344739,2,4,2020
5102369563,1,1,2024
5074722445,1,1,2020
5102461815,1,1,2024
5030356190,4,1,2023
5036827289,1,1,1969
5030582814,1,2,2006
5000813200,1,2,1980
5101529699,9,1,2010
5080436957,1,1,2024
5103482172,2,1,2024
5100697096,5,1,2020
5023127618,1,1,1997
5042804916,1,1,2005
5067155109,3,3,2011
5053591884,6,1,1989
5024308921,2,2,2023
5039530529,1,10,2012
5031213103,6,5,2014
5026877099,2,1,2016
5018645653,1,8,2017
5091892139,1,2,2023
5077849983,2,2,1997
5040151069,1,4,2020
5100453732,4,2,2021
5084109058,3,1,2006
5019023903,1,1,2006
5092574234,1,2,2023
5012807834,1,1,2013
5039434849,2,1,2022
5079184685,1,1,2014
5005298001,7,1,2021
5019634484,1,6,2017
5048278036,2,10,2015
5043768405,1,3,2018
5087723951,8,1,2021
5041082117,2,1,2017
5105903446,1,1,1993
5102944824,1,6,2016
5041104244,5,5,2019
5091626680,1,2,2023
5001678043,1,1,2018
5071966405,6,1,2020
5077801162,1,1,2023
5006473717,1,2,2018
5077781673,2,2,2021
5072226600,1,1,2024
5002243126,2,3,2021
5034825979,1,7,2013
5094367738,2,6,1961
5101417710,3,1,2023
5003927368,7,1,2008
5008623824,1,3,2021
5059448508,1,1,2018
5100431852,1,5,2020
5044063367,1,7,2016
5049451549,1,5,2019
5101105438,1,4,2021
5046739057,3,5,2019
5079797753,3,1,2012
5052358448,1,10,2007
5019263840,1,2,2020
5037857790,2,1,1993
5010785314,1,5,2006
5008183428,2,6,2018
5081873024,6,1,2023
5006282700,5,6,1986
5075236904,1,1,2022
5014246590,1,5,2020
5008500895,6,7,1986
5024599558,7,3,2020
5034411283,1,1,2007
5030714801,1,2,2022
5091232513,2,2,1960
5105689025,1,1,2015
5102897627,1,2,2016
5096084287,1,1,2023
5103418554,3,1,2020
5094489537,2,1,2023
5025260300,1,1,2020
5005783190,1,1,2022
5057207599,7,1,2017
5035426462,4,1,2022
5062460732,1,1,2003
5055835940,1,1,2000
5032972381,2,1,1982
5022165983,1,3,2021
5000997981,10,1,2019
5106477790,5,1,2013
5046694860,2,2,2015
5032089776,1,10,2015
5004326038,1,9,2005
5076911120,1,3,2022
5034122329,4,2,2011
5073843764,3,4,2014
5103641130,1,3,1989
5087226769,3,1,2007
5085020600,1,1,2021
5006009976,3,3,2018
5070631977,3,1,2016
5075248094,2,1,2018
5082018603,5,1,2014
5094774553,1,1,1995
5065541067,5,2,2014
5015190872,1,4,2003
5024082067,1,1,1983
5067450410,1,6,2019
5084690088,1,2,1994
5086372725,1,1,1978
5053568657,1,1,2015
5040212352,3,7,2009
5073295244,1,1,2012
5028106900,2,9,2007
5057879270,1,6,2019
5005595463,3,1,2019
5031136030,2,1,2023
5087360512,10,1,1991
5062565069,1,1,2021
5091814002,2,2,2023
5073905082,7,1,1990
5057016063,1,1,2016
5100583164,5,1,2024
5038181919,1,2,2004
5040114178,3,7,2014
5027640241,1,8,1985
5082431943,4,2,2023
5025224833,7,5,2012
5048423877,1,1,2022
5085891849,3,1,2018
5033875361,1,5,2020
5063559951,3,4,2019
5009910199,1,3,2005
5063811512,5,2,2016
5017565518,1,3,2021
5078469245,1,3,2021
5066333305,3,2,2023
5038092611,1,1,2024
5048298920,1,1,2013
5045700275,2,2,2016
5022770959,2,1,2021
5055712465,6,6,2016
5029462945,1,1,2014
5082701295,1,1,2024
5027547634,1,9,2012
5028548467,4,1,2005
5011483980,1,1,2021
5087096037,6,2,2017
5034493215,9,1,2020
5071387702,2,2,1997
5036904542,1,1,2021
5011510354,3,1,2010
5038706026,4,2,2010
5031744001,1,5,2020
5063606519,6,1,2007
5067766391,1,1,2015
5077643807,2,7,1999
5055707166,1,1,2015
5076310054,2,1,1978
5030984678,2,1,2024
5070486928,2,3,2020
5103238553,2,1,2019
5087450312,4,1,2024
5041040032,8,4,1953
5100814775,1,1,2015
5055268159,1,1,2002
5044950146,2,2,2023
5076502958,2,3,2022
5025828759,1,3,2017
5082376833,1,1,2022
5103936103,2,1,2016
5082651022,7,1,2015
5022382495,5,1,1993
5076137369,5,7,1998
5063084227,2,1,2024
5084284304,2,1,1983
5069114387,7,1,2021
5011945608,2,1,2007
5060216768,1,2,2023
5004490354,10,1,2017
5090946611,4,1,2015
5005327540,1,1,2022
5035585354,2,1,2022
5024336943,1,7,2011
5103110333,5,2,1993
5065211472,1,1,2009
5088804227,2,1,2021
5028236638,1,1,2014
5046843586,1,2,2015
5071215401,1,1,2024
5004028521,1,3,2021
5034915709,1,2,2014
5025496438,3,6,1986
5032404987,2,1,2021
5081679150,5,1,2020
5036725641,3,4,2019
5080642124,1,5,2019
5090277750,5,2,2019
5018635849,1,7,2008
5089182853,3,5,2017
5071945504,6,1,1993
5076135222,1,3,2009
5088930337,1,1,2019
5057031290,1,2,2022
5009970095,3,7,2014
5029757555,3,2,2018
5035432808,2,8,1979
5041289401,1,1,2007
5015966963,4,1,2016
5026250416,6,1,2005
5069238172,1,9,2012
5076524985,2,4,2019
5081976276,1,1,2022
5076887314,1,2,2023
5050858475,2,1,2024
5100898944,7,3,2015
5081583538,1,1,2023
5031338759,1,2,2023
5013087602,1,1,1986
5048470025,3,1,2024
5101469110,1,7,2015
5037807322,1,2,2017
5072094536,1,1,2021
5019269750,1,1,2005
5008900185,2,7,2015
5020579457,7,2,1992
5007518431,1,1,2024
5040058318,1,2,2023
5005212018,1,1,2022
5020730826,2,1,2023
5069431812,3,4,2014
5015698518,4,1,2005
5040174340,1,1,2011
5049391867,4,1,2016
5048595945,1,2,2022
5055876394,1,1,2024
5016546909,2,1,2023
5075160886,8,5,1997
5056878569,1,5,1976
5003802561,1,1,2019
5052966806,1,5,2016
5067352271,6,1,2016
5081305579,1,4,2014
5052687032,1,5,2015
5103655729,8,1,2008
5082234121,4,2,2015
5036973137,1,2,2016
5070512156,1,3,2021
5006970882,7,2,2017
5023936171,2,3,2019
5084588752,7,1,2021
5033157514,10,2,2015
5009243617,1,1,2024
5027987685,1,1,2023
5102889642,3,3,1999
5003459729,7,1,2017
5062405386,1,1,2022
5083669395,5,1,2024
5012608574,3,1,2008
5046737797,5,5,2004
5090185446,6,6,1995
5034575796,1,4,1981
5008642469,3,1,2012
5016903603,1,1,2020
5092087633,3,1,2023
5086256975,3,6,2016
5042110124,8,1,2023
5031399705,2,5,2010
5078068788,3,2,2000
5102230963,8,1,2015
5020240022,3,1,2019
5086091216,8,1,2020
5009519622,4,1,2022
5014367676,1,1,2012
5090596838,3,5,2019
5062720990,1,1,2013
5102715712,1,5,2018
5010044667,1,1,2002
5069736556,1,4,2019
5102132690,4,2,2007
5039980037,3,1,1980
5007869944,1,7,2018
5053921488,1,1,2001
5046972416,3,1,1975
5078522482,2,3,2014
5019289431,3,6,2016
5019147177,4,1,2010
5053984210,7,1,1969
5015752932,2,8,2016
5042631139,3,1,2009
5083237199,2,5,2020
5038172177,2,1,2014
5040466849,9,1,2023
5009670560,5,1,2019
5100388611,4,6,2016
5060599904,1,1,2024
5014453059,1,2,2022
5042163661,3,1,2008
5076976234,1,1,2019
5007268349,3,2,1990
5014152459,5,5,2018
5029276111,1,1,2013
5020954746,2,1,2024
5022661904,1,1,2018
5103654381,2,1,2021
5101524586,2,1,2024
5003938730,9,1,2018
5054020208,2,1,2022
5011007941,2,8,2017
5015777447,1,3,2017
5018394987,1,1,2024
5101309538,2,1,2024
5017524157,3,1,1959
5045991454,2,1,2014
5101934549,4,1,2017
5030539204,2,1,2024
5087389035,2,1,2018
5102752647,1,3,2020
5073646085,1,7,2010
5022506941,7,9,1992
5042470928,2,1,2002
5069642074,1,3,2020
5070991038,1,2,2013
5036378209,2,7,1955
5085054012,2,1,2018
5070938890,1,1,2024
5008475400,2,1,2022
5067106717,4,1,2024
5055929684,1,1,2018
5062077629,1,2,2021
5070955357,1,1,1993
5051564584,3,2,2018
5102378135,8,1,2003
5066037530,1,4,2019
5006169948,9,1,2005
5049991449,2,1,2022
5020271209,1,8,2012
5078819536,3,2,2019
5057353865,1,1,2017
5080335629,3,1,2022
5000011443,6,1,2023
5069133898,6,1,2008
5078175722,1,3,2006
5020853245,4,3,2022
5001138493,1,3,1999
5074269895,1,3,2022
5069611208,6,2,2017
5032898633,2,1,2024
5074786478,4,1,2004
5061121126,1,2,2018
5057724709,1,4,2020
5061903176,6,1,2014
5007362498,1,1,2020
5076261073,8,1,2024
5042591071,3,2,2014
5064146636,3,2,2021
5040567474,2,1,2023
5066522225,1,1,2024
5083688995,6,1,2022
5016633003,1,2,1975
5023826826,1,1,2011
5045933994,2,6,2013
5054183094,2,5,2020
5106629874,2,1,2024
5050250809,1,1,2016
5044990811,3,7,2014
5084545518,5,4,2020
5012519758,8,2,2008
5084967741,2,1,2022
5076493796,2,1,2007
5053616498,2,2,2021
5103269226,2,4,2021
5075436878,1,1,2023
5063869993,1,2,2010
5012816009,4,1,2010
5031679573,1,1,2013
5010452498,1,1,1975
5038414834,2,1,2019
5100786531,7,1,2018
5057338675,2,1,2015
5081752355,2,3,2018
5091025020,2,5,2019
5102030793,9,1,2013
5069075306,1,1,2024
5022658095,1,6,2016
5034299152,1,2,2012
5071635170,2,5,2020
5103205655,2,10,2013
5016022942,1,1,2015
5009371087,9,2,2012
5100775467,2,6,2011
5003452055,2,1,2009
5045955097,6,1,2007
5078894222,6,5,2012
5026666281,8,1,2012
5042323495,1,5,2019
5021227452,2,1,2021
5068458170,1,2,2004
5075814846,1,1,1997
5070942183,4,2,1996
5100722339,4,2,2022
5056400980,1,6,2016
5015581012,4,10,1965
5015900008,10,1,2013
5101533651,1,5,2015
5000942708,2,7,2018
5032893667,3,1,2011
5039545157,1,5,2010
5058575752,4,1,2004
5059087430,1,1,2022
5068176294,1,9,1986
5102752239,8,1,2018
5101757183,1,1,2024
5009067578,1,8,1972
5100974436,1,1,2018
5035486765,1,3,2017
5041661203,1,8,2015
5031184248,1,6,2016
5030958397,1,6,2019
5019555226,1,5,2019
5085158988,3,1,2000
5100634526,7,1,2017
5068295672,3,1,2009
5089242470,3,5,1995
5010600660,1,1,2004
5030791463,6,1,2012
5034555547,4,1,2012
5021850946,5,5,2017
5067245164,5,2,2007
5003686159,7,1,1981
5010706052,1,1,2018
5060897635,2,10,1991
5085386600,1,1,2018
5067184333,1,7,2000
5003951471,1,3,2022
5034288392,1,3,2017
5055515651,1,3,2017
5067322530,3,6,2011
5026758067,1,2,1956
5033011212,3,3,2015
5050813908,3,1,2024
5068863732,2,1,2021
5067920854,1,1,2021
5077824875,1,1,2024
5102155247,3,1,2011
5008900345,1,2,2023
5067790284,6,1,1975
5018293197,1,9,2015
5033952792,2,3,1987
5103427690,2,2,2005
5017257448,1,1,2024
5058986429,2,2,2020
5033317069,3,2,2018
5090834577,1,4,2021
5042368692,3,1,2023
5085349150,2,7,1996
5047506504,2,1,2021
5055829204,9,1,2018
5065184270,1,6,1992
5063297795,1,6,2011
5083065922,4,2,2001
5040676825,1,1,2016
5103268412,1,3,2022
5065012192,6,2,2008
5072659431,1,8,2017
5044468057,1,1,2004
5006976801,5,4,1962
5011696962,1,1,2020
5038010429,2,1,2022
5038355935,1,3,2021
5051974056,2,3,2022
5101710888,3,4,2013
5007546007,1,1,2019
5067897634,1,3,1975
5018503156,1,3,2022
5080752699,2,1,2024
5027302281,2,1,1965
5037820928,2,1,2014
5002992454,5,1,2008
5021649247,1,3,2016
5037211796,3,2,2020
5087018494,3,1,2012
5048086046,1,2,2023
5018817828,2,3,2021
5102894855,9,1,2007
5062871429,4,1,2011
5053788358,1,1,2023
5087295738,1,4,2021
5073110762,2,1,2022
5001097667,1,5,2020
5028915114,6,1,2012
5080119491,6,3,2000
5052675926,1,6,2019
5048354784,3,1,2020
5077960260,2,1,2024
5050918642,1,3,2022
5102632674,1,1,2024
5102251484,2,1,2013
5088553223,2,2,2016
5047415697,1,1,2017
5064783198,1,9,2016
5059203743,1,6,2017
5082805294,2,1,2024
5051435165,1,1,1987
5079307155,1,1,2023
5076576391,10,8,2001
5006843269,1,7,2017
5100455892,4,2,2021
5037937273,4,10,2006
5004023101,2,1,2023
5060521313,1,3,2021
5045142019,2,1,1964
5044154004,2,1,2022
5053127058,7,1,1993
5048886876,4,1,2019
5102756532,1,4,2017
5091363070,1,3,2022
5082148470,6,2,1984
5044254606,3,1,2015
5073888281,1,5,2002
5041131023,2,1,2020
5031321827,5,2,2013
5080837870,1,5,2018
5009367327,2,3,2018
5101950829,9,1,2018
5018279465,1,2,1928
5048448974,2,1,2021
5018031899,1,2,2013
5080636298,5,2,2014
5036032762,1,4,2016
5101766632,9,1,2023
5021326097,1,1,1991
5068286571,1,2,1980
5028254978,4,4,2021
5061374931,6,8,2014
5043118576,1,1,2020
5045233721,1,9,1994
5005654595,1,1,2019
5036877531,3,1,2017
5075175091,1,1,2023
5081205940,3,2,2020
5032447576,1,1,2010
5045822295,4,2,2014
5023378010,4,3,1976
5074437776,3,1,2019
5069869738,4,1,2017
5102783852,3,4,2004
5023362025,2,1,1995
5063024509,1,1,2021
5069580200,1,3,2019
5070133821,7,1,2011
5089932996,2,1,2020
5021264180,2,1,2024
5060133759,2,1,2024
5022602694,6,1,2023
5050676772,1,3,2022
5048505708,3,1,2021
5039357949,4,3,2009
5050307818,4,2,2016
5091788586,5,1,2023
5003613285,1,1,2024
5085757910,1,2,2018
5094044643,1,1,2024
5100427750,2,6,2018
5033248996,2,4,2002
5050950767,1,6,2010
5044007060,1,1,2020
5069239906,2,1,2020
5076629660,2,1,2005
5041599685,6,1,2000
5097815829,1,1,2020
5012766127,2,1,2021
5042331043,1,3,2022
5034097461,5,1,2004
5075273087,4,8,2004
5101673238,1,2,2023
5052031832,1,2,2013
5016304388,5,2,2015
5069953702,1,1,2018
5078081721,1,3,2022
5077443031,9,1,2005
5047684804,2,2,2023
5074097338,5,2,2023
5090441063,3,1,2018
5006990020,4,2,2010
5005146304,1,10,2008
5003792169,2,1,2010
5071155951,1,1,2024
5101199835,1,1,2023
5041292715,1,2,2009
5069745125,3,4,2014
5023351266,1,3,2013
5034728773,1,2,2017
5019461091,2,1,2024
5024071784,1,1,1998
5063512499,8,5,2015
5105366688,1,3,2017
5059604984,1,1,2023
5089086727,8,1,1974
5032554486,5,1,1989
5076269724,5,2,2016
5055960611,6,1,2012
5024294856,1,1,2013
5057913124,1,1,2019
5046175455,1,1,2020
5050361667,10,1,2019
5010165591,1,4,2021
5039740233,2,2,2022
5082387383,1,1,2002
5073558791,4,5,1997
5008519884,1,5,2018
5027733537,5,1,2024
5050094732,1,2,2022
5062594858,1,5,2020
5067225523,1,5,2018
5061621727,7,2,2017
5047675023,1,4,2020
5034124800,1,1,2022
5071078964,1,10,2001
5017251508,1,1,1993
5048983679,1,2,2018
5013526533,6,1,2016
5016582168,1,1,2024
5047262827,1,1,2022
5078089423,2,4,2014
5003655845,1,1,2023
5044821365,3,1,1983
5100519357,2,1,2023
5000423152,2,1,1997
5006059992,1,1,2019
5057932861,1,9,2015
5068216380,2,3,2022
5039774845,3,5,2018
5080557133,1,6,2018
5046963415,1,7,2017
5098028167,1,1,2019
5034555955,7,1,2018
5073573756,1,1,2023
5050605935,1,1,2017
5090464534,2,7,2003
5027320298,1,8,2015
5088362694,1,1,1958
5022690218,2,1,2024
5006601672,2,5,1987
5055333842,1,5,2019
5103563321,7,1,2011
5054699238,4,2,2022
5070931070,1,5,2020
5076959351,3,2,2018
5087246065,2,1,2022
5069669806,9,1,2017
5069588014,1,2,2022
5075529208,2,2,2022
5027888324,1,1,2023
5012159600,1,3,2020
5069202278,4,1,2019
5103747561,4,1,2024
5102190309,1,5,2018
5018582741,1,9,2014
5036259503,3,1,2018
5063436510,7,1,1996
5098818094,2,1,2018
5035828219,1,7,1979
5033656136,2,2,2021
5049491048,1,2,1982
5007547889,3,5,2007
5007723326,2,1,2021
5078931147,1,5,2018
5014287011,1,1,2021
5037602679,2,1,2022
5081838815,1,4,2020
5006363720,1,3,2021
5053968414,3,1,2017
5006033595,1,1,2021
5053920145,1,5,2020
5088097619,1,4,2018
5003054080,4,1,2012
5085041876,3,1,2020
5042466362,1,3,2022
5073720959,2,6,2017
5081810966,7,3,2014
5012254348,7,2,2021
5005447145,2,2,1975
5032289572,3,1,2023
5077363260,1,1,2021
5023083489,1,2,2021
5065807030,4,1,2022
5086744382,1,3,2021
5103124169,1,7,2018
5015605428,1,1,2005
5061121498,1,2,2021
5023248120,1,4,1994
5056662455,3,1,2004
5003185073,5,3,1982
5057260264,1,1,2024
5088084812,1,4,2003
5103664004,5,1,2009
5043823497,1,9,2010
5004948749,1,3,2022
5055157657,1,2,2022
5075918273,1,1,2012
5001167509,2,1,2009
5028785669,2,1,2020
5039845088,1,1,2022
5104098907,1,2,2020
5100991086,1,4,2017
5033938932,3,1,2010
5013804656,1,4,2021
5094544147,1,1,1977
5021080730,2,4,1983
5001712898,2,1,1998
5060061976,1,9,2015
5039313055,3,1,2023
5065615043,5,2,2012
5085208080,1,3,2011
5006540161,1,1,2009
5031389027,2,3,1990
5082190817,1,1,2022
5076707662,1,1,2023
5100532591,2,1,2024
5074767895,1,4,2021
5039515824,1,3,2022
5033187582,2,7,2008
5001581760,3,1,1992
5101891457,2,1,2023
5101072956,1,1,2024
5019850690,1,2,2023
5079388914,2,1,2019
5049222029,4,4,2012
5031935060,3,1,2024
5013089881,9,2,2000
5063205590,1,3,2022
5103045068,4,3,1991
5042649916,2,2,2023
5003221471,9,1,2023
5072620871,3,1,2014
5004857310,1,3,2022
5025081631,8,1,1997
5060760184,3,1,2004
5022382768,2,2,2012
5067572021,1,1,2021
5059587982,1,4,2021
5039306381,2,1,2023
5095385795,1,1,2017
5081524211,1,1,2024
5073734776,1,1,1994
5068396891,1,6,2019
5025350602,1,1,2022
5100425651,7,1,2023
5049557804,2,1,2023
5031120116,5,2,2016
5100424801,2,6,2017
5087977944,1,2,2023
5041121693,1,1,2005
5049185751,2,6,2017
5043976050,3,4,2021
5058662960,1,4,2020
5054973679,1,1,1995
5012465182,8,3,2013
5001404058,1,2,2021
5017128385,1,1,2023
5037685395,1,3,2020
5070412959,1,1,2017
5046628393,1,6,2010
5004538219,9,1,2012
5065744708,2,1,2024
5073273587,2,1,2023
5031201657,2,1,1999
5103135187,3,4,2015
5066730449,5,1,1973
5029531652,3,1,2016
5055643857,1,4,2016
5088953025,2,1,2021
5013089884,1,3,2021
5013028677,7,2,2020
5068558466,1,4,2004
5050428053,5,2,2021
5101844855,7,4,2011
5092544272,1,1,2023
5029562369,1,1,2024
5088353263,4,2,2019
5009790421,2,1,2020
5065836246,6,2,2004
5031467237,2,1,2024
5104961300,2,1,2022
5017108079,1,8,2016
5043796974,1,2,2023
5104266939,1,1,2024
5033935723,1,4,2021
5012335585,2,4,2019
5062022721,1,2,2005
5032754651,1,3,2004
5101861638,1,4,2020
5090117227,1,2,2018
5023816203,1,5,2018
5039359128,1,1,2024
5014792066,1,2,2022
5103434528,1,1,2016
5044022094,1,2,2017
5072625423,1,1,1962
5088865576,2,1,2022
5008147216,8,2,1970
5038722586,1,1,2013
5100615913,6,1,2022
5075594899,3,1,2006
5041903044,9,1,2014
5101699311,2,2,2023
5075424515,5,1,2003
5101391415,4,1,2024
5010221186,1,4,2013
5068850521,1,2,2019
5011038541,1,7,1996
5062417151,2,8,2017
5061183962,5,1,2013
5046150066,1,2,2021
5089108902,1,4,2017
5023876396,1,1,2015
5061328229,2,1,1987
5102909989,9,1,2019
5015277485,5,2,2004
5100390582,1,1,2022
5000983980,8,1,2014
5008742147,8,1,2003
5049946270,1,1,2021
5101535311,3,1,2021
5034015295,3,1,2010
5088734703,2,8,1979
5014933943,2,1,1970
5076592335,3,3,2015
5082302065,1,2,1997
5101839295,9,2,2017
5045667365,2,6,2018
5087917836,2,1,2005
5053238653,8,1,2021
5013188314,3,1,2002
5062051122,5,1,2022
5084361943,6,1,2010
5030379197,8,3,2003
5059660618,4,6,2013
5044088482,1,5,2018
5039726737,2,1,2012
5082032521,1,3,2022
5075864626,5,1,1956
5054889373,2,5,2012
5045209764,1,2,1985
5056913610,2,4,2011
5023296372,4,2,2021
5053892346,2,7,1996
5030759212,2,1,1990
5078428149,2,2,2018
5027066590,2,3,2016
5094677819,1,2,2016
5065866825,1,1,2016
5036430313,5,1,2024
5008070937,1,2,2020
5000333532,1,1,2003
5031190584,1,1,2017
5100716168,1,1,2024
5041511416,1,8,2015
5020087205,3,3,2005
5027183798,1,2,2021
5068018033,1,5,2007
5100588949,1,1,2024
5100737582,2,1,2022
5070199293,1,1,2022
5088698108,1,1,2021
5080551103,1,1,2024
5065434581,1,1,2019
5033663719,1,1,2019
5037384397,1,1,2024
5098936806,1,1,2024
5088959312,1,3,2022
5035058197,1,1,2014
5046097365,1,4,2021
5103402541,2,5,1980
5046049984,6,3,2013
5035977700,1,8,2017
5064757353,1,7,2018
5040147637,1,1,2018
5004882560,6,1,2004
5083120371,10,3,2003
5010662959,1,1,1967
5084502092,4,3,2019
5042754991,1,9,2013
5002278534,2,1,2006
5071995180,1,9,2016
5022308696,4,10,2004
5014340929,2,1,2023
5003868907,3,1,2014
5006156783,3,4,2020
5088423805,4,1,2002
5017321283,7,1,1999
5053379154,1,4,2019
5019617662,2,1,2020
5082408879,8,1,2018
5042784103,2,1,2008
5100809546,1,1,2009
5034628071,1,2,2021
5030117294,1,1,2022
5026675105,2,7,2016
5095441813,1,1,2022
5105305394,1,1,2014
5062658530,2,3,2012
5034605694,1,1,2004
5065574584,1,1,1982
5053424176,1,10,2014
5103942123,2,9,1995
5013569592,1,1,2022
5100968861,6,1,2001
5101791768,8,4,2016
5003297921,2,2,2023
5024313310,1,2,2023
5023746796,1,1,2017
5062869294,1,4,2016
5037641301,1,5,2018
5090763874,2,1,2016
5036465077,1,3,2021
5072558449,1,1,2002
5102818049,2,5,2014
5088949669,1,8,2015
5068933994,1,2,2022
5028381731,3,1,2023
5035477980,1,1,2024
5014261615,2,2,2001
5037479481,8,1,2020
5103220945,2,1,2022
