source_id,alternative_title_seq,alternative_title
2764483573,1,AJCC
176685597,1,Cuadernos del Centro latinoamericao de economía humana
4210219110,2,Geldanlage und Steuern
4210204107,1,JBSHA
2738823100,1,Ateliers
4210216449,3,Journal de la Commission de l'Union africaine sur le droit international (CUADI)
4210213757,1,Jurnal Magister Manajemen
2764610345,2,Contemporary film studies
4210228456,1,The UN Women discussion paper series
140551370,1,CQ
4210169418,1,Planning & design
89102014,7,Internationale Politik (Köln. Global ed.)
4210169912,1,SAFERE
993530911,3,Journal of higher education
4210192551,1,Jornal Brasileiro de Nefrologia
4210187704,1,Clinical hematology & research
4210194105,1,Springer series on epidemiology and health (Internet)
131720508,1,JDD
4210204913,2,Daolu gongcheng xuebao (Yingwen)
4295686,2,Mathematics
4210182116,1,Asia and Africa today
4210202362,1,"Collection ""Ritus et artes"" (Turnhout)"
4210187056,1,Transactions on edutainment (Print)
940755413,3,Ezhemesiachnyi zhurnal
4210187798,3,Utbildning och demokrati
2765004361,1,IJODR
2764685788,2,Health care financial management
4210195257,2,MOJSM
4210191359,1,Journal of Southwestern anthropology and history
4210231313,1,IJHLS
4210194950,1,JOEEL
4210240151,1,JAIS
4210170566,1,JEMSS
4210181109,2,"Studies in communication, Media"
4210238955,2,Archives in biomedical engineering and biotechnology
4210185344,1,IJPCS
2765065537,1,EJPM
4210175462,1,International journal of sanitary engineering research
136200794,2,Forstwissenschaftliches Centralblatt vereinigt mit Tharandter forstliches Jahrbuch
4220651357,1,JPNS
4210178787,1,TOORJ
4210238665,4,Studia historica. Historia moderna
2764821879,1,JIMS
4210205940,1,Časopis Pedagogickej fakulty Trnavskej univerzity v Trnave
4210183320,1,Revista jurídica de economía social y cooperativa
2764357682,1,Home energy magazine
2764692257,1,Michigan State University College of Law international law review
102399824,1,Quality & quantity
175466255,2,JIDC
4210206766,2,Science-practical rheumatology
101091692,1,I.E.E.E. technology and society magazine
4210191467,1,Jurnal Ilmu Hukum
4210216040,1,History & the boundaries
154387379,2,IJSCD
4210187905,2,Jurnal Desain Komunikasi Visual
4210181792,1,BJoST
4210212297,2,"Mìžnarodnij naukovij žurnal ""Ìnternauka"". Serìâ Ûridičnì nauki"
2764384046,1,Journal of Korea design knowledge & industry
4210212555,1,Journal of Adnan Menderes University Medical Faculty
2764578774,1,Acta Gosspii Sinica
4210237517,1,Journal of the Thornton Wilder Society
4210224310,1,Čálaráidu
4210188621,2,Arthropod systematics and phylogeny (Internet)
4210206227,1,Jurnal Hukum Perdata Islam
4210215926,3,Tierärztliche Praxis
2898542147,1,Annals of vascular surgery (Ed. española. Internet)
4210232618,1,Keimyung med j
4210189698,1,Early modern cultural studies series
127936299,1,"BJPsych,"
4210184211,1,National Student Speech Language Hearing Association journal
4210175661,1,Revue Tocqueville
4210175237,1,Al-maǧallaẗ al-miṣriyyaẗ lil-’lūm al-biīṭriyyaẗ
2764406891,2,Online journal
28614077,2,Genomics
4210173543,1,New university. Economics & law
4210216587,2,Sociedad Española de Medicina Rural y Generalista (Ed. impresa)
4210188497,1,Journal of Islamic Economics and Business
4210195400,2,Jurnal Penelitian Bahasa dan Sastra Indonesia
4210200869,1,Naukovij časopis NPU ìmenì M.P. Dragomanova. Serìâ 14. Teorìâ ì metodika mistecʹkoï osvìti
38495778,3,JTWC
4210192693,2,OAJCAM
4210172457,1,IJUBI
2764551740,2,Journal of pure and applied sciences
4210202849,1,Culture et communication. Série medias
84712792,1,Int. j. system of systems engineering
4210209257,1,JMR
180513649,1,Consulting psychology journal :
4210177012,4,ZPol. Zeitschrift für Politikwissenschaft (Online)
4210199657,1,ITIVBL
198805599,2,Mechanisms and robotics
4210167590,2,Jurnal Akuntansi dan Manajemen
4210170757,2,National academic journal of architecture
75532096,1,"Hepatic, pancreatic and biliary surgery"
146344,1,Journal of marriage and family
4210223815,3,Korean journal of bigdata
4210224404,2,Journal of Volgograd State University. Economics
4210237535,1,Herald Scholarly Open Access journal of cardiology
117727964,3,Institute of Electrical and Electronic Engineers journal of selected topics in applied earth observations and remote sensing
4210169428,6,SourceOCDE. Statistiques des services
2756093131,1,Chinese Journal of Microbiology and Immunology
4210218102,1,Jurnal Seni Budaya
4210168722,1,Revista da Universidade da Força Aérea
4210168533,2,Archives of neurology and psychiatry
4210168317,1,Springer proceedings in physics (Print)
180931821,1,Taiwanese journal of obstetrics & gynecology
4210185522,1,Scientia Sinica
4210192481,1,Journal of Faculty of Social work for Studies and Social Research
169477635,2,Japanese journal of Oto-Rhino-Laryngology
4122505,1,Pharmacopsychiatry (Stuttgart. Print)
4210241176,1,Jurnal Pengabdian Kepada Masyarakat
4210232283,1,Bio-Materialien (München)
4210229733,1,AIMS Biophys
4210194063,1,Vestnik
4210191041,2,T-CYB
4210191694,2,Soci@lCommunication
4210207249,1,Mathematics of the Union of Soviet Socialist Republics. Izvestija
128368299,1,MSSP
187348256,1,PSPB
4220651151,1,Contributions from the Gray Herbarium
2764849351,5,Exploitation Problems of Machines
4210189478,1,PTSE
4210200901,1,Practices of subjectivation
4210219034,3,SJCMS
4210218899,1,Pedagogika ža̋ne psihologiâ
4210201685,3,"European university studies. Series 40, Communications"
4210217512,1,La revista de la Facultad de Ciencias de la Ingeniería de la UTEQ
4210185406,1,IDRT journal
4210223781,2,Journal of Agriculture and Development
4210223488,1,Advances in European politics
4210181802,1,IJECS
4210214735,1,"Language, Communication, Information"
2764455000,1,IJE
4210220372,4,Gamtamokslinis ugdymas bendrojo ugdymo mokykloje
4210234999,2,Uludağ bee journal
2489075544,1,CEJEM
2764849861,1,Brazilian English Language Teaching Journal
4210190414,1,Escritura y pensamiento (Impresa)
2764639479,1,IJMH
4210207642,4,Pharmacology & translational science
95464858,1,Journal of the Econometric Society
4210183006,1,Groups in addiction & recovery
48878068,2,JCSM
4210213002,1,Journal of educational management and social sciences
2764694159,1,Sagtevrugteboer
4210220043,2,WEI proceedings
4210191331,1,Journal of islamic religious instruction
4210188557,2,SEAMEO Regional Centre for Archaeology and Fine Arts journal
4210202676,1,TJMER
4210223242,2,Transportation and Logistics Conference
4210230384,3,R & L
4210174598,1,JOD
97626889,1,Public Library of Science clinical trials
167074060,3,Journal of economic and social geography
2764765116,3,Int. j. biochem. mol biol
2764691693,1,Bulletin
4210181391,2,Koya University journal of humanities and social sciences
4210217195,1,JES
2764447064,1,U.S.F. L. Rev.
4210168637,3,Transactions of the SDPS
2764462337,2,Proceedings of the ... International annual meeting IASH ...
4210221274,1,Menedžer zdravoohraneniâ Respubliki Kazahstan
112692561,1,Institute of Mathematics and its Applications journal of Mathematics applied in medicine and biology (Online)
4210189356,1,JLSR
4210191753,1,Jurnal Media Ekonomi
125615467,1,FG
2764520422,1,JDSGT
4210172342,1,Jurnal Agribisnis Kepulauan
4210236102,1,NCOAJ
4210211125,1,Journal of anesthesia
2764428698,2,Heritage in the digital era
2482167115,2,Institute of Electrical and Electronics Engineers journal of the Electron Devices Society
2764751247,2,AUMJ
4210169146,1,PJR
2764856173,2,Design technology teaching
2755904617,1,"Clinical pharmacology, therapy and toxicology (1980)"
1250460,1,Japanese journal of forensic science and technology
4210230480,1,Transactions of the I.R.E. Professional Group on Broadcast & Television Receivers
2764750696,2,WFR
4210239134,1,Çukurova University journal of The Faculty of Engineering
4210233302,5,International journal of environmental sciences
4210170107,3,Rivista svizzera di scienze dell'educazione
4210230701,1,Review of The Faculty of Divinity
4210204989,1,International finance discussion paper series
4210199784,2,İGÜSABDER
2737623126,3,Mother and baby in Kuzbass
4210202306,1,KTU-IAD
2898477343,3,Journal of Nursing and Social Sciences related to Health and Illness
4210167965,3,European Community private law review (Internet)
4210172184,1,Jurnal Ilmiah Komputasi dan Sistem Informasi
4210229596,1,TLIST
4210183972,1,Adv. genet.
4210222908,1,JITE
181779256,1,DP
4210200417,1,Journal of neurology
4210181177,1,Jurnal ALU
4210187039,2,Tratado de medicina interna Medicine
4210223402,2,MV&Z
118940750,1,Pediatrics in review online
4210179980,1,JIM
4210177116,1,Kajian Pendidikan dan Ekonomi
4210204841,1,"Berkala Hasil Penelitian, Gagasan Konseptual, Kajian, dan Terapan Teori"
4210175878,1,JSM
4210194331,1,Bioeconomics and agrarian business
119771102,1,International journal of language and communication disorders
4210177015,2,Seminar papers ... annual meeting
47246245,2,"Science, technology & society"
4210201195,1,Comparative and International Education
4210174178,1,RIMA
4210219057,1,IJHR
4210230987,2,APIN
173331177,3,Revista de economia aplicada
4210227037,1,Revista Scientia Tec
4210218829,1,Journal of Korean Literary Criticism
2739059571,2,"International journal of recent contributions from engineering, science and information technology"
91467520,2,Journal of computer documentation
4210212558,1,Indicateurs de l'industrie et des services
4210180418,1,International Association of Multidisciplinary Research international journal of health education
4210190465,1,Jurnal Pendidikan Bahasa Arab dan Kebahasaaraban
4210212082,1,System Familie (Print)
100827509,3,Revista boliviana de ciencias sociales
4210185311,2,JTSCB
82504447,2,Journal of the Czechoslovak Oriental Institute
4210204624,1,GJPSA
4460436,2,Reading and writing quarterly.
4210192321,3,Radicalhousingjournal
162384186,2,JAF
2764705226,1,"Visual computing, devices & communications"
124154549,1,International multiple sclerosis journal (Online)
4210239787,1,Dilbilim dergisi
4210223029,1,Neurology research and surgery
4210172706,1,Collection Épiméthée
2765064960,3,Interdissiplinêre Tydskrif van die Technikon Vrystaat
49321836,1,ADHR
2764677385,1,"Soil science, agrochemistry and ecology"
172319488,2,Brain structure and function (Print)
4210206431,1,UJPIR
153307584,3,CJOT
4210238224,1,IJESEE
2736691662,2,Revista de saúde ambiental
135539873,1,POQ
4210228957,1,IGI
4210200077,1,Financial  law and management
4210228877,4,Certified nursing education.fortbildung (Internet)
4210198032,2,Vestnik
4210190837,4,Journal of vacuum science & technology.
4210179464,1,JMARI
2756314272,1,Anatolian journal of cardiology
2764899252,2,Journal of neurology and neurophysiology
4210212223,3,East European scientific journal
4210209505,1,South Valley University International Journal of Educational Sciences
191782446,1,IJISP
2756004672,1,JACM
4210236877,1,Jurnal Komunikasi dan Penyiaran Islam
4210234902,2,CLS
172929737,4,Embedded and real-time communication systems (Online)
4210206623,1,FET
4210193847,1,Journal of History of History in Korea
4210176307,1,Advances in geochronological science
4210171289,1,Jurnal Manajemen Bisnis Syariah
4210238601,1,Biochimica et biophysica acta (BBA) - General subjects
2764873337,1,IJNAA.
4210235869,1,"3; Jurnal Ekonomi, Manajemen, Manajemen Dan Akuntansi STIE Wira Bhakti"
2764581404,1,Korean Journal of Counseling
4210174931,2,Etudes économiques (OCDE)
4210176017,2,"Himiâ, fizika i tehnologiâ poverhnosti"
4210184097,1,Journal for human rights
4210215059,1,Qualitative Social Sciences
4210236875,1,Juspi
4210193854,3,Deutsche entomologische Zeitschrift (1998. Print)
2737580510,2,Journal of the Association for Anthropology and Gerontology
2764597451,1,Austrian journal of hypertension
4210219655,1,Brazilian Journal of Management & Innovation
4210219802,1,Duhovno-intellektualʹnoe vospitanie i obučenie molodeži v XXI veke
82722058,1,Journal canadien de physiologie et pharmacologie
4210183137,1,"Somanlu, Revista de Estudos Amazônicos"
191822538,1,THS
4210186293,3,XLinguae.eu
129664799,1,Policy and society
90816027,2,Men's health
4210178667,6,"Lecture notes in physics. New series m, Monographs (Internet)"
126021079,1,Sport finance
20330309,1,Zeitschrift für interdisziplinäre Frauen- und Geschlechterforschung
4210173576,1,JOSRE
4210238121,1,"Psychology, society and education (Print)"
134927685,1,International sportmed journal
2764814327,1,Chinese Internal Combustion Engine Engineering
4210229139,4,SHOLE . Ancient philosophy and the classical tradition
4210190943,2,Vestnik SPbGU. Prikladnaâ matematika. Informatika. Processy upravleniâ
147265922,1,CompSoc
4210186117,2,Memoria sobre la situacion socioeconomica y laboral de la Comunidad Valenciana
4210187485,1,Éducation et didactique
4210214650,1,Nuclear medicine
4210191128,1,"Jurnal ilmiah sosial, hukum, budaya"
4210189393,1,JIK
4210169546,2,Korean Journal of Pediatric Infectious Diseases
4210218128,1,Journal of sports and exercise psychiatry
4210199743,1,ODjAR
4210220878,1,Appl Neuropsychol Adult
4210175534,1,Financial and credit activity: problems of theory and practice
4210228300,1,Bulletin des études africaines au Canada
4210214351,1,Jurnal Ilmiah Studi Keislaman
2765035044,1,African conflict and peacebuilding review
4210168596,1,Al Mağallaẗ al-maġāribiyyaẗ li-l- ՚ iqtiṣād wa al-manağmant
4210201625,2,Al-Basit (Albacete. Ed. impresa)
4210208943,1,QE
4210189249,1,Aplikasi Rancangan Teknik Industri
2764560924,1,"Crime, history and societies"
2764961542,2,International journal on orchidology
4210235176,1,JISTM
89810177,2,TOCSJ
4210190385,4,British and Irish studies in German language and literature
4210184963,1,Getuigen. Tussen Geschiedenis en Gedachtenis
167060231,1,Acta microscópica (Caracas)
4210214262,1,Journal of information and communication technologies standardisation
4210168676,1,"Collection ""Textes et études du Moyen Age"""
4210208270,1,Yearbook of the Beast Fable Society
4210221165,1,Reihe germanistische Linguistik. Kollegbuch
2764429468,1,EP & P
4210202854,3,Recherche & formation (Lyon. Imprimé)
2764381730,1,RJOAS
8087957,4,IJMHCI
4210229662,1,Jurnal Sain Olahraga dan Pendidikan Jasmani
4210183635,1,IJAFS
4210192984,3,Laboratoriumsmedizin
4210240613,1,Jurnal lembaga keuangan dan perbankan
2764552731,1,Gaming research and review journal
4210188142,1,Ploutarchos
4210215849,1,JRSE
11454955,1,Rapid alerts to news on drugs and drug therapy
4210219830,3,Journal of applied multimedia
4210168924,5,"Zeitschrift für Naturforschung. A, A journal of physical sciences (Print)"
4210176221,1,Jurnal Linguistiks Terapan dan Pendidikan Bahasa Inggris
4210170409,1,Jurnal Pendidikan Sains Biologi
4210221471,1,EMC. Techniques chirurgicales. Chirurgie vasculaire
4210180844,3,Urban construction theory research. Municipal engineering
4210209477,1,Journal of Natural Sciences
4210226792,1,IJIOE
2764452219,1,TE
4210232193,1,Collection Architectura moderna
4210219934,1,Revista de historia moderna. Anales de la Universidad de Alicante
4210207528,1,JoALLS
42032724,3,Social insects
4210180490,2,"Publications universitaires européennes. Série 3, Histoire, sciences auxiliaires de l'histoire"
4210237083,1,SEAS
4210183314,2,"Publicatio UEPG. Exact and Earth Sciences, Agrarian Sciences and Engineering"
4210233148,1,Research in Mathematics Education
4220651785,1,Jurnal Manajemen Pendidikan dan Keislaman
4210228201,1,"Health communication, the official journal of Korean academy on communication in healthcare"
33209994,1,American Society of Civil Engineers journal of composites for construction
4210213465,1,Agricultural strategy paper
4210186241,3,Bulletin of the Japanese Society of Scientific Fisheries
4210215535,1,MJCSR
63831852,1,WMHP
4210172132,1,Intereligious studies and intercultural theology
2764800568,2,Osaka Keiei Daigaku Chūshō Kigyō Keiei Kenkyūjo shohō
100062655,1,"Psicologia, Teoria e Pesquisa"
4210238698,2,Jurnal Ilmu Pengetahuan
63368048,1,International journal of multiscale computational engineering
4210206464,1,IJOA
4210168500,1,Qixiang xuebao
4210233660,3,The Russian public opinion monitor
67216020,1,Urology
4210221073,1,IJAAR
2738054813,1,TNL
4210192914,2,Fiziologičeskij žurnal
4210232236,1,Jurnal Ilmiah Farmasi
4210205473,2,Vestnik Dnepropetrovskogo universiteta. Seriâ: Menedžment innovacij
4210177408,1,Journal of Law Research
2764702794,1,UEG journal
4210177979,2,Deutsches Institut für Bautechnik-Mitteilungen (Internet)
32918732,4,IEEE industrial electronics
4210170209,1,AJRS
11146949,1,Smart materials and structures
2764620878,1,"Aufklärung, Revista de Filosofia"
37854452,1,IJTP
4210233669,4,Symposium on Security and Privacy
4210209864,1,Signal and data processing
195556561,2,Journal of the American College of Cardiology. Cardiovascular interventions
4210173298,1,The Siberian journal of clinical and experimental medicine
85490461,1,Plant sciences
4210201953,1,Philosophical studies Ireland
13941947,2,Journal of medical physics
4210238571,1,Revista de investigación
4210198096,1,East African Scholars journal of biotechnology and genetics
3852771,1,Ethics and human research
4210168394,1,PAyDS
4210178853,1,IJDM
4210210953,1,Society of Economic Geologists discovery
970991218,2,Energy-safety and energy-economy
117907294,1,MFJ
4210208605,1,Korean Journal of Oral Anatomy
4210197260,1,Jurnal Psikologi
110520077,1,J. algorithms
2765076859,1,JGE
89474686,1,CCC
4210209748,1,BAID
59537196,2,Institute of Electrical and Electronics Engineers computer applications in power
4210209565,3,Sbornik publikacij mulʹtidisciplinarnogo naučnogo žurnala «Arhivarius» po materialam ... meždunarodnoj naučno-praktičeskoj konferencii «Nauka v sovremennom mire»
4210233874,1,"Vestnik PNIPU. Èlektrotehnika, informacionnye tehnologii, sistemy upravleniâ"
4210189396,2,JALHSS
4210173291,1,BB
4210190895,1,Jurnal pemikiran dan hukum Islam
11800902,1,Postgraduate medicine online
2738940876,2,Jurnal Ilmu Manajemen dan Organisasi
173737931,1,Journal of ethnic and cultural diversity in social work
4210204849,1,JDAH
4210170488,1,Selcuk J Agr Food Sci
2764498754,3,Geological Society of America field guide
4210222420,9,Ouest-France (Éd. de Brest)
102381586,2,Journal of Korean powder metallurgy institute
4210238584,1,"Journal of Islamic Economics, Finance, and Banking"
4210233684,1,Jurnal Ilmu Manajemen
2764506891,1,Biomedical Engineering and Clinical Medicine
4210184243,1,Red más ER
2764796547,1,ETMR
4210180923,1,Protein research and bioinformatics
4210191581,1,Journal of health care
4210172175,1,Naukovì zapiski z ukraïnsʹkoï ìstorìï. Zbìrnik naukovih statej
4210218393,1,International Institute of Welding collection
143149996,3,Current congress exklusiv
112686501,2,Dijiteol kontenteu gisulgwa eung-yong gukje jeoneol
4210184838,1,The scholar
4210204774,1,HJS
4210209135,1,JMD
4210191458,4,AAAI conference on artificial intelligence
4210215723,1,Automobiltechnische Zeitschrift-Produktion worldwide
4210195039,4,[i2] Investigación e innovación en arquitectura y territorio
2737651428,1,Natuurwetenskap en tegnologie
4210226940,1,Jurnal pengabdian kepada masyarakat
35369596,1,Psychol assess
2764739176,1,ACS biomaterials science and engineering
4210216947,1,"IADVL, Kerala"
4210222200,1,Eurasian journal of management and social sciences
2764979187,1,China Tropical Medicine
4210234166,1,Memorias del IICS
4210203048,1,OJAP
166989785,1,"Library collections, acquisitions and technical services"
4210240521,1,VAMP
119470311,1,JWSR
2739237874,1,"GeSec, Revista de Gestão e Secretariado"
4210224017,2,Jurnal pemikiran dan pendidikan Islam
4210174032,4,C and A
4210215679,1,Agrártudományi közlemények (Debrecen)
75230894,1,Cognitive & behavioral practice
4210207249,2,Mathematics of the Union of Soviet Socialist Republics - Izvestija
135184319,1,Photonics
4210212975,1,PRM
4210225232,1,The Community Engagement Journal
4210190923,1,ATEE journal
203561959,1,Monitor biotechnology and development
4210210174,1,Cartography and Geographic Information Science
4210176165,1,Nihon Uma Kagakukai Zasshi
2898196132,1,Gynécologie obstétrique fertilité et sénologie
2738105856,1,Economic and finance in Indonesia
2765031577,4,Journal of N.D.I
4210202425,3,JCO Oncol Pract
4210175943,2,Am. Indian Alsk. Native Ment. Health Res.
2764785891,2,IAJD
80269314,1,Child and adolescent psychopharmacology news
4210230668,1,Anthropology
4210170620,1,IJIREV
39839259,1,International Federation of Library Associations journal
5370977,2,JMAA
4210209073,1,Design
4210226576,1,Foothill and mountain agriculture and stockbreeding
2898501490,1,EUO
4210230152,1,Integrated series in information systems (Print)
4210209683,1,Jijil dongmae kgyeonghwa hakoe
2947334459,3,Zosenkyokai Rombunshu
4210219570,1,Dirençlilik
4210169040,1,Studies on Medieval Monastic Life
4210187015,1,Acta
4210223347,1,"Eurasian union of scientists. Series: technical, physical and mathematical sciences"
44167674,1,Pediatric psychology
4210174859,1,Energy technology perspectives. Scenarios and strategies to 2050
4210178019,1,Japanese journal of food microbiology
979593195,5,N.C.J.L. & Tech
4210229230,1,Tehničeskie nauki i innovaciâ
4210198469,2,Orthopädie und Unfallchirurgie up to date (Internet)
2736744186,2,Jurnal fisika dan aplikasinya
2754263922,2,PPAD
4210229862,1,International journal of philosophy and theology
2764825072,1,PHA
4210169131,1,"Cass series in Israeli history, politics and society"
4210240634,1,International Academic Forum journal of the social sciences
4210169321,3,Reservoir evaluation & engineering
2764584101,1,IJH
4210205217,3,Pixel Bit
138679565,5,Psychonomic bulletin and review
4210184693,1,Morphology
2764744067,1,Journal of the Textile Machinary Society
992319950,1,Documentation politique internationale
9871798,1,EBOR
4210214135,1,A Journal for Critical Thought
4210186583,1,TUJNS
4210238170,3,Medical journal dermatovenerology and cosmetology
4210190224,2,Al-Maġallaẗ al-Miṣriyyaẗ li-l-Biyūlūġīā al-Taġrībiyyaẗ. al-Nabāt wa al-Ḥayawān
4210178930,1,SCYE
4210200149,2,JAAOS global research & reviews
189694085,3,Institute of Electrical and Electronics Engineers sensors journal
4210209396,1,Revista de investigação e inovação em saúde
4210170678,1,Jurnal Penelitian dan Kajian Pendidikan Islam
4210205215,1,Suid Afrika tydskrif vir menslikehulpbronbestuur
964135162,1,Archiv für Fischerei- und Meeresforschung (Print)
4210170852,3,Patrick Moore's practical astronomy series (Internet)
4210168385,2,CRC series in nutrition in exercise and sport
2737199380,1,Scientific Journal of Riga Technical University
4210203483,1,Journal of Oriental Studies Research
4210174292,1,Jurnal Informatika
2738755217,1,Journal of Birjand University of Medical Sciences
4210239562,1,MBB
4210172582,1,Bulletin du CEDEJ
2477730969,2,An international journal of water and waste water treatment and biofouling
4210238543,1,Pegada
55509983,2,Chemistry of natural compounds (Internet)
4210235054,2,Zeitschrift für Management (Print)
4210177995,1,AJPST
4210182947,1,Cuadernos - Centro de Estudios en Diseño y Comunicación. Ensayos
4210170472,1,Online-Magazin Ludwigsburger Beiträge zur Medienpädagogik
111610012,1,IJVNV
4210189292,1,IOJNAY
4210177925,1,Revista Científica do Centro Universitário de Barra Mansa
2764607025,1,Chinese Journal of Thoracic and Cardiovascular Surgery
4210198152,1,Le Bulletin
4210235232,1,Feddes Repertorium. Beiheft
4210201859,3,Alʹ-Farabi
4210232227,1,Medical law
2764946486,2,Ryūkoku Daigaku Shigakukai kaihō
204225869,1,HJC
4210203434,1,Agricultural Science and Technology Journal
4210208415,1,Culture Management
4210175955,5,Bulletin of Atyrau University
4210225538,2,sihmāhī taḥqīqī majallah
4210198964,1,Russian agricultural science
4210174097,1,BJSER
99068972,1,Canadian journal of emergency medicine
4210206673,1,Journal of defense studies and resource management
4210235380,1,The Academic Journal of Contemporary Commercial Research
4210218227,1,Tomsk State University journal of cultural studies and art history
4210170919,1,Jurnal Agama Hindu
121038253,1,JOSN
4210192371,1,Jurnal studi hukum islam & pendidikan
4210226325,1,East
97897396,4,Zeitschrift für Kristallographie. New crystal structures (Internet)
4210215835,1,Jurnal Inovasi Pendidikan Kejuruan
4210174735,1,Radovi Zavoda za hrvatsku povijest
2739009352,2,"Balkan Cities Association of Nephroology, Dialysis, Transplantation and Artificial Organs Journal"
2754100672,1,"Pediatria, Rivista d'Igiene, Medicina e Chirurgia dell'Infanzia"
4210228166,1,The Korean journal of health education
2764460725,3,"Transactions of the Institute of Electronics, Information and Communication Engineers. Section J-A"
2764748988,3,Xi'nan Nongye Daxue xuebao. Ziran kexue ban
2764881767,1,PPP
4210168996,3,Jikken Dobutsu Iho
4210169405,1,Journal
4210196511,1,Forstwissenschaftliches Zentralblatt und Tharandter forstliches Jahrbuch
4210207738,1,Gardens and Landscapes of Portugal
4210199072,2,Jurnal Pemikiran dan Penelitian Psikologi
4210195771,1,DHZ (Print)
4210185933,1,Interdisciplinary studies in the humanities
4210195617,2,Jurnal kajian teknologi pendidikan
4210198390,4,RA
2735316389,1,Case reports
2765071679,1,CTM
125957187,2,PDP
4210216745,2,Anesthesia and intensive care medicine
4220651720,1,Jurnal Manajemen
2764934092,1,Sound Recordings Group newsletter
87530196,1,Il Nuovo cimento. C
4210170782,1,BEduManageRs Journal
4210236742,1,Ukrainian interventional neuroradiology and surgery
4210218041,3,HPHR
4210203034,1,Asian trade risk management
148418319,1,CNS and neurological disorders. Drug targets
121734596,2,Studies in Russian & Soviet cinema
4210191909,1,Information theory magazine
4210210979,1,Kibernetika i kompʹûternye tehnologii
4210239929,1,Medical immunology
4210234133,1,Proceedings of the ... joint meeting of the European Frequency and Time Forum and the IEEE International Frequency Control Symposium
2764646078,1,ALJ
2737068255,1,ABS
4210206187,3,Achievements of clinical and experimental medicine
4210241175,1,AIMM
4210238370,1,Anthology of essays by Faculty of Dramatic Arts
4210212897,1,"UED Journal of Social Sciences, Humanities and Education"
169751677,2,KJMM
124099097,1,Zhongguo huaxue qianyan
2764642793,1,I.L.M.
2736872681,1,ReiDoCrea
4210174707,1,JSR
142063916,3,Zeitschrift für deutsches Altertum und deutsche Litteratur
70371499,1,J. of A.C.H.
186893535,1,Journal of philology
4210173749,1,"Mengkaji doktrin, pemikiran, dan fenomena agama"
4210207194,1,SLR-M journal
4210206638,1,Revista de geografías y ciencias sociales
4210186239,2,Annual IEEE Semiconductor Thermal Measurement and Management Symposium
2736835521,2,Kontrolʹ nad tabakom i obŝestvennoe zdorovʹe v Vostočnoj Evrope
199941106,1,RFD
2764742359,2,Transactions of the Institute of Electronics Information and Communication Engineers..
2765002925,2,CJEAP
4210172055,1,IJB
4210190994,2,Journal of mechanical engineering
4210234682,1,continuous Medical Education Journal
4210168808,1,Association of American Geographers newsletter
4210218660,2,Encyclopédie médico-chirurgicale radiologie et imagerie médicale. Principes et techniques radioprotection
4210203822,1,AMEJVP
2914221356,2,Journal of the Acoustical Society of Korea
141724154,2,Journal of terrorism research
4210189075,1,Journal of Music Research and Composition
4210211034,1,Jurnal study keislaman dan ilmu pendidikan
4210223057,1,Jurnal Ilmu Hukum dan Konstitusi
4210167538,3,Hals-Nasen-Ohren-Informationen
4210178212,1,Journal of Korean Society of Computed Tomographic Technology
103271999,1,REPL
4210213814,1,Anglophonia
2738703538,1,Journal of Educational Social Studies
2737735205,2,"Annals of the photogrammetry, remote sensing and spatial information sciences"
4210203577,2,JUBH
4210203409,1,JO
145930022,1,E.C.D.C.
4210218727,1,Recueil des sentences arbitrales - Nations Unies
947082885,3,HuV
4210237308,1,Remedial education
4210237305,1,La Revista Técnico - Científica de la FIE
4210229285,1,Bulletin of Taras Shevchenko National University of Kyiv. Sociology
90027464,1,Journal of time series econometrics (Online)
4210233593,1,Galactica media: journal of media studies
2477777830,1,I.J. information engineering and electronic business
4210233656,4,"Studies in Arabic language, literature and thought"
2764748262,2,Operations Research Transactions
4210179511,1,AJoTIR
4210181237,1,Les impôts sur les salaires (Ed. bilingue. Imprimé)
4210221194,1,Sci et sec
4210222129,1,Jurnal Elektronik Biologi
2764852337,1,Journal of the Tokyo Dental Association (1986)
4210224581,1,JCSE
4210211575,1,Problemy sovremennoj nauki i obrazovaniâ v Centralʹnoj Azii
4210219935,2,Journal of the Textile Machinery Society of Japan (Nihongo-ban)
4210183815,1,Rivista di ingegneria agraria
109728397,2,QCS (Weinheim. Internet)
4210185194,1,Marmara University journal of Turkology
4210167470,1,"Planeta Amazônia, revista internacional de direito ambiental e políticas públicas"
86672399,3,LLT
133798273,1,Astronomy
4210206103,1,Kajian Biologi dan Pembelajarannya
2764894984,2,Tramways and urban transit
4210171706,2,Toshi keikaku. Bessatsu (1988)
4210185559,4,Korean Journal of Art History
4210169268,2,Jurnal Hukum dan Perundangan Islam
4210236627,2,HIV research and clinical practice
2764611167,2,LAR
59292991,1,international scientific journal of the F.A.O. European Cooperative Research Network on Sunflower and the International Sunflower Association
2898211503,2,Revista de Gestão Universidade de São Paulo
4210190209,1,F&R
4210195951,4,Solutions at office
4210222720,1,Jurnal Pemikiran Pendidikan
39260535,2,Rock mechanics (1983. Internet)
90708452,1,Trade forum
4210225213,1,Cybernetics and physics open access journal
4210196542,1,MABR
4210188751,1,Graph-Hoc
5858206,1,Fibres and Textiles in Eastern Europe
4210230342,1,Bulletin of the Chemists and Technologist Society of Bosnia and Herzegovina
4210231001,1,"SOA-clinical and medical case reports, reviews"
