institution_id,alternative_name_seq,alternative_name
2802221608,2,APVA Preservation Virginia
4210098184,1,सरदार वल्लभभाई पटेल युनिवर्सिटी ऑफ़ एग्रीकल्चर & टेक्नोलॉजी
4388482689,1,Ford Aerospace and Communications Corporation
4210138520,2,"Ministère de l'Économie, de la Science et de l'Innovation"
4390039323,1,LEMNA Nantes
913481162,2,Wageningen University and Research Centre
4210122285,1,相生市教育委員会
4210137791,2,Кыргыз Республикасынын Ички Иштер Министрлиги
4210117974,1,Spanish Agency for Food Safety and Nutrition
4210131270,1,Istituto di Scienze delle Produzioni Alimentari
1327992077,1,Open Society Institute
2801827171,2,Mt. Angel College
4210141809,2,Taleghani Educational Hospital
4210087099,1,Universidad Miguel Hernández-CSIC Instituto de Neurociencias
200641316,1,Musashino Daigaku
4390039338,1,School of Advanced International Studies
77250616,1,Fort Valley Normal and Industrial School
4210128924,1,Volunteer Centre Dundee
4387154050,1,Information and communication devices in the digital era
4210150407,1,Irish Sports Council
4864440,2,State University of New York at Brockport
2802913063,3,United States Psychiatric Rehabilitation Association
4210126160,1,मानवशास्त्र विज्ञान महाराष्ट्र असोसिएशन
1306339040,1,Telefonaktiebolaget L. M. Ericsson
4210150263,1,Commission de Formation de l'Est Ontarien
14314212,1,Naniwa Higher Commercial School
4210141872,2,"Federal State Scientific Institution ""Central Scientific Research Institute of Tuberculosis"""
4210130352,2,Ibn Sina Hospital
4210164848,1,Orchid Cancer Appeal
90678064,3,කොළඹ විශ්වවිද් යාලය
4210146564,1,Pädagogische Hochschule Zug
908894572,2,Furuno Denki Kabushiki-gaisha
4210155501,2,"Chornobyl Center for Nuclear Safety, Radioactive Waste and Radioecology"
4210101295,2,Blanes Center for Advanced Studies
4387155479,1,Museo de Ecija
4392021157,1,Mechanics Laboratory of Rouen
4210095761,2,Biznesa augstskola Turība
4210130359,1,테크밸리
2805268620,1,American Society of Limnology and Oceanography
4210160623,1,Българска Фондация Биоразнообразие
4390039273,2,Ottawa RDC
4210097387,1,St.-Marien-Hospital Lünen
4210166927,1,香港貿易發展局
4210142295,1,Казахстанское общество бариатрических и метаболических хирургов РОО
204337017,1,Aarhus Universitet
48566637,2,Ulsan Gwahak Gisul Daehakgyo
4210145601,1,Federal State Institution of Science Institute of Market Problems Russian Academy of Sciences
4210117414,4,United States Department of Energy Office of Nuclear Physics
4210101888,2,Κοινωφελές Ιδρυμα Αλεξανδρου Ωνάση
111268130,1,ZLB Behring
4210152596,1,独立行政法人国立病院機構名古屋医療センター
4210125658,1,Mar Augustine Golden Jubilee Hospital
4210141522,1,NC Space Grant
4210130045,2,林州市肿瘤医院
4210135042,1,Adressa
4390039253,5,David H. Koch Institute for Integrative Cancer Research at MIT
4210124470,1,Craft and Folk Art Museum
4210141239,1,Interuniversitäre Kooperationszentrum Wasser und Gesundheit
4210166530,1,Science Center Østfold
4400600963,1,Institute of Criminalistics Police of the Czech Republic
4210144266,1,群馬県衛生環境研究所
4210147768,2,Army Industries Group
43886,1,Sapientia Erdélyi Magyar Tudományegyetem
4210127138,1,Centro Universitário FAG
4210155679,1,Hualin Center
4399598468,1,Canon Medical
1314361725,1,Buffalo Museum of Science
4210157208,2,"Ministry of Agriculture, Forestry and Rural Development"
4210125217,1,Мукачівський державний університет
4391768219,1,"Aeronautical Research Laboratory in Active Control, Avionics and Aeroservoelasticity"
4210114346,1,Sorin
4210086245,1,SensoDx II
4399657972,4,Ministry of the Interior and Safety of South Korea
4210115877,1,R. Glier Kyiv Institute of Music
4210135039,1,Instituto de Investigaciones Marinas y Costeras
4210114897,3,Hochschule Kehl
4210111075,1,Federation Of Appalachian Housing Enterprises
4210112763,1,Velferðarráðuneytið
4210131775,1,Citizen Exchange Corps
4210108652,3,Institut Obshchey i Neorganicheskoy Khimii Rossiyskoy Akademiii Nauk
4210132759,3,OI Beirut
4400008941,1,Универзитет у Београду - Рударско-геолошки факултет
4387154055,1,Outils et Methodes de la Systematique Integrative
4388891773,3,Gieskes-Strijbis Foundation
2802106218,1,St Helier Hospital and Queen Mary's Hospital for Children
4387930298,1,NOAA NWS Pacific Region
4210101334,1,Flextronics
4210131185,1,Latin American Faculty of Social Sciences
895027328,1,MSA University
3130638677,1,Edinburgh Telford College
4210151785,1,Linde Material Handling
4387155324,2,Center for Telematics
4210150016,1,卓榮集成電路科技有限公司
3132041862,1,佛光山
4210128435,1,Millimeter Wave Technology
2802106081,3,Observatory of Strasbourg
4210114391,2,Centre d'Étude de l'énergie Nucléaire
59655833,1,Matej Bel
4387930271,6,NOAA Fisheries Alaska Regional Office
4210145242,3,First Cossack University
4210146600,1,Det Nationale Forsknings- og Analysecenter for Velfærd
4210138097,1,Riverbank LRA
3203117334,2,Telemark County Council
4210105858,1,千葉県立中央博物館 大利根分館
4401726864,1,Nucor Corporation
4210143306,1,東京都立東部療育センター
4210166462,1,Institutul Naţional de Cercetare-Dezvoltare pentru Energie
1323992350,1,APF Canada
4210140161,4,Military Red Banner Academy of Telecommunications. S.M. Budyonny
67001856,1,上海应用技术大学
4210148932,1,Kantonsspital Basel Country
4210137172,1,टार्गेट इंस्टिट्यूट ऑफ़ मेडिकल एजूकेशन & रिसर्च
204824540,1,Wollongong University
4210136022,1,Państwowa Wyższa Szkoła Zawodowa w Chełmie
4210144460,1,សាកលវិទ្យាល័យអាមេរិកាំងភ្នំពេញ
4210123225,1,Hochschule Ruhr West
4210144925,2,TU Dublin
4210128966,1,Rib-X Pharmaceuticals
2799918540,1,State Lunatic Hospital
4210108579,1,한국 국제법 학회
4210123783,1,Ospidéal Naomh Fionnbarra
4210091607,1,Воронежский областной клинический онкологический диспансер
148128674,1,上海理工大學
4210138433,2,宁海县第一医院
4387152667,3,John Paul II Upper Silesian Child Health Center
4392738206,1,"Department of Economy, Sciency and Innovation"
3129529705,1,রাঙ্গামাটি বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয়
2800837690,1,Europejska Rada Informacji o Żywności
4389425384,2,GRC NeurON
4210163959,1,RatSWD
4387153384,1,ঢাকা ন্যাশনাল মেডিকেল কলেজ
4387152502,2,独立行政法人環境再生保全機構
4210128167,3,National Science Council
4210108113,1,阳光学院
94146642,2,西日本工業大学
170726198,2,Univerzitet u Novom Sadu
4210126723,1,Institute of Geophysics of the Czech Academy of Sciences
4210087591,1,Universidad de Ciencias y Artes de América Latina
4387152749,1,IReMus
4210126030,1,Centro Nacional de Energías Renovables
4210104550,1,Centro Nacional de Tecnología y Seguridad Alimentaria
4210153138,1,Europejska Uczelnia Społeczno-Techniczna w Radomiu
4210105061,1,Нургуш заповедник
3130305606,1,愛知産業大学
4401726858,1,Unité de recherche Geco
4391012623,1,Swamy Vivekanandha Medical College
1318233029,1,Centro Internacional de la Papa
30771326,1,Istituto Italiano di Tecnologia
4210095629,1,Istituto di Bioimmagini e Fisiologia Molecolare
32463749,2,Senshu University
4210161652,1,Kichijōjiasahi Hospital
4210132892,1,マイクロンジャパン株式会社
4210101319,1,Centro di Documentazione Ebraica Contemporanea
2800776015,2,Wellcome Trust Centre for Cell-Matrix Research
4210159686,1,Livestock and Range Research Laboratory
4210160517,1,Titanium Industry Development Association
4210140183,2,State Scientific-Research Control Institute of Veterinary Preparations and Feed Additives
4210132454,2,Национальный центр ядерных исследований
4388482640,3,Penn State Applied Research Laboratory
210563421,1,Northern Mindanao Agricultural College
4210089482,1,Gesundheitsamt Frankfurt
146500386,1,自治医科大学
3129956861,2,ජාතික මූලික අධ්‍යන ආයතනය
4387154189,1,الأكاديمية اليمنية للدراسات العليا
4210166359,1,Disco Hi-Tec Europe Gmbh
4387153209,2,Institut Pontifical d’Études Arabes et d’Islamologie
4210147594,1,University of the State of Amazonas
4210151929,3,Guangxi Teachers Training College
4210162629,1,أطفال مستشفى تونس
3132500588,1,Universidad de Ciencias Aplicadas y Ambientales
4210131077,1,Department of Foreign Affairs
4210164018,1,順天堂大学医学部附属練馬病院
3131423043,1,Nakakyūshū tanki daigaku
4210127789,1,Leibniz-Institut für Alternsforschung - Fritz-Lipmann-Institut (FLI)
4210157765,1,Fondazione Andrea Cesalpin
4210117042,2,Ministry of Health
4210120994,1,Российская Академия Предпринимательства
3022751703,2,Ichikawa Gakuen
4210156061,1,Kurume shin-ai Jogakuin Tanki Daigaku
4399598361,2,WSS im. J. Gromkowskiego
185203018,1,جامعة الملك سعود بن عبد العزيز للعلوم الصحية
4392021106,3,United States Geological Survey New England Water Science Center
4394709285,1,Fundació Ersilia Open Source Initiative
2800447973,1,Université de Guyane
13383945,1,Failure Analysis Associates
2799363308,2,Royal Netherlands Chemical Society
2802238791,2,Самарская государственная областная академия
70908550,1,Anhui University of Technology and Science
1293796582,1,Sociedad Española de Automóviles de Turismo
4210132369,2,Отделение гуманитарных наук и искусств НАН Беларуси
4387153814,2,"United States Geological Survey, Wetland and Aquatic Research Center"
4210121247,1,株式会社サムスン日本研究所
4387156461,1,Oxyntix
4210099759,1,Wenzhou City Central Hospital
4210128481,2,Bjørknes College
4210166699,2,Magyar Tudományos Akadémia Mezőgazdasági Kutató Intézet
2800107944,2,American Sanatorium Association
187380120,1,AgBank
138564716,1,جامعة الأمير محمد بن فهد
171210897,8,అలీఘర్ ముస్లిం విశ్వవిద్యాలయం
4210158280,2,Belgische Wissenschaftsinstitut für Öffentliche Gesundheit
4210133469,2,NSF Climate and Global Dynamics Laboratory
4210095778,3,Legazpi College
4392021097,3,U.S. Geological Survey Ohio-Kentucky-Indiana Water Science Center
41725924,1,Muroran Kōgyō Daigaku
4400008968,2,Univerzitet u Beogradu – Pravoslavni bogoslovski fakultet
4210128393,1,Bibliothèque Générale
78715868,1,Université de l'arkansas
4387154208,2,Institut ACTE
2802945493,1,Hospital general de Puerto España
4210105088,2,"Военная академия радиационной, химической и биологической защиты"
4210110625,1,Научно-исследовательский институт полимерных материалов
4210092463,1,Wser foundation
4210116632,1,公益財団法人日本板硝子材料工学助成会
861488341,1,宇部興産株式会社
4210089511,1,Stavanger Helseforskning
156914199,3,Pardee RAND Graduate School
4387153326,1,INT Management
25974101,1,Julius Maximilian University of Würzburg
4210128928,1,International Tropical Timber Agreement
4210122136,1,Control Adaptativo Predictivo Experto
4210151123,2,Federation Wallonia-Brussels
4210117949,1,Fitbase Institut für Online Prävention
4210098002,2,Seversky Technological Institute - a branch of the National Research Nuclear University MEPhI
4210093712,8,NOAA Office of Climate Observation
4210146536,2,香港律師會
4210164679,1,Frontier Engineering
71030271,1,Heidelberger Institut für Theoretische Studien
3129423618,5,Bandung Adventist University
236004819,1,B. R. Ambedkar Bihar University
4210156747,1,IGDA Foundation
4210163232,1,Arbeiderbevegelsens arkiv og bibliotek
4210115024,1,Institute of Hydrogeology and Geoecology named after U.M.Ahmedsafin
4210095294,1,Gerry Society
4210143330,1,Centro Universitário Saúde ABC
4210106255,1,यशवंतराव चव्हाण महाराष्ट्र मुक्त विद्यापीठ
4210107500,1,Institute for Game and Wildlife Research
4210143631,1,Keswick Museum and Art Gallery
4210127656,1,奈良県立教育研究所
2800865746,3,Independent Administrative Institution on Aerospace Research and Development
154127411,1,Abadan Institute of Technology
4210152081,1,United States Naval Hospital Yokosuka Japan
179066132,1,Slovenska Akademija Znanosti in Umetnosti
4387154346,3,ABRAN - Brazilian Association of Nutrology
919613290,3,Universidad Internacional Menéndez Pelayo
865555288,3,Shin'etsu Kagaku Kōgyō Kabushiki-gaisha
4210157944,1,新疆维吾尔自治区教育厅
2801863437,1,Warsaw Institute of Aviation
178644074,1,金沢星稜大学
4210118556,1,四川省肿瘤研究所
4210101278,1,І.Крип’якевича Національної академії наук України
4210141242,1,Instituto Catalán de Energía
4210088234,1,Salud Navarra
4210137251,1,浙江省海洋开发研究院
4210108322,3,Kakuyūgō Kagaku Kenkyūjo
1306116544,1,Mass Audubon
4391768000,1,State Key Lab of Agricultural Microbiology
4387154161,2,Новые Технологии
4210136991,1,Stichting Bio
2799313600,1,Радиевый институт имени В. Г. Хлопина
4392738261,1,Quebec Centre for Advanced Materials
4387152116,1,GEANT
4387153340,2,Negev Nuclear Research Center
200399037,3,Normal school
4387156300,1,Kentucky Department of Fish & Wildlife Resources
3019562804,1,BASF SE
4210085904,1,Université adventiste de river plate
4391767911,2,OCP Foundation
182534213,2,U.Porto
4210148695,1,막스 플랑크 포스텍 한국 재단
4210118703,1,"Міжнародний фонд ""Відродження"
4210144386,1,Ульяновское высшее авиационное училище гражданской авиации
4210111012,1,Plug and Play
199028557,1,九州産業大学
4210140506,1,广东省林业科学研究院
4210097578,1,Neuroblastoma Society
4210122876,1,香港血癌基金
2800821610,1,Gobierno de España
4394709193,2,KH Abdul Chalim Institute
2800562495,2,Yuri Gagarin Cosmonaut Training Center
185127551,1,Český hydrometeorologický ústav
4389425407,5,U.S. NOAA National Hurricane Center
2801674211,1,Victorian Football League
4210101969,2,Université de Dalat
4210125497,2,辽宁省气象局
4210126701,1,한국해사법학회
4387156121,3,State Islamic Institute of Fattahul Muluk
4210097993,2,Tionól Thuaisceart Éireann
39431069,1,"Koninklijk Instituut voor Taal-, Land- en Volkenkunde"
68106152,1,Federal University of Goiás
4210154476,4,"Federal State Institution of Science Baikal Institute of Nature, Siberian Branch of the Russian Academy of Sciences"
4210108686,2,Orel State University of Economics and Economics
3130953844,1,藤女子大学
2801716884,1,中央政策組
4210114814,1,한국건강관리협회
4210109097,1,Армавирский государственный педагогический университет
4210092706,1,Übersee Museum
4210126449,1,Blessing-Rieman College of Nursing & Health Sciences
4210161520,1,Ministry of Public Services and Energy
4391012597,2,日本毒性病理学会
2801702882,3,Wissenschaftszentrum Berlin für Sozialforschung
79731167,1,海南医学院
4210134771,1,Sanglah General Hospital
4210126066,2,アズビル株式会社
4210156809,1,فيوتشر اكاديمى
4210102882,1,Holy Name College
3124059619,4,中国地质大学
4401200373,1,Nordzucker AG
4210122911,1,Fraunhofer-Einrichtung für Großstrukturen in der Produktionstechnik IGP
4210117549,1,Всероссийский научно-исследовательский институт «Градиент»
4210121374,1,GD Animal Health
4391767903,2,ESA Mostaganem
4210114743,2,Monmouthshire Council
98208027,1,دانشگاه شمال
4210095449,3,Medical University of South Carolina Hollings Cancer Center
4210136728,1,Associação para o Desenvolvimento da Viticultura Duriense
4210085954,1,DR03
2802503139,2,Suzuka Tanki Daigaku
4388891773,4,Stichting Spaarne Fonds
4387152954,1,Türkiye Cumhuriyeti Kültür ve Turizm Bakanlığı
4210131634,1,OncoGenex Pharmaceuticals
127545255,1,Vancouver Junior College
2802155305,1,Observatoire astronomique de brera
4210145765,2,The Pipeline Transport Institute
82333064,1,China National School of Administration
4210125894,1,Galapagos Genomics
113145275,3,Kwangju National University of Education
4210151379,1,Global Center for Expertise Norwegian Offshore & Drilling Engineering
57092466,1,ባህር ዳር ዩኒቨርስቲ
4387930221,4,NOAA NWS Climate Prediction Center
4210099931,1,四川省交通运输厅公路规划勘察设计研究院
4210121790,1,Cascadia Community College
4387153809,1,Economic and Social Council
4210088211,1,Wyższa Szkoła Komunikacji i Zarządzania w Poznaniu
4210133019,1,United States Center for Satellite Applications and Research
4210148385,1,Instituto de Investigación en Biomedicina de Buenos Aires - Instituto Partner de la Sociedad Max Planck
4210152669,1,Industry & Information Technologies Research Development and Implementation Inc
4210139927,1,부산 대학교 치과 병원
4210139931,2,Sozialmedizinisches Zentrum Baumgartner Höhe Otto-Wagner-Spital und Sozialmedizinisches Zentrum Baumgartner Höhe Pflegezentrum
72019824,2,VCU Medical Center
4210106702,1,Institute of Agrochemistry and Food Technology
4210106223,1,Community General Hospital of Greater Syracuse
4210128222,1,National Academy of History of Argentina
4210093214,5,Норильский Индустриальный Институт
4210122925,1,Vestergaard Frandsen
2802242118,2,Center for Holistic Management
4210117091,2,Ministry of Agriculture
223464139,6,Linneaus University
4210087406,1,Italian Liver Foundation
4210148413,1,"Federal State Institution of Science Institute of Continuous Media Mechanics, Ural Branch of the Russian Academy of Sciences"
4210137929,1,Laboratoire d'Analyse et de Modélisation des Systèmes pour l'Aide à la Décision
4210088732,1,Diabetes Research Foundation
258063972,1,桐生大学
4390039344,1,UNMC Buffett Cancer Center
4391012586,2,Campus of Alcoy
4210092654,1,Ninth People's Hospital of Shenzhen
142395110,2,Asuterasu Seiyaku Kabushiki-gaisha
145872427,3,Université Radboud de Nimègue
4210130582,3,"The State Institution ""Institute of Gastroenterology of the National Academy of Medical Sciences of Ukraine”"
4210086880,1,Tamateyama Women's College
4210102380,2,N. Oxnard UMC
4210104573,1,ಸಿ ಎಮ್ ಆರ್ ವಿಶ್ವವಿಧ್ಯಾಲಯ
2801041926,1,大埔醫院
4210090440,1,深田地質研究所
36080156,1,国立極地研究所
4210130426,1,German sound archive
143150842,1,دانشگاه صنعتی ارومیه
150517870,3,École Royale Militaire
4210136724,2,Institut Vychislitelnogo Modelirovaniya SO RAN
4210159538,1,جامعة مولود معمري
4387155923,5,IIITDM Kurnool
4391767660,2,State Key Lab of Fine Chemicals
4210110501,3,Institute of Fundamental Problems of Biology
4210111636,1,Oncor Electric Delivery
4210117293,1,島精機製作所
4210138450,1,Jay Fund
71305448,1,Воронежский государственный университет
4387153380,1,Romance Studies
4210145463,1,Akademia WSB
4210142280,1,ÅF Pöyry
4210129603,1,MWB Messwandler-Bau
4210157310,1,한국미술이론학회
4210123036,1,Jain Irrigation
4210122056,1,האגודה הישראלית לחקר דתות
205274468,2,Coláiste na Tríonóide Baile Átha Cliath
924318406,3,Grant MacEwan University
190249584,1,University of Innsbruck
4210093577,1,Самарский государственный социально-педагогический университет
4210161603,1,Kinship Foundation
4210119003,1,Chicago Historical Society
4210102583,1,Central Asian Society
4210114514,3,Мурманский арктический государственный университет
4210109053,8,Alaska Fisheries Science Center
4210156576,1,理想科学工業株式会社
4387155831,2,המרכז האקדמי לוינסקי-וינגייט
4210148247,1,청화메디파워(주)
79741504,2,टाटा इन्स्टिट्यूट ऑफ सोशल सायन्सेस
4210093402,1,नेपाल विकास अनुसन्धान संस्थान
4210113016,1,Centre for Biochemical and Macromolecular Research
4210122069,1,Санкт-Петербургская психиатрическая больница специализированного типа с интенсивным наблюдением
147527907,1,ТУ – Варна
4210128482,1,江苏省肿瘤防治研究所
2800814574,1,삼육의료원서울병원
4387154007,1,L’Alliance
4387154004,1,Institute for Marine Biological Resources and Biotechnology of the National Research Council
4387152504,2,İzmir Bakırçay University
4390039236,8,Moores Cancer Center at UC San Diego Health
4210143752,1,Hochschule für Musik und Darstellende Kunst Frankfurt am Main
4210113833,1,جامعة العلوم الحديثة
4210133524,1,中国科学院核辐射与核能技术重点实验室
4210155196,1,Université Adventiste Cosendai
1315725831,1,Southwestern Vermont Medical Center
3125079907,2,Nihon Kyōiku Daigaku-in Gakuin Daigaku
67328108,2,Fresno State University
2801845190,1,Albertslund Municipality
4210085891,2,JW Global Shinyak
4210145090,1,Dalian Railway Hospital
4210138521,1,Agence Nationale des Parcs Nationaux
4210092009,1,香港制药商协会有限公司
4210138235,1,Gasóga na hÉireann
3130829635,1,جامعة الكفاءات
154093214,3,Xinjiang Medical College
4210096731,1,贝达药业
4387930197,2,NOAA's Office of Coast Survey
2799346673,2,香港眼科醫院
4210117827,1,广州开发区医院
4210123628,1,广西壮族自治区脑科医院
106938459,3,Université du nouveau-brunswick
4210140546,1,E. I. du Pont de Nemours and Company
4210152926,1,Hive
4210098970,2,De Lisa Waller Hayes Stichting
4210112449,1,3D Dosimetry
2802846347,1,Sophiahemmet Sjukhus
78927796,1,Georgia Gwinnett
4210147222,1,Glen Electric
2799701274,2,華頂短期大学
859038795,2,Institut polytechnique et université d'État de virginie
52004705,1,ஊவா வெல்லச பல்கலைக்கழகம்
142476485,1,l'X
4210136169,1,重庆建工投资控股
4389425496,1,Bosom Buddies
4401726904,1,American Tower Corporation
4210153650,1,Bệnh viện Việt Đức
280994,2,Chhatrapati Shahuji Maharaj Medical University
4210095024,1,四国中央医療福祉総合学院
4210161597,2,Ubmi gielda
4210163571,1,Центральный научно-исследовательский институт специального машиностроения
24715933,1,Université de La Réunion
4210110546,1,国際医療福祉専門学校七尾校
4800084,1,西南交通大学
4210104838,2,Blue Hill Weather Observatory
902853133,1,Raajshaahi Bish-shobid-daloy
4389425380,1,RSpace
127366699,1,Tula State Technical University
4390039280,1,Commission de révision agricole du Canada
4210128944,1,Federation of Zoological Gardens of Great Britain and Ireland
4210094074,2,Castle of Light
69740276,3,東京都立大学
2801668103,1,Theological Seminary of the Reformed Episcopal Church
4210103041,1,Cancer Coalition of South Georgia
28006308,1,Shandong Normal College
4210113376,1,국립경찰병원
4388482741,7,NRL Radar Division
4387153636,1,"Ecophysiologie Végétale, Agronomie et Nutritions"
4210143379,1,Capital Area Training Foundation
4210122640,1,West African Institute For Oil Palm Research
874386039,1,Université nationale de la plata
79056234,2,Gwangju Gyeongsang Jeonmun Daehak
106118109,4,Eötvös Loránd Tudományegyetem
4387154168,1,中铁二院工程集团有限责任公司
4210151155,1,中国科学院光电研究院
2800586481,1,אסותא מרכזים רפואיים
128076159,1,वन अनुसंधान संस्थान
4210151572,1,Applied Insurance Research
4210126741,1,Имтек
4210151172,1,とうきょうとりつたまそうごういりょうせんたー
4210109053,5,United States National Oceanic and Atmospheric Administration Alaska Fisheries Science Center
4210087460,1,L'Association Canadienne pour la Prévention Cardiovasculaire et de Réadaptation
4387155017,1,European Reference Network on urogenital diseases and conditions
4210132169,1,Colombian Foundation Center for Epilepsy and Neurological Diseases
4210099365,1,State Government of Rio Grande do Sul
4394709251,3,NSW Office of Environment and Heritage
4387154294,3,Societas Biologica Fennica Vanamo
4387156268,1,Laboratoire Inter-universitaire de Psychologie
4210131102,1,I-Fusion
4210159596,1,Сочинский Институт Экономики И Информационных Технологий
165859042,2,Anhui Normal University
4210135798,1,Max-Born-Institut für Nichtlineare Optik und Kurzzeitspektroskopie
4210089913,1,German-Israeli Science Cooperation
77443782,6,Użhorodzki Uniwersytet Narodowy
2801787359,1,秋草学園短期大学
2799306188,1,東京都庁
3129223955,1,Niedersächsische Akademie der Wissenschaften zu Göttingen
4387155008,3,Kocaeli Saglik ve Teknoloji Universitesi
4210085878,2,Catalent Biologics
4387153864,2,とうかいだいがくいがくぶふぞくとうきょうびょういん
4210160407,1,Oční klinika Gemini
2803023987,1,Studienstiftung des deutschen Volkes
4210135182,3,Oil and Gas Institute
4392738220,1,Nestlé Health Science
4210134872,1,Inspectoratul General al Poliției de Frontieră
4387155896,1,Rådman och Fru Ernst Collianders Stiftelse
4392021168,2,USGS St. Petersburg Coastal and Marine Science Center
4210141538,3,Санкт-Петербургский государственный морской технический университет
4389425375,2,Centro de Historia del Siglo XIX
1312264882,1,Département du travail des États-unis
4210105221,1,Área de Conservación Guanacaste
4387155833,1,国家海洋局
98259816,2,Birkbeck College
4210158832,1,بیمارستان قائم
4210134918,1,Северо-Кавказский НИИ горного и предгорного сельского хозяйства
4389425407,1,United States National Oceanic and Atmospheric Administration National Hurricane Center
4210118990,1,八戸工業高等専門学校 庶務課
4210096873,1,Irwin Hospital
4210128576,1,Қазақстандық медицина университеті
4210147969,4,Universitat Pontifícia de Sant Tomás d'Aquino
4210161473,2,Ikiam Universidad Regional Amazónica
23925101,2,Unifal-MG
4210124134,1,Mills Memorial Hospital
4210088354,1,한국실내디자인학회는
4210143432,1,Oblastní galerie Vysočiny v Jihlavě
4210086436,2,Jinneng Clean Energy Technology
141472210,1,Universidad de Alaska Fairbanks
4210116620,1,Field Electron and Ion Company
4401726923,1,Epibiotech
1331168281,3,University of Public Service
4392021142,1,高性能土木工程材料国家重点实验室
4210119797,1,Universidad Católica de Honduras
4210115424,2,Atelier Mécanique Tremblay
2799276115,3,Kochi Prefectural Makino Botanical Garden
4210126465,1,Sierra Leone Ministry of Defence and National Security
78988378,3,中国人民大学
29739308,1,Guǎngxī shīfàn dàxué
4210099312,1,Shandong Communications College
4210104428,2,近畿ポリテクカレッジ
120957002,1,Wesleyan College Historic District
51441396,4,Bauhaus-Universität Weimar
4210094263,1,Ministry of Scientific Research
96679780,3,ちゅうおうだいがく
4210134201,3,Istituto Auxologico Italiano
4210101130,1,University Film Association
4210162802,2,Қазақ технология және бизнес университеті
2799473013,2,New Era University College
4391768288,2,State Key Lab of Pest Control and Resource Utilization
4387155550,2,Centre de Modélisation Mathématique
2800451603,1,Stiftung caesar - assoziiert mit der Max-Planck-Gesellschaft
4210108749,1,浙江省医疗健康集团杭州医院
4400064417,4,SG Ayurvedic College
4210089327,1,Mary Theresa Hospital
22716506,4,Gansu University of Technology
4210156828,1,هيئة البحوث الزراعية
4387154277,2,Oppenheimer Memorial Trust
4210095768,1,Euro Diagnostica
4210123394,1,Teknologirådet
1335686170,1,Office of In Vitro Diagnostics and Radiological Health
189210763,1,云南大学
4210127218,1,United States Department of Energy National Nuclear Security Administration Center for Integrated Nanotechnologies
138847295,3,Universidad Abierta de Cataluña
4387152259,1,Korea Hydrographic & Oceanographic Agency
3131119705,3,École des Arts Cambodgiens
58918642,1,Sofya Üniversitesi
107606265,2,Broad Institute of MIT and Harvard
4210113309,2,Rothschild Hospital
92614990,1,東京農工大学
89015989,1,단국대학교
4210138290,3,Poriya Government Hospital
4210160300,1,Organisation mondiale de la santé
4399598450,1,삼성미래기술육성재단
4210110309,2,The George Institute
4210107811,1,Slovenski institut za kakovost in meroslovje
4210115024,2,Институт гидрогеологии и геоэкологии им. Ахмедсафина
4387930271,8,National Marine Fisheries Service Alaska Regional Office
76257594,1,Sinop Üniversitesi
98899809,2,Belgische Nationalbank
4210109336,1,가톨릭대학교성모병원
4210142539,2,Guangdong Institute of Automation
4210128593,1,Kinderspital Zürich
2802541053,1,中国人民解放军军事医学科学院
4210125010,2,Danube Research Institute MTA Centre for Ecological Research HAS
4210146698,2,Trường Đại học Dân lập Hải Phòng
4210147440,1,Mental Health Centre Penetanguishene
130701412,5,Черновицкий национальный университет имени Юрия Федьковича
2802722583,1,Drug Club
4210106357,1,浙江省能源研究所
4391768222,1,植物生理学与生物化学国家重点实验室
4210106344,3,Pulmonary Hypertension: Pathophysiology and Novel Therapies
4387155065,1,そうごうかがくぎじゅつ・イノベーションかいぎ
183003952,1,ილიას სახელმწიფო უნივერსიტეტი
4210116503,1,VŠTVS PALESTRA
4389425502,8,そりゅうしげんしかくけんきゅうしょ
4210099540,3,福島県ハイテクプラザ
4210153643,1,Guang Dong sheng Wei Sheng Ting
4387155375,2,National Scientific Centre «V.Ye. Tairov Institute of Viticulture and Winemaking» NAAS of Ukraine
4210149218,1,Сергиево-Посадский гуманитарный институт
4210100863,2,American Association of Medical Clinics
4210102923,1,SJG Weert
4210166225,2,Читинская государственная медицинская академия
4210122560,1,რეზონანსი
4210165235,2,베뢰아국제대학원대학교
4210109400,1,Brixham Hospital
94234084,3,இந்திய தொழில்நுட்பக் கழகம் கான்பூர்
4387153051,1,Unité InBio - Méthodes expérimentales et computationnelles pour la modélisation des processus cellulaires
4390039257,1,Rastriya Banijya Bank Ltd.
4210100994,1,Guangxi Zhengyuan Machinery
4210135981,1,Department of Natural Resources
4210154454,1,贵州省人民医院
4210099102,1,石川県立美術館
4210092945,6,"Ministry of Ecology, Energy, Sustainable Development and Sea"
1333416960,2,Norwegian Directorate of Health and Social Affairs
55383850,1,Toshkent Davlat Iqtisodiyot Universiteti
3130004620,2,Federal University of Fronteira Sul
116528569,1,Lefke Avrupa Üniversitesi
75951250,1,FU Berlin
4210142660,2,Laboratori Nazionali di Frascati
177181097,1,Durban Institute of Technology
4210138975,1,健生病院
4387152420,1,MTMC Jamshedpur
4210123762,2,福山循環器病院
2802615869,2,United States Pharmacopeia
4210163047,1,Istituto Clinico Humanitas IRCCS
161237661,1,لاہور کالج برائے خواتین یونیورسٹی
4396570533,2,Université de Bordeaux 1
4401200315,1,Helse Fonna
