concept_id,language_code,concept_international_name
3020314195,zh-cn,镰刀型红血球疾病
2983306500,ur,تقریر
28490314,en,speech recognition
2908861002,ca,degeneració macular
2780423288,es,Prevotella
2779808312,ru,диаграмма связей
165594834,zh,电子混流器
2780106736,ca,Cholecalciferol
74305511,pt,catálogo bibliográfico
3018008698,sr,злоупотреба дрога
167388122,zh-hans,正义战争
132373408,es,Choques oblicuos
2781350838,tum,Rothschild
82553315,pt,MASP1
15708023,ga,na daonnachtaí
120373497,ru,параллельный алгоритм
108249834,ja,抗原処理
122413508,en-ca,Sapogenin
2781078984,fa,مگا
2994509466,ht,Retorik
2779061078,fa,کمکی کایرال
138082160,be,Стратапаўза
501308230,ta,போரன்
2776877392,vi,Ngộ độc paracetamol
2992405154,pl,kinematografia amerykańska
2993621735,ary,جاج
77557913,ga,Díraonadh leictreon
2776414672,sh,Blokator natrijumskog kanala
541385259,ro,realism social
2778640784,xh,Iqatha
2777964154,it,contraccezione post-coitale
93304396,kk-tr,Anafaza
2777543731,es,Simaroubaceae
2992800306,en-gb,democracy
2779978075,zh-hans,透析
96439379,hr,igraća palica
70862543,lzh,置換反應
2776462128,ta,நெஞ்செரிவு
2910455596,ja,コカイン中毒
2777180221,zh,2型糖尿病
1276947,be-tarask,астраномія
2910500303,en,taxis
44838205,zh-hk,微波
2992690752,ms,National standards
2993088435,fr,douleur au genou
36289849,te,సాంఘిక శాస్త్రం
2778838397,cs,Teorie užití a uspokojení
2780690153,eo,Etiko en religio
85084404,cs,Fugacita
94107157,kk-cyrl,Калькуляция
2776988256,fa,سندرم کبدی
100837961,zh-hant,電壓鉗
2779698884,el,γλυκόζη
26569328,en,Yiddish
2991788032,br,Oksigen
168896768,zh-hk,赫克反應
88532467,hsb,G
153427425,ar,بؤرة التنوع الحيوي
205208641,pt,gráfico de setores
2779766023,en,cefaclor
14077384,nn,SOCS1
39133596,ja,心収縮
2994142871,uz,Qon
144352353,he,מבחן אדפטיבי ממוחשב
2776874909,ar,جراحة جذرية
2778004101,ja,抗酸化物質
2911097071,uk,Теорія прив'язності
2777335606,bs,Silikat
3020610862,de,Tissue Engineering
2778216619,da,håndled
189781021,id,organisasi belajar
3017937568,en,Chinese Americans
2780056265,en,high dynamic range
2778471503,zh,盆地-山岭区域
2780476252,ky,Алгач тергөө
124952713,ilo,literatura
3017438360,et,Maailma rahvaarv
3020581612,or,କ୍ଷଣସ୍ଥାୟୀ ଅଳ୍ପରକ୍ତ‌ତା ଆକ୍ରମଣ
2987277156,kk-cn,قاراشىق
82576440,mk,масло за ложење
2779636034,fur,Acrocephalus
2776735967,be-tarask,чыгун
204126058,ta,நூலக பகுப்பாக்கம்
10996884,en,Function field of an algebraic variety
130319729,af,Viterbi algoritme
2776405206,kk-tr,Waxï
113429393,ru,простое число
2778179962,hif,Hibiscus
3018243681,be,эўкарыёты
2781065037,ext,Salmonella
2778302866,es,Pendimetalina
197484155,fr,Capacité d’échange cationique
2992091064,ro,Character development
29001434,ku,Sêgoşezanî
2777229581,pt,Mosca tsé-tsé
2779656439,es,Esfínter urinario artificial
77784730,pl,proantocyjanidyna
2777111245,mhr,Ош ваштар
2779732960,zh-hk,殼聚糖
2777998946,ru,аминолиз
3018451414,mr,फें दा स्येकल
2779313249,en,routing
97600891,uk,Критерій Краскела — Уоліса
37193104,sr-el,Komensalizam
2779920096,fa,ازوفاژیت
3020422209,vi,Hội chứng fragile X
2776431611,en,civic engagement
2781440623,uk,Двохенергетична рентгенівська денситометрія
177713679,eu,medikuntza intentsibo
151800584,ky,Сейилдөө
2909722689,fa,آلودگی خاک
2909354612,tl,Phascolarctos cinereus
87976508,fr,microstructure
2988501903,et,endoskoopia
2777466982,nb,datauttrekk
2781302119,fa,پلک
83282275,fa,scoring algorithm
2777203538,de,Granulosazelle
2778976237,pt,ribonuclease
26876914,es,Dynamic Host Configuration Protocol ESPOLSA
3020782553,en-ca,European Commission
2910604640,kk,Генетикалық карта жасау
2908850654,lt,Lėktuvų dispečeris
2777962398,pt,labetalol
2910376424,sa,सोयामाषः
76258055,et,Spontaanne lõhustumine
2986477067,bn,লাল আলো
551482933,zh,数字视频广播
2781052789,vi,Lignin
2776704448,pt,Terapeuta respiratório
14166107,zh,展開圖
50476749,az,Biznes iqtisadiyyatı
193230392,pl,spożycie
2780539906,gl,córtex insular
2988483808,zh-hans,工商管理硕士
520566109,th,บิตทอร์เรนต์
2910250545,bg,Слюнка
2777501222,mk,Егзонуклеаза
2779468605,zh-hant,肝醣儲積症
2780844648,sl,Vrba
2991831687,be,прышчэпка
2992204568,fr,contraction musculaire
2778072784,uk,кефір
153050134,cs,Oční pohyb
161741011,sv,slutprodukt
3017581826,kn,ಪರಿವ್ಯಯ ಲೆಕ್ಕಶಾಸ್ತ್ರ
137607620,en,Superframe
18975541,en,refuse-derived fuel
2780192828,zh-tw,前列腺癌
2779601481,en,financial institution
3020168488,en,High Heat
28849524,sh,Krstareća raketa
150316681,it,Lunghezza di attenuazione
2910408639,bs,Biopsija
2777332535,sr-ec,с десна на лево
520601542,is,Taugaveiki
2988083511,ky,Мебель
2778162025,fr,SERPIND1
2909854075,ml,വയറുകടി
2908737291,is,Útför
16685009,zh-hans,男科学
2779509574,pt,casta
2776514930,af,Piridoksien
2909356100,it,Laurus nobilis
2776062086,ja,ジオバクター属
2994055011,uk,культурна спадщина
2776301714,ru,Мокрота
2993624424,li,Single-family
7321624,gsw,Unendlichkeit
2780240981,de,Streptomyces aureofaciens
20444455,ja,ディリクレ核
2775849661,nan,Bâ-io̍h
207551092,fa,زبان‌شناسی شناختی
2909345572,fa,اسکوروی
8868529,ja,味覚
2779863012,en,ureter
119047807,it,stima asintotica
2988377048,rup,Untulemnu di masinu
16592111,it,disputa sugli universali
2778395844,lv,Skarifikācija
81963,nl,CDK3
122783720,ga,léirmhínitheoir
50402729,lt,Desikantas
188442228,sr,Зубна пулпа
546029482,arz,هيليوم
120305227,pt,eflorescência algal
2777959073,he,צורית
97749803,ja,波長可変レーザー
2779547902,su,Nikotin
2994448600,pt,fertilidade
54750564,pa,ਕਾਮਰਸ
2779135839,it,Vertigo
45296417,ru,интегрированная логистическая поддержка
2777697162,oc,Penten
2989513435,kk-latn,Bïometrïya
3020090428,fr,Martin Luther King
3018844941,ca,evangeli apòcrif del Nou Testament
2779594886,da,Savannebavianer
2781192867,it,Carico limite
2776062698,es,Proteína del retinoblastoma
2776259589,eu,Leukorrea
2780319752,zh-hant,日本柳杉
2780098789,zh-hk,糖萼
82214349,fa,معیارهای نرم‌افزارسنجی
2992884146,ia,Saccharomyces cerevisiae
2779688443,az,Alaliya
2780510475,nn,allergen
112365835,nb,Operasjonssykepleie
2778860007,fr,Équations de Hamilton-Jacobi
135590562,zh-cn,意大利文艺复兴
2988995629,cs,maticový okruh
2776990819,zh,人工神经元
103783831,el,Σημειακή πηγή
540056406,fr,holmium
2993388814,scn,Step test
2777999536,km,ការផ្សាយពាណិជ្ជកម្ម
2993163795,uk,Кришталик
2779412353,he,פציעה אישית
183816354,ru,Фильтр с бесконечной импульсной характеристикой
2777550742,es,Anemia macrocítica
2910093088,frr,Glukoos
2908613562,aeb-arab,حبة الرشاد
2776738503,ro,Pseudomonadaceae
2987822364,ko,양자정보과학
2778377188,zh-hant,氯化苄
2777207949,nl,Ion-selectieve elektrode
2779899878,sk,Kaolinit
2991701371,yue,分娩
40455488,fi,Luonnollinen teologia
2988361403,be-tarask,мэханічнае напружаньне
2909338845,an,Interphalangeal joint
153385146,sr,Зрачење
13077596,ro,Deixis
2776481522,lv,kosmosa kuģis
2776159473,bs,Apidae
2776799497,sr-ec,Површ
2780350528,ta,லேசிக்
2777975735,is,Mycobacterium tuberculosis
2908918508,fa,ریتیدکتومی
2779989194,ru,Акрилаты
2982804355,pa,ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕਸ
2777440137,ta,விப்பிள் நோய்
194232370,ro,Fibră optică
2778510112,id,Ikan kod
149288129,en,phase change
2910090564,hi,बिम्बाणु
2910015228,en,ocular hypertension
19643730,nn,elektrisk ljos
2909462720,it,BRCA2
2992931291,he,הפניה
84853838,es,Horario universal
507571656,hi,गृह स्वचालन
2779744641,mi,arero
2778447961,ga,Saccharomyces
2780917687,pl,Dyfuzja innowacji
31782201,pl,Prawo zabudowy
2779993553,zh-cn,支气管炎
2780412358,sr,целобиоза
3019587943,bg,сексуална активност
56173144,sr,Farmakofor
534663127,ky,Апологетика
118211362,yue,極大理想
136625980,ro,rotunjire
3020755343,ka,მემარჯვენეობა
106048912,pt,heliosismologia
2781123077,sr,Hemoperfuzija
2994593790,nn,soyabønne
16828302,ro,afluent
2910993772,sr,Neogobius melanostomus
153294291,tk,Meteorologiýa
128758860,da,Vedplanter
2777551382,io,vitamino E
2992293419,az,Adam Smit
166950319,pl,oddziaływania międzycząsteczkowe
150578753,nl,kleurlading
87390875,en,Health systems engineering
21822782,is,Loftnet
2778926719,ca,Alteromonas
39685927,azb,بول جبری
2987803363,ms-arab,کلوارن
2780239966,de,Bacillus anthracis
2984043471,th,หนังสืออิเล็กทรอนิกส์
2993833708,sco,ethnic group
200459643,en,super-Earth
2780399513,be,Хлараты
2780411916,en-ca,Acryloyl chloride
121017731,bg,Информационни технологии
2776640315,hi,प्रतिवादी
90559484,vec,Espresion (informadega)
151719169,it,Aplodiploidia
2776433325,es,inmunodeficiencia común variable
2674912,or,ସମାସ
2778004101,eu,Antioxidatzaile
42251679,ko,GC 함량
3019108941,vec,Graviansa
2993393817,zh-mo,地鐵站
13274807,el,Υγρός κρύσταλλος
2780038584,en-gb,Galliformes
2777031586,hi,एनोरेक्सिया नर्वोज़ा
19118579,en,frequency domain
2776568710,sh,Hrom nitrid
2992149932,id,Obesitas
2780769345,ary,لويلزية
72921944,sh,Aerodinamički otpor
120768872,sh,Standardna vodikova elektroda
2909289247,ta,வாய் புற்றுநோய்
2983203078,en,Kullback–Leibler divergence
2781095625,fr,Éminence thénar
2779742066,sr-ec,Папаниколау тест
43075056,hy,Փափուկ հմտություններ
2778161530,ar,معالجة بالدم
150484471,ne,जलवायु परिवर्तन
2993121764,pl,Ekonomika zdrowia
2992995325,br,Box model
3020166492,ts,Vuvabyi byo oma thlelo
60515610,bg,Биоелектроника
2776738293,cs,artyčok
164749845,is,Mat á umhverfisáhrifum
2994337912,az,homeopatiya
22029948,jv,Dadu
2983812711,eo,optika signorekono
2985394991,zh,乳房攝影術
2779471601,sv,förskönande omskrivning
2991951333,tl,Kimikang pangkwantum
2992879611,eu,Zerbix
2777938942,wuu,自然保护区
2778832215,el,Νεποτισμός
2992841353,tr,elma
2780168309,cs,centrální spánková apnoe
197644857,tr,lokatif hal
3017988006,gl,Loto sagrado
2909871498,he,התנועה הפמיניסטית
2779504383,ko,검시
2779296933,pt,Cisto coloide
13882206,hr,Ekonomika energetike
207319327,sr,Дијатрема
71139939,sr,Вискоза
66882249,ja,混合物
174613046,zh-hans,克里奥尔语
2778512508,ie,Phalaris arundinacea
2781369853,diq,Ğele
2779488553,it,estasi
2910405659,pt,metacarpo
547475151,ast,Escherichia coli
13474642,sk,Bezstavovce
3017884845,ms,Ivory Coast
2993184202,map-bms,Felis catus
167125095,zh-hk,DNA旋轉酶
2994111428,zh,宮內缺氧
2983909278,nb,nettleser
2776455275,or,ହେପାଟାଇଟିସ ସି
2986991398,gl,Sintaxe
2983609787,eu,Software implementation
2781370656,lzh,蘭
183761623,ro,menținerea păcii
2909762590,lt,Onkogenai
92957085,ta,வரிசைமாற்றுக் குலம்
76978605,uz,Diftong
2776287375,ru,Базальный передний мозг
121012721,ml,വെള്ളച്ചാട്ടം
3017825495,fi,Kaaliperhonen
188231857,pt-br,teste de conhecimento
2993469481,ps,بیکاری
2780940931,tg,Сомонаи парванда
194969405,oc,Realitat virtuala
2992514284,zh-hant,人格心理學
2777566558,pnb,سٹائرین
2909868925,cy,ffibriliad atrïaidd
2779651940,en,cerebrospinal fluid
3019520520,ga,Cathair Mheicsiceo
3020575016,ar,متلازمة الجنين الكحولي
2989296734,hu,vezetéstudomány
2777346404,nap,Monogenea
108437712,it,Gelcoat
2780450670,avk,Gepenol (Phocoena)
2776287654,nl,Degenkrabben
2776092919,ckb,زمانی ئەستۆنیایی
2779120887,en,participle
2781145515,cv,Шпакат курăкĕ
104672736,sr-ec,Организациони центри микротубула
2776362844,eu,Iztai lotailua
2994136483,bn,বিকিরণ চিকিৎসা
2776227913,en,Iprodione
61352017,sr-ec,Аутоматски прекидач
2777251235,pl,Bisfosfoniany
2991926073,es,Open enrollment
56683836,cs,Jaderný dualismus
2777677276,zh,機化性肺炎
543847140,hu,realizmus
113807197,ca,educació per a la salut
180099792,lt,Binomo formulė
2910159647,de-at,Scorpiones
125832229,kk-cyrl,Химиялық атаулар
2982736386,gl,Aprendizaxe automática
2778835443,et,Põhjapoolkera
40675005,jam,Aijropowa
2776974438,ia,nomine commun
3020203576,ne,अबु धाबी
182203180,zh-cn,内分泌腺
2780580376,io,Nauzeo
4839761,pnb,سپیکٹرل لائن
23340480,zh-hant,突波電流
3020794230,bg,Бактериални болести
2776243918,hy,Գոհունակություն
548895740,io,petrolo
147494362,zh-hant,排錯
192562407,sh,Znanost o materijalima
2910300410,et,Neuron
559590911,ta,திரு ஆட்சிப்பீடம்
2779072645,en,Isopoda
81539297,ne,घाताङ्क
2776810535,cs,kukačkovití
182349385,zh,伽羅瓦上同調
197513456,fr,Résolution au sol
2778134537,gl,porco
13373296,nn,kjemokin
2987567764,uk,друга мова
2991912704,lzh,蘇彝士運河
2992686539,cs,chemický průmysl
166050371,tr,Parlayıcılık ve yanıcılık
2985722716,be-tarask,інвэстыцыя
546175201,zh-hans,佛教学
2992575119,zh-tw,研究船
2780039118,sr-ec,Карнауба восак
80918210,fi,Pythagoraan kolmikko
2777127024,be,мікраядро
2993624238,ro,sondaj
84035572,hu,Kontinuum
2775992772,ckb,ڤایرۆسی ھانتا
11742125,vi,Lỗi cú pháp
197698901,sh,Paleoantropologija
2993183510,uk,оксиген
2910665519,ki,Caribbean
2987315675,ar,طب وقائي
512218843,tr,Alman dili ve edebiyatı
2779677306,sl,statistik
2780269488,zh-hans,高炉
2777325023,sv,Oxoniumjon
2983756050,lt,Lotkos–Volteros lygtys
2779702287,ta,மணத்தக்காளி
45737032,it,S-Box
2988151755,en,urban area
2909266285,th,วีลแชร์
2778435127,es,papel recubierto
2779495234,fi,Natriumarseniitti
29975890,et,Hertzsprungi-Russelli diagramm
2987325637,ja,高圧直流送電線
2776351103,zh-hant,金黴素
2779213678,ar,أخاطة
522133331,be,Mac OS
171107226,fa,نور پس‌زمینه
134121241,en,yield
2779127771,it,lucigenina
2910097346,sr-el,Kompleksno jedinjenje
2776653637,pl,Gossypol
553195128,hi,स्थानीय वास्तुकला
2778324911,lt,Kiaušidė
158129726,or,ହି ଗ୍ ସ୍ ବୋଷନ
58097730,bg,Субдукция
2781061807,vec,Universałismo
64922751,fa,مهندسی صوت
2781321622,nb,eggeplomme
2908830777,ms,Epitelium
2994039464,hu,incidencia
68874143,yi,מאנגראווע
2776424019,de,Kaliumcyanid
192560794,zh-hans,微透镜
2780017307,uz,Lavsan
2777126123,frr,Echt Spanern
2776008901,ast,Septoria
2777070848,ca,Reform Acts
2779687537,la,Echinococcosis
12429862,zh,人文景观
2910200283,kab,Tasnafsit
2778177438,it,ontologia formale
103208741,zh-hant,服務壽命
2778420691,pl,TLR3
2780433948,bg,Bacopa monnieri
71043370,lt,Teisėtyra
201995342,ro,ingineria sistemelor
2779341259,pl,Najpierw mieszkanie
2776872762,kk,Инактивті вакцина
2777853878,ar,نسخ صوتي
112959462,fa,رسوب رودخانه‌ای
2776230583,tr,konuşma dili
3019871778,fr,abus de substances
186867907,ja,放物型偏微分方程式
2776825360,zh,含糊
2780610420,eo,Kolibro
182393718,ko,평행사도
2780817299,sm,Gagana fa'a Sāmoa
189909181,en-ca,"Fructose 1,6-bisphosphatase"
2778407277,de,Carbendazim
2992257481,ba,Металлургия комбинаты
41260117,nl,Hepatologie
3019361169,en,absolute threshold
2982735371,oc,fatiga
8505890,es,Recta de balance
67705224,es,ácido ribonucleico
101396714,es,Default-free Zone
2779421657,en,necrobiosis lipoidica
2779398514,kk-arab,قىتاي ونەرى
3018587741,de-ch,Lunge
2781298781,zh-cn,杜氏藻属
100094513,eu,Zilio
205400985,tr,DMAIC
2776716027,de,Musculus sternocleidomastoideus
2776172558,vec,Amoeba
2993037506,zh-hans,领空
2777328355,zh-hans,信息素
2778197767,eo,amonia fosfato
2776110084,ta,பாலுணர்ச்சியைத் தூண்டுதல்
73935091,zh,森林生態學
205649164,ss,Temhlaba
2779608229,af,Ou Wêreld
2992462468,vi,học khu
2776449231,cy,Federal jurisdiction
164913051,ug,شېئىر
2988186277,ro,informații geografice
137664086,eo,endemio
2986427349,la,litus
136699151,sr,Veb 2.0
123953119,yue,棍波
22423302,zh-hant,濺射
84028575,uk,Віктимологія
207046469,zh-hans,量子力学诠释
62231903,ta,வளர்சிதைமாற்றம்
2908995860,tg,Бодом
2777819096,tt,кеше үңәче
2780590819,kk-cn,الابوتا تۇقىمداستار
96170274,eo,platvitro
171553443,sv,formell grammatik
49708893,hr,Kaldera
48349386,tl,Malayang radikal
3020190219,sk,Infúzia
3019808486,es,estrategia de afrontamiento
2779033008,nl,leverpoortader
529754248,te,డేటా రికవరీ
2777484424,zh-hans,脂溢性皮炎
186720457,sd,سمجهه
2777747896,io,Tifo
3449773,gl,Melanopsina
50735335,bg,Центробежна сила
137637335,ms,Hablur halus
85885044,hu,Középhullám
2779422922,bg,Стомах
2988626085,zh-tw,言論自由
99987037,ja,剛体球ポテンシャル
2986193123,mwl,Anformática
2983793060,fy,Estetyk
91442348,ru,Ордовикский период
2780475245,sr,Gerber
2992462468,ms,Daerah sekolah
85106312,yue,唔理風險嘅機會率
2992540694,pl,bezrobocie
5260166,hi,गुटिकायीकरण
23061349,kk-arab,بىيپوليارلىق ترانزىيستور
2777089865,arn,Ilya
55350006,cs,exponenciální rozdělení
2910145492,arz,عبلنج
2777916119,fi,Chromobacterium violaceum
2780153333,es,Europeización
3018061469,mk,пандемија на грип
134912446,es,Cuerpo convexo
30436405,sr,Ћелијска комуникација
2779599708,ast,Exame de sangre
206743973,fr,raisonnement par récurrence
152442038,zh-hant,提克洛夫規範化
2778397037,en,Supply chain network
2781128178,nl,Lead zirconate titanate
195704467,sh,Mimika
2778967481,en,Groupers
90377713,cs,Stream Control Transmission Protocol
555313981,hi,उष्णकटिबंधीय वर्षा-वन
2778150588,sk,Azobenzén
2776212140,pl,torakocenteza
2986741362,ckb,ئەلەکترۆنیک
205325660,fa,مغزه یخی
104091681,es,autómata finito determinista
3019946834,ca,trastorn mental
84555802,nb,IPv6
192953774,pt,Genoma de referência
2779378151,it,indigotina
2777111245,az,Çinaryarpaq ağcaqayın
2776866189,fr,virus du Nil occidental
27052491,es,comunicación ambiental
2908643374,bn,বেলের পক্ষাঘাত
2778650512,zh,神經元蠟樣脂褐質儲積症
129867235,en,HYDROSOL
93173128,zh-hans,无意视盲
2909974548,tg,Банд (пайванди устухон)
2910024739,zh,紀律
2779530196,bn,অ্যাক্সন
2910968140,ml,ബഹുജനമാദ്ധ്യമം
30246029,ja,音響増幅
2781178838,kab,Aɣanim
2909952040,cs,platýs
2777983457,zh-hans,西部铁杉
81819989,he,אקטיביזם שיפוטי
2778830712,tg,Нематодаҳо
2992824209,sv,matstrupscancer
2776007765,sr,Met-enkefalin
9342510,nl,coulomb
2994217296,ky,боордун циррозу
16277566,uk,симфонія
2776139624,zh-hant,鎖
2778819841,cy,Bollworm
5667645,fa,تبدیلات لورنتس
2780588462,ro,Lygaeidae
2777427615,hr,Degenerativne bolesti
75934600,es,nucleoproteína
552161191,fr,mésencéphale
3019721787,lv,Tiristors
2992244235,bn,উদ্ভিদ
60454596,zh-hant,排序複選制
3020376007,el,Δυτική Βεγγάλη
94105702,ca,dBm
2780090376,ja,客体化
110830959,sk,Lexikológia
555944384,id,Nirkabel
125080357,zh-hant,完全圖
2777807311,ar,كلخ
2776165026,vi,Tyrosine
67597806,nb,Lekmann
2910634771,sh,Ludopatija
2780928369,nl,Epibatidine
186728687,he,קרום מצמוץ
2776989088,tr,Boğaz
154847795,zh,歐陸哲學
2909061311,wuu,视力
64413873,en-ca,Occupational exposure limit
2779097656,fr,Fluoration de l'eau
8786535,ca,oxímoron
35158069,ar,كروموسوم إكس
12558332,bn,কৃত্রিম নির্বাচন
42067758,wuu,折射率
2778324911,et,Munasari
75455068,ko,도수 확률
2779146283,en,Business reporting
2984360240,tt-cyrl,харита
2983365874,mk,изобличување
2780354894,es,volante de dirección
2779287072,ca,centre d'atenció primària
2779983558,nds-nl,Boek
2780472225,eu,Epifisi
2983311337,ms-arab,الت موزيک
84403425,cs,Nosná telefonie
50605568,es,CYP2B6
35219183,si,පෘතුග්‍රීසි භාෂාව
43450049,es,teoría psicoanalítica
2776594999,zh-cn,普罗黄素
19269812,vi,Vệ tinh
2994552716,la,Salmonella enterica subsp. enterica
2986433049,as,বাল্টিক সাগৰ
149635348,gsw,Eingebettetes System
2778131859,ro,Izvor termal
3018486270,eo,Protein diet
2776529007,ca,C
2778908642,tl,diperensiyang henetiko
2987650672,ms-arab,حق چيڤتا
144876296,nl,afbrandstuiklassen
2779796875,be,Лубін вузкалісты
150199151,el,Απεμπλουτισμένο ουράνιο
3020761558,id,Rantai transpor elektron
3019042630,cs,vodík
105637607,ru,мост
2779526359,zh-cn,锡石
80115032,en,DIDO
23840281,fa,کوتوله سیاه
2776136866,zh-cn,布地奈德
38014559,uk,Освітологія
2992575119,zh-hans,研究船
2775923278,ro,drepturi cetățenești
2984033497,nb,læringsteknologi
64980472,id,Freon
2984849654,oc,Ipersonic
2910559741,vi,Hội chứng Cushing
2776872670,en,simulator sickness
2779416288,bg,Света Троица
2776323365,mn,табу
100924687,it,eucromatina
2777755805,pl,Nagryz poziomy
2780933643,ko,옹벽
2776689207,de,ATRX
187640670,cs,teorie ustáleného stavu
143732363,nb,Goldbachs formodning
2777261373,ar,فرط كلوريد الدم
2777808570,fr,formation en ligne ouverte à tous
2776189500,hi,प्रक्रिया
2780643987,cs,angiografie
2780054614,es,Foramen intervertebral
3018345308,gd,Martin Luther
182880114,ro,ecozina nearctică
30228293,sv,Stagflation
2781279111,pl,bagrowanie
2779207338,mhr,индонезийысе йылме
523597863,bho,सेरियम
113216237,bg,Косвен данък
2781372952,szy,mamenuay
2776702029,sh,Ulkus rožnice
2776656640,war,Schisandra
2780585763,hy,Էնտերոկոկ
2778930362,ku-latn,perê cemserê hestî
176234127,fr,Quadrupôle magnétique
147944092,de,Patch-Clamp-Technik
2777496521,nl,Tribromide
2777255693,ru,Краун-эфиры
32252159,ko,역선택
165838908,fa,کالیبراسیون
73329638,fr,ciel
102305021,fi,termodynamiikka
2909908917,pt,contratura
36629368,eo,Historiismo
2983001568,en-ca,Portfolio
2779501167,ko,선수권 대회
2778135664,vi,Kinh tế mở
507366226,scn,USB
2776224337,or,ଟିବିଆଲ ପ୍ଲେଟୋ ଅସ୍ଥି ଭଗ୍ନ
27034413,eo,enkorpigita subpuŝa aŭtomato
70522964,fa,ابتدا کوتاه‌ترین مسیر را انتخاب کردن
7821365,nn,Proteolipidprotein
83209312,zh,预测分析
2779692794,ro,xenofobie
145472048,fa,جامعه‌شناسی آموزش
70452415,zh,預測性維修
5399437,kk,АҚШ әдебиеті
2992002026,en,General Theory
2777129202,nn,meteorologisk stasjon
56566620,zh-hk,溶解平衡
179321100,fa,برجستگی خورشیدی
546638069,sh,Hafnijum
2781462264,fr,CD16
2776073818,an,Bambolla Local
201638289,nb,ambient intelligens
2779261148,pt,cobertor
2778057375,en-ca,Cultural tourism
8298632,tk,Ynjyk ýagdaýdaky görnüşler
2776667090,ms,Australopithecus
2780866625,zh-hans,牛瘟病毒
105297191,oc,folclòr
90738871,da,Configuration space
204852536,et,esiaeg
36653544,eu,Token Ring
2776409557,pl,herpeswirusy
259533,tr,Diyoptri
531996449,ku-arab,وندۆوس نت
86180272,ro,Max Fiber
2779808665,es,militante
2992694001,sr-ec,бронхитис
2909211665,cs,paměť
2778672287,sr,Vanadijum nitrid
2993396156,zh,激发态
134056017,ru,радиационная химия
57008531,de,selbsterfüllende Prophezeiung
80864568,pl,metoda porównawcza
2779514672,bg,ортоклаз
2910455041,lb,Malaria
111226992,sl,Timsko delo
2781356689,ast,Vaccinia virus
159023740,fr,interblocage
149629883,ru,фракция
2781200603,fi,Enolieetterit
2776442470,koi,Тулан котыр
11704745,eu,Unicast
81721847,ja,Prolog
2909669934,io,Poliomielito
2776476023,zh-cn,嘌呤
2911131238,uk,Осетер озерний
2780076171,en-gb,NBQX
2778826510,el,βοράνιο
2776317360,de,ELANE
2778341716,ko,특발성 폐섬유증
2910378896,ceb,Mycobacterium
2779464718,hr,Žabnjaci
2991907460,nb,estetikk
42041008,tg-latn,Katarsis
3017921493,fi,hoitovirhe
149288129,zh-cn,相变
2992244235,xmf,ჩანარეფი
40046163,cy,Cylchred cudd-wybodaeth
2780176905,as,থাইৰয়ড ৰোগ
2910356819,es,Enterobius vermicularis
2982735371,shi,tarmmuyt
4641261,pt,detecção facial
48580701,nn,fransk
2776713116,da,Honningdug
167221231,sv,NetLogo
138775182,fi,Tehollinen ydinvaraus
47648889,zh,经济特区
2779872411,fr,communauté internationale
2993791327,ar,قانون الأحوال الشخصية
2991886400,sr,Локална заједница
112887158,pa,ਹਾਈਡਰੋਜਨ ਜੋੜ
2776270601,da,Papillomaviridae
79879829,bn,উইকিপিডিয়া:জীববিজ্ঞান শব্দকোষ
103785112,wuu,卡农
2993183510,nb,oksygen
2910364982,nan,Khùn-bîn
2776308701,sq,Thalassia testudinum
180537121,sco,astropheesics
516920438,zh-hk,甲烷
165786947,ast,Impuestu sobre la renta
179264091,he,מוצין
2779726219,fr,acquisition de cible
3018774311,id,Ester
2781172350,tg,Атрофия
163688568,hu,béta-sugárzás
2779254018,sq,Pteris vittata
2779452502,nb,Bendelormer
555352317,zh-cn,锔
120804375,bg,Terra incognita
15095095,si,ආලෝක ජීව විද් යාව
2989555556,hu,Szupravezetés
2781428731,nn,Behçets sjukdom
2776795407,ar,تجدد الكبد
2780238520,eo,Blefarito
2776683971,sh,Androstenedion
3019952477,kk-latn,Sırqatnama
2910368630,wo,Trendelenburg
2780600097,en,Ostreidae
2779783995,mn,атеизм
2777086211,bn,সামরিক নীতিমালা
56154687,he,שיפור עצמי
172456720,en,Intramolecular reaction
91316289,pl,Bionika
2779174533,he,מסלזין
2776924795,azb,آکریدین
2780097628,vi,Fasciola
3020237371,zh,規範性影響
184743266,nan,Chū-iû hòng-jīm
3020384686,zh-hk,緊急服務
502989409,he,הנפשה
2909259495,fa,داروی بی‌هوشی
47659340,hu,Motorvezérlő egység
2993314589,it,trattamento delle acque reflue industriali
2779654193,sv,Flenörtsväxter
2778397350,sv,Kaprylsyra
154874363,vi,Mã hóa y tế
2993601171,ba,Бөтә донъя мираҫы
2910972410,sah,Малярия
4768521,jv,Fonotaktik
195081551,ka,ულტრაფუძე ქანები
2779518617,scn,Culex
2777997422,uk,Оселедець
2779923026,pt,fáscia plantar
206688291,zh-hant,隨機梯度下降法
2776246342,zh,被忽视热带病
174455759,sv,Späck
2910958997,ur,طب تولید
136229726,ms,kejuruteraan bioperubatan
28940832,ru,спектр матрицы
2779438827,id,stasiun televisi
2908856696,or,ସାର୍କଏଡୋସିସ୍
181582579,pt,método de Runge-Kutta
2779597210,vi,Ăn xin
71217194,de,Differenzielle Nichtlinearität
135876225,sv,Induktionsugn
2775849661,en-ca,Narcotic
36410445,zh-my,笛卡尔主义
7602139,ps,کوارک
