source_id,source,abbreviation,source_type_id,country_iso_alpha2_code,host_organization_publisher_id,host_organization_institution_id,homepage_url,issn_l,openalex_id,mag_id,wikidata_id,fatcat_id,is_in_doaj,is_oa,apc_price_usd,updated_date,created_date
4306510463,FILMHISTORIA Online,,3.0,,,,,,S4306510463,,,,0.0,0.0,,2024-08-26,2022-10-17
4210227649,NIHR Open Research,NIHR open res.,3.0,GB,,,,2633-4402,S4210227649,,,j5zsgotvuvge5fh6ujmjhihw4a,1.0,1.0,0.0,2024-08-27,2022-02-03
4511983,Journal of Advanced Computational Intelligence and Intelligent Informatics,,3.0,JP,4324309662.0,,https://www.fujipress.jp/jaciii/jc/,1883-8014,S4511983,4511983.0,Q15755207,,1.0,1.0,0.0,2024-08-29,2016-06-24
4306401942,Scientific Journals (Public Knowledge Project),,4.0,,,209863525.0,,,S4306401942,,,,0.0,1.0,,2024-08-19,2022-10-17
26544713,Social Service Review,,3.0,US,4310315672.0,,http://www.journals.uchicago.edu/ssr,0037-7961,S26544713,26544713.0,Q7550845,,0.0,0.0,,2024-08-29,2016-06-24
4306527346,Revista EVS  - Revista de Ciências Ambientais e Saúde,,3.0,,,,,,S4306527346,,,,0.0,0.0,,2024-08-29,2022-10-17
4306520787,New finance,,3.0,,,,,,S4306520787,,Q63770335,,0.0,0.0,,2024-06-26,2022-10-17
4306552898,機械技術研究所所報,,3.0,,,,,,S4306552898,,,,0.0,0.0,,2024-06-26,2022-10-17
4210191738,Medicinal chemistry,,5.0,US,4310320990.0,,,0076-6054,S4210191738,,,viqtjdwimngffp6hbf6pezubhu,0.0,0.0,,2024-08-28,2022-02-03
2764977889,Russ Coile's health trends,,3.0,US,4310315671.0,,,1079-7726,S2764977889,2764977889.0,Q27714431,nhhuo4kdonclbmktbtoy7eoi4a,0.0,0.0,,2024-06-25,2017-10-27
4210220918,SlavVaria,,3.0,HU,,,,2786-2550,S4210220918,,,,0.0,0.0,,2024-07-22,2022-02-03
4210194923,Jurnal Presipitasi Media Komunikasi dan Pengembangan Teknik Lingkungan,,3.0,ID,4310315173.0,,http://ejournal.undip.ac.id/index.php/presipitasi,1907-817X,S4210194923,,Q50808111,,1.0,1.0,0.0,2024-08-29,2022-02-03
4210213458,Istituto Lombardo - Accademia di Scienze e Lettere - Memorie,Memorie (Ist. lombardo - Accademia sci. lett.),3.0,IT,4310319913.0,,http://www.ilasl.org/index.php/Memorie,2384-9126,S4210213458,,Q96708978,pa2tht2n35fo7psxzogcdv2x2y,0.0,1.0,,2024-07-24,2022-02-03
4210234955,Panorama,,3.0,BR,,,,2236-1685,S4210234955,,,,0.0,1.0,,2024-08-26,2022-02-03
2765064078,China Leather,,3.0,,,,,,S2765064078,2765064078.0,,,0.0,0.0,,2024-08-12,2017-10-27
4210227162,Klorofil Jurnal Penelitian Ilmu-Ilmu Pertanian,,3.0,ID,,,http://www.fp.umpalembang.ac.id,2085-9600,S4210227162,,Q96721628,,0.0,1.0,,2024-08-28,2022-02-03
4210206921,Journal of Teaching and Learning for Graduate Employability,,3.0,AU,4310317996.0,,https://ojs.deakin.edu.au/index.php/jtlge/index,1838-3815,S4210206921,,Q15817319,t45wunfdsvf25k4fz7wgjre4ku,1.0,1.0,0.0,2024-08-29,2022-02-03
4210170937,Limes Borderland Studies,,3.0,LT,4310317518.0,,,2029-7475,S4210170937,,,,0.0,0.0,,2024-07-23,2022-02-03
4387283618,JOURNAL EDUCATIONAL MANAGEMENT REVIEWS AND RESEARCH,,3.0,,,,,2962-6145,S4387283618,,,,0.0,0.0,,2024-08-14,2023-10-03
4210236938,Current Research in Food Science,,3.0,NL,4310320990.0,,https://www.journals.elsevier.com/current-research-in-food-science,2665-9271,S4210236938,,Q96704273,jiuvkkm3b5c2blebbkhvrc5phi,1.0,1.0,2500.0,2024-08-29,2022-02-03
4210236217,Jurnal Pengabdian Masyarakat IPTEKS,,3.0,ID,,,http://jurnal.unmuhjember.ac.id/index.php/PENGABDIAN_IPTEKS,2527-5216,S4210236217,,Q96718199,,0.0,0.0,,2024-08-28,2022-02-03
4210227352,Journal of Water,,3.0,US,,,,2769-2264,S4210227352,,,,0.0,0.0,,2024-08-19,2022-02-03
4387279143,Edukasi Jurnal Pendidikan Dasar,,3.0,,,,,2721-3935,S4387279143,,,,0.0,0.0,,2024-08-14,2023-10-03
4393914631,Zeitschrift des Historischen Vereins für Schwaben,,3.0,,,,,0342-3131,S4393914631,,,,0.0,0.0,,2024-06-26,2024-04-04
4306488286,"International Water Management Institute (IWMI). CGIAR Research Program on Water, Land and Ecosystems (WLE) eBooks",,2.0,,,,,,S4306488286,,,,0.0,0.0,,2024-08-20,2022-10-17
4306496637,한국태양에너지학회 학술대회논문집,,3.0,,,,,,S4306496637,,,,0.0,0.0,,2024-08-28,2022-10-17
170118887,Journal of Personnel Evaluation in Education,,3.0,,,,,,S170118887,170118887.0,,,0.0,0.0,,2024-08-14,2016-06-24
2764386001,IDB Publications,,3.0,,,,,,S2764386001,2764386001.0,,,0.0,0.0,,2024-06-25,2017-10-27
4220651681,Buletinul Institutului Politehnic din Iaşi. Secţia Electrotehnică. Energetică. Electronică,,3.0,RO,4310313990.0,,,1223-8139,S4220651681,,,,0.0,0.0,,2024-08-18,2022-03-10
4210185716,International Journal of Entrepreneurship and Business Innovation,,3.0,US,,,,2689-9493,S4210185716,,,3gg3t5k23jd3lb2qbdpyz5kbvi,0.0,0.0,,2024-08-26,2022-02-03
4210170852,Patrick Moore's practical astronomy series/˜The œPatrick Moore practical astronomy series,,3.0,US,,,,1617-7185,S4210170852,,,,0.0,0.0,,2024-06-25,2022-02-03
2765038122,Oklahoma City University law review,,3.0,US,,,,0364-9458,S2765038122,2765038122.0,Q15759053,hqraqhu27fhsjat24urtreaake,0.0,0.0,,2024-08-29,2017-10-27
4210234619,Critical Studies in Improvisation / Études critiques en improvisation,,3.0,CA,,,http://www.criticalimprov.com/public/csi/index.html,1712-0624,S4210234619,,Q15751462,ybfzq3zn5vffdhdyrgao7k43bu,0.0,0.0,,2024-08-29,2022-02-03
4306537847,مجله علمی دانشگاه علوم پزشکی گرگان,,3.0,,,,,,S4306537847,,,,0.0,0.0,,2024-06-26,2022-10-17
4306521351,Odontol. clín.-cient,,3.0,,,,,,S4306521351,,,,0.0,0.0,,2024-08-28,2022-10-17
123595276,Journal of Science and Technology Policy in China,,3.0,GB,,,http://www.emeraldinsight.com/journals.htm?issn=1758-552X,1758-552X,S123595276,123595276.0,Q96329273,,0.0,0.0,,2024-08-30,2016-06-24
4306523838,"Proceedings of the 4th International Conference on Arts, Design and Contemporary Education (ICADCE 2018)",,1.0,,,,,,S4306523838,,,,0.0,0.0,,2024-06-25,2022-10-17
4306401338,Constellation (Université du Québec à Chicoutimi),,4.0,,,104914703.0,,,S4306401338,,,,0.0,1.0,,2024-08-29,2022-10-17
2482923289,IET Biometrics,,3.0,GB,4310311714.0,,https://ietresearch.onlinelibrary.wiley.com/journal/20474946,2047-4938,S2482923289,2482923289.0,Q59821027,,1.0,1.0,2200.0,2024-08-29,2016-08-23
4306489394,Recht Fuer Deutschland GmbH eBooks,,2.0,,,,,,S4306489394,,,,0.0,0.0,,2024-08-19,2022-10-17
4363606695,Giornale di metafisica,,3.0,,,,http://digital.casalini.it/18256570,,S4363606695,,Q15760620,,0.0,0.0,,2024-06-25,2023-04-11
4210188070,ISRN Neurology,,3.0,EG,4310319869.0,,http://www.hindawi.com/isrn/Neurology,2090-5505,S4210188070,,Q26841807,,0.0,1.0,,2024-08-29,2022-02-03
4306532793,The X-ray Universe 2011,,3.0,,,,,,S4306532793,,,,0.0,0.0,,2024-08-12,2022-10-17
4210217928,Marriage and Family Living,,3.0,US,4362726012.0,,http://www.jstor.org/journals/08857059.html,0885-7059,S4210217928,,Q27718215,,0.0,0.0,,2024-08-29,2022-02-03
2764539337,Journal of Evidence-Based Psychotherapies,,3.0,,4310314576.0,,,2360-0853,S2764539337,2764539337.0,,,0.0,0.0,,2024-08-29,2017-10-27
4306519876,Michigan Univ. Final Report,,3.0,,,,,,S4306519876,,,,0.0,0.0,,2024-08-12,2022-10-17
4306518171,La Revista del Foment,,3.0,,,,,,S4306518171,,,,0.0,0.0,,2024-07-08,2022-10-17
4210225845,Journal of Environmental Science and Sustainable Development,J. Environ. Sci. Sustain. Dev.,3.0,ID,4310315272.0,,https://scholarhub.ui.ac.id/jessd/,2655-6847,S4210225845,,Q96714426,e6lyjixtqfhm3jlo7qnsauanam,0.0,1.0,,2024-08-29,2022-02-03
166350403,Journal of Herbal Pharmacotherapy,,3.0,US,4310320547.0,,https://www.tandfonline.com/toc/iher20/current,1522-8940,S166350403,166350403.0,Q15766835,,0.0,0.0,,2024-08-29,2016-06-24
4220651369,Azerbaijan journal of Chemical News,,3.0,AZ,,,,2663-7006,S4220651369,,,,0.0,0.0,,2024-08-13,2022-03-10
97631563,Telos,,3.0,US,4320800767.0,,http://journal.telospress.com/,0090-6514,S97631563,97631563.0,Q3512091,,0.0,0.0,,2024-08-29,2016-06-24
4210236696,Jurnal Pendidikan Riset dan Konseptual,,3.0,ID,4310315292.0,,http://journal.unublitar.ac.id/pendidikan/index.php/Riset_Konseptual,2598-2877,S4210236696,,Q96717774,,0.0,1.0,,2024-08-28,2022-02-03
207053439,Cognitive Linguistics,,3.0,DE,4310321051.0,,,0936-5907,S207053439,207053439.0,,,0.0,0.0,,2024-08-29,2016-06-24
4306552282,机械与电子,,3.0,,,,,,S4306552282,,,,0.0,0.0,,2024-06-26,2022-10-17
4306419834,International Conference on Smart Homes and Health Telematics,,1.0,,,,,,S4306419834,,Q105696003,,0.0,0.0,,2024-08-19,2022-10-17
4210225897,Nordrhein-Westfalen-Jahrbuch,,5.0,DE,4310313990.0,,,1438-2881,S4210225897,,,gr7rteyryzbtbgwddl7tfinvvu,0.0,0.0,,2024-07-29,2022-02-03
4306544330,システム制御情報学会論文誌,,3.0,,,,,,S4306544330,,Q96738297,,0.0,0.0,,2024-08-12,2022-10-17
121444704,Psychoanalytic Dialogues,,3.0,US,4310320547.0,,https://www.tandfonline.com/toc/hpsd20/current,1048-1885,S121444704,121444704.0,Q15766794,,0.0,0.0,,2024-08-29,2016-06-24
4306511867,Hamdard Islamicus,,3.0,,,,,0250-7196,S4306511867,,Q15761624,,1.0,1.0,0.0,2024-08-28,2022-10-17
4306543306,仪器仪表与分析监测,,3.0,,,,,,S4306543306,,,,0.0,0.0,,2024-06-25,2022-10-17
4210204212,Jurnal Absis Jurnal Pendidikan Matematika dan Matematika,,3.0,ID,,,,2654-8739,S4210204212,,,,0.0,0.0,,2024-08-28,2022-02-03
4306535268,XXI Encontro Nacional de Modelagem Computacional e IX Encontro de Ciência e Tecnologia de Materiais,,3.0,,,,,,S4306535268,,,,0.0,0.0,,2024-08-19,2022-10-17
4306521224,Nursing BC / Registered Nurses Association of British Columbia,,3.0,,,,,,S4306521224,,,,0.0,0.0,,2024-08-15,2022-10-17
4210221155,Psicosomática y Psiquiatría,Psicosom. psiquiatr.,3.0,ES,,,,2565-0564,S4210221155,,,aiuczuzf75ff7fxyusjditt4zy,1.0,1.0,0.0,2024-08-20,2022-02-03
4306484873,文芸春秋 eBooks,,2.0,,,,,,S4306484873,,,,0.0,0.0,,2024-06-25,2022-10-17
4306535928,Zhongguo Dangdai Erke Zazhi,,3.0,,,,,,S4306535928,,,,0.0,0.0,,2024-06-24,2022-10-17
4306476972,Nova Biomedical eBooks,,2.0,,,,,,S4306476972,,,,0.0,0.0,,2024-08-27,2022-10-17
4306534723,Western Undergraduate Psychology Journal,,3.0,,4310320378.0,,https://ojs.lib.uwo.ca/index.php/wupj,,S4306534723,,Q113383722,,0.0,0.0,,2024-08-26,2022-10-17
4306418238,Electrical Design of Advanced Packaging and Systems Symposium,,1.0,,,,,,S4306418238,,,,0.0,0.0,,2024-08-15,2022-10-17
4377196217,PRE-CAPITALIST SOCIETIES,,4.0,,,,,,S4377196217,,,,0.0,0.0,,2024-06-26,2023-05-22
4306538400,Вестник Белорусской государственной сельскохозяйственной академии,,3.0,,,,,,S4306538400,,,,0.0,0.0,,2024-07-20,2022-10-17
36922967,Scottish historical review/˜The œScottish historical review,,3.0,GB,4310320189.0,,http://www.euppublishing.com/journal/shr,0036-9241,S36922967,36922967.0,,,0.0,0.0,,2024-08-28,2016-06-24
4210197015,Current Bioscience,,3.0,ES,,,,2660-972X,S4210197015,,,,0.0,0.0,,2024-07-23,2022-02-03
45012897,NMR in Biomedicine,,3.0,GB,4310320595.0,,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1492,0952-3480,S45012897,45012897.0,Q3061252,,0.0,0.0,5150.0,2024-08-29,2016-06-24
4306548673,建築雑誌,,3.0,,,,,,S4306548673,,,,0.0,0.0,,2024-08-28,2022-10-17
28824761,Journal of Wine Research,,3.0,GB,4310320547.0,,https://www.tandfonline.com/toc/cjwr20/current,0957-1264,S28824761,28824761.0,Q15759492,,0.0,0.0,,2024-08-29,2016-06-24
4210222275,Financial Statistical Journal,,3.0,US,,,http://systems.enpress-publisher.com/index.php/FSJ,2578-1960,S4210222275,,Q96701684,rlqmzqu4s5grbnvchebfnu2esu,0.0,1.0,,2024-08-24,2022-02-03
4306463336,Government Printing Office eBooks,,2.0,,,,,,S4306463336,,,,0.0,0.0,,2024-08-27,2022-10-17
4306501677,Anagnórisis: Revista de investigación teatral,,3.0,,,,,,S4306501677,,,,0.0,0.0,,2024-08-30,2022-10-17
4393915463,Modern trends in radiotherapy,,3.0,,,,,0544-6937,S4393915463,,,,0.0,0.0,,2024-06-26,2024-04-04
4306402329,Open Journal Systems (Taiwan Association of Engineering and Technology Innovation),,4.0,,,,,,S4306402329,,,,0.0,1.0,,2024-08-29,2022-10-17
4306465965,Ausonius Editions eBooks,,2.0,,,,,,S4306465965,,,,0.0,0.0,,2024-08-19,2022-10-17
4387287936,Revista Observatório Científico,,3.0,,,,,2676-0487,S4387287936,,,,0.0,0.0,,2024-07-20,2023-10-03
4210214411,Indicators,,3.0,US,4310320547.0,,https://www.tandfonline.com/toc/mzsh20/current,1535-7449,S4210214411,,Q96708749,d524cr5zfbfubglphfwdznwbhi,0.0,0.0,,2024-08-26,2022-02-03
4393911404,Cahiers de Tunisie,,3.0,,,,,0008-0012,S4393911404,,,,0.0,0.0,,2024-06-26,2024-04-04
2764383392,Children Australia,,3.0,GB,4310311721.0,,,1035-0772,S2764383392,2764383392.0,,,0.0,0.0,,2024-08-28,2017-10-27
4393914626,Blätter für württembergische Kirchengeschichte,,3.0,,,,,0341-9479,S4393914626,,,,0.0,0.0,,2024-06-26,2024-04-04
4306420971,Symposium on Computer Architecture and High Performance Computing,,1.0,,,,,,S4306420971,,Q105693565,,0.0,0.0,,2024-08-15,2022-10-17
4210194608,Media Jurnal Informatika,,3.0,ID,,,,2088-2114,S4210194608,,,,0.0,0.0,,2024-06-25,2022-02-03
2756346423,Beitraege zur Gerichtlichen Medizin,,3.0,AT,4360969406.0,,,0067-5016,S2756346423,2756346423.0,Q27709254,r5exdlvslradpcqlecdj24hxuq,0.0,0.0,,2024-08-19,2017-09-25
4220651142,Health Science Journal of Thailand,,3.0,TH,,,,2773-8817,S4220651142,,,,0.0,0.0,,2024-08-13,2022-03-10
4306544283,初中生学习：低,,3.0,,,,,,S4306544283,,,,0.0,0.0,,2024-06-26,2022-10-17
4210229991,Austin Journal of Pharmacology and Therapeutics,,3.0,US,,,http://www.austinpublishinggroup.com/pharmacology-therapeutics,2373-6208,S4210229991,,Q27725777,tcwdczmbufcj7ambcmq7ctbsza,0.0,1.0,,2024-08-29,2022-02-03
2764978884,Puerto Rico journal of public health and tropical medicine,,3.0,PR,,,,0370-1506,S2764978884,2764978884.0,Q27717845,ud6ihopuf5g6fpaqm7ofx7fcaq,0.0,0.0,,2024-08-20,2017-10-27
4210188144,Bulletin Volcanologique,,3.0,IT,4310319965.0,,https://link.springer.com/journal/12362/volumes-and-issues,0366-483X,S4210188144,,Q96329489,,0.0,0.0,,2024-08-19,2022-02-03
4306476028,Minister of Supply and Services Canada eBooks,,2.0,,,,,,S4306476028,,,,0.0,0.0,,2024-08-12,2022-10-17
4306520201,Monographies et débats de psychanalyse,,3.0,,,,,,S4306520201,,,,0.0,0.0,,2024-08-15,2022-10-17
4210231037,Revista verde grande/Revista Verde Grande,,3.0,BR,,,,1808-6764,S4210231037,,,,0.0,1.0,,2024-08-21,2022-02-03
3034690390,Asian-Pacific Journal of Second and Foreign Language Education,Asian-Pac. j. second foreign lang. educ.,3.0,DE,4310319900.0,,https://sfleducation.springeropen.com,2363-5169,S3034690390,3034690390.0,Q50817150,rzl2ck2abjb6ffi6qjybapn5sq,1.0,1.0,926.0,2024-08-29,2020-06-19
4387288415,Bulgaria the Bulgarians and Europe – Myth History Modernity,,3.0,,,,,2603-3860,S4387288415,,,,0.0,0.0,,2024-07-23,2023-10-03
4210185398,Elephant,,3.0,US,,,,0737-108X,S4210185398,,Q96697731,jgqsg7umhrfrheic5kau5ry6sm,0.0,0.0,,2024-08-28,2022-02-03
2764906973,Social Science Journal of Qinghai Normal University,,3.0,,,,,,S2764906973,2764906973.0,,,0.0,0.0,,2024-07-19,2017-10-27
4210222102,ASIAN JOURNAL OF BIO SCIENCE,,3.0,IN,,,,0973-4899,S4210222102,,,,0.0,0.0,,2024-08-28,2022-02-03
4210199655,Russian Law,,3.0,RU,,,,1811-9077,S4210199655,,Q96726728,wg4ovh75mbh7nbv5m5lfipph3i,0.0,0.0,,2024-07-23,2022-02-03
4387288246,Public Administration And Development Journal,,3.0,,,,,2986-1039,S4387288246,,,,0.0,0.0,,2024-07-23,2023-10-03
73260565,Reviews of Modern Physics,,3.0,US,4310320261.0,,http://rmp.aps.org/,0034-6861,S73260565,73260565.0,Q26572,,0.0,0.0,,2024-08-29,2016-06-24
4210233680,Fayoum University Medical Journal/Fayoum University Medical Journal,,3.0,EG,,,http://fumj.journals.ekb.eg,2536-9474,S4210233680,,Q96701297,,1.0,1.0,0.0,2024-08-26,2022-02-03
4210174748,"˜The œjournal of the Institution of Electrical Engineers. Part 2A, Automatic regulators and servo mechanisms",,3.0,GB,,,,2050-5523,S4210174748,,,,0.0,0.0,,2024-08-29,2022-02-03
4210197099,Centaurus Pocket Apps,,3.0,DE,,,,2193-1119,S4210197099,,,,0.0,0.0,,2024-06-25,2022-02-03
4306547483,官報資料版,,3.0,,,,,,S4306547483,,,,0.0,0.0,,2024-06-26,2022-10-17
103976430,Chinese Medicine,,3.0,MO,4310320256.0,,https://cmjournal.biomedcentral.com/,1749-8546,S103976430,103976430.0,Q15752274,,1.0,1.0,2373.0,2024-08-29,2016-06-24
2764580267,Journal of Contemporary Issues in Education,,3.0,CA,4310313082.0,,https://ejournals.library.ualberta.ca/index.php/JCIE,1718-4770,S2764580267,2764580267.0,Q50770044,pekogia62fal7p3tzpu3ivcrum,1.0,1.0,0.0,2024-08-29,2017-10-27
4306495586,동아시아고대학,,3.0,,,,,,S4306495586,,,,0.0,0.0,,2024-06-24,2022-10-17
30990483,Theoretical Inquiries in Law,,3.0,IL,4310319193.0,,http://www.law.tau.ac.il/eng/?CategoryID=255,1565-1509,S30990483,30990483.0,Q7782358,,0.0,0.0,,2024-08-29,2016-06-24
4393913325,Environment folio,,3.0,,,,,0116-1873,S4393913325,,,,0.0,0.0,,2024-06-26,2024-04-04
4363604287,InsO,,5.0,,,,,,S4363604287,,,,0.0,0.0,,2024-06-25,2023-04-11
4210230062,Psychotherapie-Wissenschaft,,3.0,DE,,,https://www.psychotherapie-wissenschaft.info,1664-9583,S4210230062,,Q96730613,,1.0,1.0,0.0,2024-08-19,2022-02-03
4306483734,Минск: МГИРО eBooks,,2.0,,,,,,S4306483734,,,,0.0,0.0,,2024-06-26,2022-10-17
4210236988,Journal of Casting & Materials Engineering,J. Cast. Mater. Eng,3.0,PL,4310317504.0,,http://journals.agh.edu.pl/jcme,2543-9901,S4210236988,,Q96712182,tqqddf7ewvb77nnjj52ftgyebe,0.0,1.0,,2024-08-29,2022-02-03
4393914908,Rendiconti della Accademia nazionale dei XL,,3.0,,,,,0370-3460,S4393914908,,,,0.0,0.0,,2024-06-26,2024-04-04
4306490484,University of Groningen Press eBooks,,2.0,,4310320590.0,,,,S4306490484,,,,0.0,0.0,,2024-08-30,2022-10-17
102552068,Therapies,,3.0,FR,4310320990.0,,https://www.journals.elsevier.com/therapies,0040-5957,S102552068,102552068.0,Q20164831,,0.0,0.0,3120.0,2024-08-29,2016-06-24
4306547968,山梨医科大学雑誌,,3.0,,4310313525.0,,https://yamanashi.repo.nii.ac.jp/?action=repository_opensearch&index_id=251,,S4306547968,,Q113475920,,0.0,0.0,,2024-08-19,2022-10-17
4210183703,Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi),,3.0,ID,4310315237.0,,http://jurnal.iaii.or.id/index.php/RESTI,2580-0760,S4210183703,,Q50761435,6t7sigj55nc4biqnterudxeqpq,1.0,1.0,150.0,2024-08-29,2022-02-03
186428921,Cornell international law journal,,3.0,US,4310315956.0,,http://www.lawschool.cornell.edu/research/ILJ/,0010-8812,S186428921,186428921.0,Q5171535,,0.0,0.0,,2024-08-29,2016-06-24
2754824171,Agents and Actions,,3.0,CH,4310320186.0,,http://link.springer.com/journal/volumesAndIssues/11,0065-4299,S2754824171,2754824171.0,Q23928727,,0.0,0.0,,2024-08-29,2017-09-25
4210196121,"Physics and chemistry of materials with low-dimensional structures. Series C, Molecular structures",,5.0,NL,4310320108.0,,,0924-459X,S4210196121,,,5aa7ogiga5fodnzlg6rkrttmaq,0.0,0.0,,2024-08-27,2022-02-03
4210220408,PeerJ Physical Chemistry,PeerJ phys. chem.,3.0,US,4310320104.0,,https://peerj.com/physical-chemistry/,2689-7733,S4210220408,,Q96724360,zjxudegqp5e4rik3uvdxem2hza,1.0,1.0,1195.0,2024-08-26,2022-02-03
4210233662,MANNED SPACEFLIGHT,,3.0,RU,,,,2226-7298,S4210233662,,Q96727181,amy6k2f2brdmtf4am6qbn2yzua,0.0,0.0,,2024-08-19,2022-02-03
2764980237,Journal of Biotechnology & Biomaterials,,3.0,US,4310320466.0,,http://www.omicsonline.org/ArchiveJBTBM.php,2155-952X,S2764980237,2764980237.0,Q27723751,eaf6pwmnmja6jbsitue7u4dwya,0.0,0.0,,2024-08-28,2017-10-27
89935370,EMC - Oto-rhino-laryngologie,,3.0,,,,http://www.sciencedirect.com/science/journal/17625688,1762-5688,S89935370,89935370.0,Q96325479,,0.0,0.0,,2024-08-19,2016-06-24
152372256,International Journal of Auditing,,3.0,US,4310320595.0,,https://onlinelibrary.wiley.com/journal/10991123,1090-6738,S152372256,152372256.0,Q15757045,,0.0,0.0,2630.0,2024-08-29,2016-06-24
4210205781,Mathematische Methoden in der Technik,,5.0,DE,,,,1615-5424,S4210205781,,,6f5vs4kiurhf3opx232mi7klju,0.0,0.0,,2024-08-14,2022-02-03
4210234582,Health Reform Observer - Observatoire des Réformes de Santé,,3.0,CA,4310313019.0,,https://mulpress.mcmaster.ca/hro-ors/index,2291-6369,S4210234582,,Q50816577,ezflg6mpdnblrkbnezs2en5e5m,1.0,1.0,0.0,2024-08-25,2022-02-03
4306544639,北京规划建设,,3.0,,,,,,S4306544639,,,,0.0,0.0,,2024-06-25,2022-10-17
4210238530,International Journal for Digital Society,,3.0,GB,,,http://www.infonomics-society.org/IJDS/Home.htm,2040-2570,S4210238530,,Q96710212,ppayrwtpgbfgjbs2ldomrejtvy,0.0,1.0,,2024-08-29,2022-02-03
4306553489,沧州师范学院学报,,3.0,,,,,,S4306553489,,,,0.0,0.0,,2024-06-24,2022-10-17
4210201179,Problemi telekomunìkacìj,,3.0,UA,4310320769.0,,http://pt.journal.kh.ua/,2220-6922,S4210201179,,Q96728182,hu4ss635jzdwbgkgn7m3gobsm4,0.0,0.0,,2024-08-19,2022-02-03
4306508075,Diqiu Kexue Jinzhan,,3.0,,,,,,S4306508075,,,,0.0,0.0,,2024-08-19,2022-10-17
4210169266,Búsqueda,,3.0,CO,,,http://revistas.cecar.edu.co/busqueda,0123-9813,S4210169266,,Q96698764,,1.0,1.0,0.0,2024-08-28,2022-02-03
4306471603,Govt. Central Press eBooks,,2.0,,,,,,S4306471603,,,,0.0,0.0,,2024-07-20,2022-10-17
4210174355,Налоги и налогообложение,,3.0,RU,,,,1812-8688,S4210174355,,Q96735345,amm6djvmsfh3tghnn632jyfezm,0.0,1.0,,2024-08-26,2022-02-03
99544290,The Journal of International Advanced Otology,,3.0,TR,4310318253.0,,http://www.advancedotology.org/eng/Anasayfa,1308-7649,S99544290,99544290.0,Q26853952,,1.0,1.0,0.0,2024-08-29,2016-06-24
4210178539,Pintar Harati Jurnal Pendidikan dan Psikologi,,3.0,ID,,,http://e-journal.upr.ac.id/index.php/JPH,2301-5993,S4210178539,,Q96726127,,0.0,0.0,,2024-08-27,2022-02-03
152303250,Engineering Failure Analysis,,3.0,GB,4310320990.0,,https://www.journals.elsevier.com/engineering-failure-analysis,1350-6307,S152303250,152303250.0,Q15751098,,0.0,0.0,3480.0,2024-08-29,2016-06-24
79745274,Asian Journal of Crop Science,,3.0,PK,,,http://ansinet.com/ajcs,1994-7879,S79745274,79745274.0,Q15816767,,0.0,0.0,,2024-08-30,2016-06-24
4210172136,Historia de la Educación,,3.0,ES,4310321250.0,,http://revistas.usal.es/index.php/0212-0267/,0212-0267,S4210172136,,,,1.0,1.0,0.0,2024-08-28,2022-02-03
4387280825,ManBiz Journal of Management and Business,,3.0,,,,,2829-9213,S4387280825,,,,0.0,0.0,,2024-08-13,2023-10-03
4306487211,European Scientific Platform & List Verlag. in Ullstein Buchverlage GmbH eBooks,,2.0,,,,,,S4306487211,,,,0.0,0.0,,2024-07-09,2022-10-17
4390573767,Jurnal Teknik Mesin Elektro dan Ilmu Komputer,,3.0,,,,,2809-9095,S4390573767,,,,0.0,0.0,,2024-08-28,2024-01-04
4387285323,Közlekedés és Mobilitás,,3.0,,,,,2939-7057,S4387285323,,,,0.0,0.0,,2024-07-23,2023-10-03
4306512488,Humboldt-Spektrum,,3.0,,,,,,S4306512488,,,,0.0,0.0,,2024-08-28,2022-10-17
4306523357,"Proceedings INNODOCT/20. International Conference on Innovation, Documentation and Education",,1.0,,,,,,S4306523357,,,,0.0,0.0,,2024-07-09,2022-10-17
4210235214,Economics and Business Solutions Journal,,3.0,ID,4310315192.0,,,2580-6084,S4210235214,,Q96696081,rywxlkvqdfcjvauudxhcmmhw4e,0.0,0.0,,2024-08-28,2022-02-03
146613072,Journal of Burn Care & Rehabilitation,,3.0,US,4310311648.0,,,0273-8481,S146613072,146613072.0,,,0.0,0.0,,2024-08-29,2016-06-24
4306470888,Foulsham eBooks,,2.0,,,,,,S4306470888,,,,0.0,0.0,,2024-06-26,2022-10-17
4306527316,Revista española de reumatología: Órgano Oficial de la Sociedad Española de Reumatología,,3.0,,,,,,S4306527316,,,,0.0,0.0,,2024-08-29,2022-10-17
4210198973,International Journal of Research in Special Education,,3.0,ZA,,,,2710-3862,S4210198973,,,,0.0,0.0,,2024-07-24,2022-02-03
4306400406,Revista Científica Arbitrada de la Fundación MenteClara (Fundación MenteClara),,4.0,AR,,,https://fundacionmenteclara.org.ar/revista/index.php/RCA/index,,S4306400406,,Q50817765,,0.0,1.0,,2024-08-27,2022-10-17
4306509855,Estudios de cultura Náhuatl,,3.0,,,,http://www.historicas.unam.mx/publicaciones/revistas/nahuatl/nahuatl.html,,S4306509855,,Q15756384,,0.0,0.0,,2024-08-27,2022-10-17
4210185578,Majallah-i ̒ulūm va funūn-i hastah/ī,,3.0,IR,,,https://jonsat.aeoi.org.ir,1735-1871,S4210185578,,Q96737421,,1.0,1.0,0.0,2024-08-26,2022-02-03
